Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3047,2758.82,1921.39,1573.46
"Cash and Short Term Investments 2001 1888.59 1280.27 1031.13  Cash - - - -  Cash & Equivalents 2001 1888.59 1280.27 1031.13  Short Term Investments - - - -  Total Receivables, Net 1023 839.32 617.99 523.56  Accounts Receivables - Trade, Net 1023 839.25 617.87 523.4  Total Inventory 1 4.49 13.43 5.93  Prepaid Expenses 18 24.83 7.47 12.84  Other Current Assets, Total 4 1.59 2.23 -","Cash and Short Term Investments 2001 1888.59 1280.27 1031.13  Cash - - - -  Cash & Equivalents 2001 1888.59 1280.27 1031.13  Short Term Investments - - - -  Total Receivables, Net 1023 839.32 617.99 523.56  Accounts Receivables - Trade, Net 1023 839.25 617.87 523.4  Total Inventory 1 4.49 13.43 5.93  Prepaid Expenses 18 24.83 7.47 12.84  Other Current Assets, Total 4 1.59 2.23 -","Cash and Short Term Investments 2001 1888.59 1280.27 1031.13  Cash - - - -  Cash & Equivalents 2001 1888.59 1280.27 1031.13  Short Term Investments - - - -  Total Receivables, Net 1023 839.32 617.99 523.56  Accounts Receivables - Trade, Net 1023 839.25 617.87 523.4  Total Inventory 1 4.49 13.43 5.93  Prepaid Expenses 18 24.83 7.47 12.84  Other Current Assets, Total 4 1.59 2.23 -","Cash and Short Term Investments 2001 1888.59 1280.27 1031.13  Cash - - - -  Cash & Equivalents 2001 1888.59 1280.27 1031.13  Short Term Investments - - - -  Total Receivables, Net 1023 839.32 617.99 523.56  Accounts Receivables - Trade, Net 1023 839.25 617.87 523.4  Total Inventory 1 4.49 13.43 5.93  Prepaid Expenses 18 24.83 7.47 12.84  Other Current Assets, Total 4 1.59 2.23 -","Cash and Short Term Investments 2001 1888.59 1280.27 1031.13  Cash - - - -  Cash & Equivalents 2001 1888.59 1280.27 1031.13  Short Term Investments - - - -  Total Receivables, Net 1023 839.32 617.99 523.56  Accounts Receivables - Trade, Net 1023 839.25 617.87 523.4  Total Inventory 1 4.49 13.43 5.93  Prepaid Expenses 18 24.83 7.47 12.84  Other Current Assets, Total 4 1.59 2.23 -"
Cash and Short Term Investments,2001,1888.59,1280.27,1031.13
Cash,-,-,-,-
Cash & Equivalents,2001,1888.59,1280.27,1031.13
Short Term Investments,-,-,-,-
"Total Receivables, Net",1023,839.32,617.99,523.56
"Accounts Receivables - Trade, Net",1023,839.25,617.87,523.4
Total Inventory,1,4.49,13.43,5.93
Prepaid Expenses,18,24.83,7.47,12.84
