Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,1566,1147.61,1087.38,709.02
"Cash and Short Term Investments 1053 755.89 766.44 441.69  Cash - - - -  Cash & Equivalents 1053 755.89 766.44 441.69  Short Term Investments - - - -  Total Receivables, Net 364 364.27 298.39 215.2  Accounts Receivables - Trade, Net 364 364.27 298.39 215.2  Total Inventory 21 12.42 14.91 46.26  Prepaid Expenses 12 12.62 5.51 4.17  Other Current Assets, Total 116 2.41 2.12 1.69","Cash and Short Term Investments 1053 755.89 766.44 441.69  Cash - - - -  Cash & Equivalents 1053 755.89 766.44 441.69  Short Term Investments - - - -  Total Receivables, Net 364 364.27 298.39 215.2  Accounts Receivables - Trade, Net 364 364.27 298.39 215.2  Total Inventory 21 12.42 14.91 46.26  Prepaid Expenses 12 12.62 5.51 4.17  Other Current Assets, Total 116 2.41 2.12 1.69","Cash and Short Term Investments 1053 755.89 766.44 441.69  Cash - - - -  Cash & Equivalents 1053 755.89 766.44 441.69  Short Term Investments - - - -  Total Receivables, Net 364 364.27 298.39 215.2  Accounts Receivables - Trade, Net 364 364.27 298.39 215.2  Total Inventory 21 12.42 14.91 46.26  Prepaid Expenses 12 12.62 5.51 4.17  Other Current Assets, Total 116 2.41 2.12 1.69","Cash and Short Term Investments 1053 755.89 766.44 441.69  Cash - - - -  Cash & Equivalents 1053 755.89 766.44 441.69  Short Term Investments - - - -  Total Receivables, Net 364 364.27 298.39 215.2  Accounts Receivables - Trade, Net 364 364.27 298.39 215.2  Total Inventory 21 12.42 14.91 46.26  Prepaid Expenses 12 12.62 5.51 4.17  Other Current Assets, Total 116 2.41 2.12 1.69","Cash and Short Term Investments 1053 755.89 766.44 441.69  Cash - - - -  Cash & Equivalents 1053 755.89 766.44 441.69  Short Term Investments - - - -  Total Receivables, Net 364 364.27 298.39 215.2  Accounts Receivables - Trade, Net 364 364.27 298.39 215.2  Total Inventory 21 12.42 14.91 46.26  Prepaid Expenses 12 12.62 5.51 4.17  Other Current Assets, Total 116 2.41 2.12 1.69"
Cash and Short Term Investments,1053,755.89,766.44,441.69
Cash,-,-,-,-
Cash & Equivalents,1053,755.89,766.44,441.69
Short Term Investments,-,-,-,-
"Total Receivables, Net",364,364.27,298.39,215.2
"Accounts Receivables - Trade, Net",364,364.27,298.39,215.2
Total Inventory,21,12.42,14.91,46.26
Prepaid Expenses,12,12.62,5.51,4.17
"Other Current Assets, Total",116,2.41,2.12,1.69
Total Assets,1690,1255.15,1133.55,748.49
"Property/Plant/Equipment, Total - Net 88 73.22 28.16 20.49  Property/Plant/Equipment, Total - Gross - 128.75 74.75 64.46  Accumulated Depreciation, Total - -55.53 -46.59 -43.98  Goodwill, Net - - - -  Intangibles, Net 19 14.05 9.52 9.29  Long Term Investments 7 - - -  Note Receivable - Long Term - 0.13 0.9 1.58  Other Long Term Assets, Total 2 20.15 7.6 8.12  Other Assets, Total -219 - - -","Property/Plant/Equipment, Total - Net 88 73.22 28.16 20.49  Property/Plant/Equipment, Total - Gross - 128.75 74.75 64.46  Accumulated Depreciation, Total - -55.53 -46.59 -43.98  Goodwill, Net - - - -  Intangibles, Net 19 14.05 9.52 9.29  Long Term Investments 7 - - -  Note Receivable - Long Term - 0.13 0.9 1.58  Other Long Term Assets, Total 2 20.15 7.6 8.12  Other Assets, Total -219 - - -","Property/Plant/Equipment, Total - Net 88 73.22 28.16 20.49  Property/Plant/Equipment, Total - Gross - 128.75 74.75 64.46  Accumulated Depreciation, Total - -55.53 -46.59 -43.98  Goodwill, Net - - - -  Intangibles, Net 19 14.05 9.52 9.29  Long Term Investments 7 - - -  Note Receivable - Long Term - 0.13 0.9 1.58  Other Long Term Assets, Total 2 20.15 7.6 8.12  Other Assets, Total -219 - - -","Property/Plant/Equipment, Total - Net 88 73.22 28.16 20.49  Property/Plant/Equipment, Total - Gross - 128.75 74.75 64.46  Accumulated Depreciation, Total - -55.53 -46.59 -43.98  Goodwill, Net - - - -  Intangibles, Net 19 14.05 9.52 9.29  Long Term Investments 7 - - -  Note Receivable - Long Term - 0.13 0.9 1.58  Other Long Term Assets, Total 2 20.15 7.6 8.12  Other Assets, Total -219 - - -","Property/Plant/Equipment, Total - Net 88 73.22 28.16 20.49  Property/Plant/Equipment, Total - Gross - 128.75 74.75 64.46  Accumulated Depreciation, Total - -55.53 -46.59 -43.98  Goodwill, Net - - - -  Intangibles, Net 19 14.05 9.52 9.29  Long Term Investments 7 - - -  Note Receivable - Long Term - 0.13 0.9 1.58  Other Long Term Assets, Total 2 20.15 7.6 8.12  Other Assets, Total -219 - - -"
"Property/Plant/Equipment, Total - Net",88,73.22,28.16,20.49
"Property/Plant/Equipment, Total - Gross",-,128.75,74.75,64.46
"Accumulated Depreciation, Total",-,-55.53,-46.59,-43.98
"Goodwill, Net",-,-,-,-
"Intangibles, Net",19,14.05,9.52,9.29
Long Term Investments,7,-,-,-
Note Receivable - Long Term,-,0.13,0.9,1.58
"Other Long Term Assets, Total",2,20.15,7.6,8.12
"Other Assets, Total",-219,-,-,-
Total Current Liabilities,342,244.78,249.03,193.96
"Accounts Payable 196 141.08 122.12 91.68  Payable/Accrued - - - -  Accrued Expenses 28 39.74 45.77 30.57  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 1.27 1.26 1.25  Other Current liabilities, Total 118 62.69 79.89 70.47","Accounts Payable 196 141.08 122.12 91.68  Payable/Accrued - - - -  Accrued Expenses 28 39.74 45.77 30.57  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 1.27 1.26 1.25  Other Current liabilities, Total 118 62.69 79.89 70.47","Accounts Payable 196 141.08 122.12 91.68  Payable/Accrued - - - -  Accrued Expenses 28 39.74 45.77 30.57  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 1.27 1.26 1.25  Other Current liabilities, Total 118 62.69 79.89 70.47","Accounts Payable 196 141.08 122.12 91.68  Payable/Accrued - - - -  Accrued Expenses 28 39.74 45.77 30.57  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 1.27 1.26 1.25  Other Current liabilities, Total 118 62.69 79.89 70.47","Accounts Payable 196 141.08 122.12 91.68  Payable/Accrued - - - -  Accrued Expenses 28 39.74 45.77 30.57  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 1.27 1.26 1.25  Other Current liabilities, Total 118 62.69 79.89 70.47"
Accounts Payable,196,141.08,122.12,91.68
Payable/Accrued,-,-,-,-
Accrued Expenses,28,39.74,45.77,30.57
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,-,1.27,1.26,1.25
"Other Current liabilities, Total",118,62.69,79.89,70.47
Total Liabilities,344,245.87,251.93,198.64
