Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,13067,13323,5020.11,4040.03
"Cash and Short Term Investments 9983 11029 3270.96 3182.4  Cash - - - -  Cash & Equivalents 9983 11029 3270.96 3182.4  Short Term Investments - - - -  Total Receivables, Net 1944 1617 1385.16 581.29  Accounts Receivables - Trade, Net 1944 1515 1385.16 581.29  Total Inventory 74 66 8.36 28.65  Prepaid Expenses 289 77 354.03 246.88  Other Current Assets, Total 777 534 1.59 0.81","Cash and Short Term Investments 9983 11029 3270.96 3182.4  Cash - - - -  Cash & Equivalents 9983 11029 3270.96 3182.4  Short Term Investments - - - -  Total Receivables, Net 1944 1617 1385.16 581.29  Accounts Receivables - Trade, Net 1944 1515 1385.16 581.29  Total Inventory 74 66 8.36 28.65  Prepaid Expenses 289 77 354.03 246.88  Other Current Assets, Total 777 534 1.59 0.81","Cash and Short Term Investments 9983 11029 3270.96 3182.4  Cash - - - -  Cash & Equivalents 9983 11029 3270.96 3182.4  Short Term Investments - - - -  Total Receivables, Net 1944 1617 1385.16 581.29  Accounts Receivables - Trade, Net 1944 1515 1385.16 581.29  Total Inventory 74 66 8.36 28.65  Prepaid Expenses 289 77 354.03 246.88  Other Current Assets, Total 777 534 1.59 0.81","Cash and Short Term Investments 9983 11029 3270.96 3182.4  Cash - - - -  Cash & Equivalents 9983 11029 3270.96 3182.4  Short Term Investments - - - -  Total Receivables, Net 1944 1617 1385.16 581.29  Accounts Receivables - Trade, Net 1944 1515 1385.16 581.29  Total Inventory 74 66 8.36 28.65  Prepaid Expenses 289 77 354.03 246.88  Other Current Assets, Total 777 534 1.59 0.81","Cash and Short Term Investments 9983 11029 3270.96 3182.4  Cash - - - -  Cash & Equivalents 9983 11029 3270.96 3182.4  Short Term Investments - - - -  Total Receivables, Net 1944 1617 1385.16 581.29  Accounts Receivables - Trade, Net 1944 1515 1385.16 581.29  Total Inventory 74 66 8.36 28.65  Prepaid Expenses 289 77 354.03 246.88  Other Current Assets, Total 777 534 1.59 0.81"
Cash and Short Term Investments,9983,11029,3270.96,3182.4
Cash,-,-,-,-
Cash & Equivalents,9983,11029,3270.96,3182.4
Short Term Investments,-,-,-,-
"Total Receivables, Net",1944,1617,1385.16,581.29
"Accounts Receivables - Trade, Net",1944,1515,1385.16,581.29
Total Inventory,74,66,8.36,28.65
Prepaid Expenses,289,77,354.03,246.88
"Other Current Assets, Total",777,534,1.59,0.81
Total Assets,19769,18945,6204.08,4352.2
"Property/Plant/Equipment, Total - Net 219 242 29.61 49.26  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 1534 1431 - -  Intangibles, Net 837 814 305.21 149.95  Long Term Investments 4055 3041 587.69 -  Note Receivable - Long Term - 102 - -  Other Long Term Assets, Total 1 2 261.45 112.96  Other Assets, Total -1037 -925 - -","Property/Plant/Equipment, Total - Net 219 242 29.61 49.26  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 1534 1431 - -  Intangibles, Net 837 814 305.21 149.95  Long Term Investments 4055 3041 587.69 -  Note Receivable - Long Term - 102 - -  Other Long Term Assets, Total 1 2 261.45 112.96  Other Assets, Total -1037 -925 - -","Property/Plant/Equipment, Total - Net 219 242 29.61 49.26  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 1534 1431 - -  Intangibles, Net 837 814 305.21 149.95  Long Term Investments 4055 3041 587.69 -  Note Receivable - Long Term - 102 - -  Other Long Term Assets, Total 1 2 261.45 112.96  Other Assets, Total -1037 -925 - -","Property/Plant/Equipment, Total - Net 219 242 29.61 49.26  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 1534 1431 - -  Intangibles, Net 837 814 305.21 149.95  Long Term Investments 4055 3041 587.69 -  Note Receivable - Long Term - 102 - -  Other Long Term Assets, Total 1 2 261.45 112.96  Other Assets, Total -1037 -925 - -","Property/Plant/Equipment, Total - Net 219 242 29.61 49.26  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 1534 1431 - -  Intangibles, Net 837 814 305.21 149.95  Long Term Investments 4055 3041 587.69 -  Note Receivable - Long Term - 102 - -  Other Long Term Assets, Total 1 2 261.45 112.96  Other Assets, Total -1037 -925 - -"
"Property/Plant/Equipment, Total - Net",219,242,29.61,49.26
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",1534,1431,-,-
"Intangibles, Net",837,814,305.21,149.95
Long Term Investments,4055,3041,587.69,-
Note Receivable - Long Term,-,102,-,-
"Other Long Term Assets, Total",1,2,261.45,112.96
"Other Assets, Total",-1037,-925,-,-
Total Current Liabilities,3346,2724,1834.73,805.77
