Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Current Assets,137815,139184,101260,74611
"Cash and Short Term Investments 85782 92045 55536 24881  Cash - - - -  Cash & Equivalents 85782 92045 55536 24881  Short Term Investments 6 - - -  Total Receivables, Net 24052 21124 15449 17977  Accounts Receivables - Trade, Net 24052 21124 15449 17977  Total Inventory 2497 1997 2643 1590  Prepaid Expenses 16137 13268 15320 16192  Other Current Assets, Total 9347 10750 12312 13971","Cash and Short Term Investments 85782 92045 55536 24881  Cash - - - -  Cash & Equivalents 85782 92045 55536 24881  Short Term Investments 6 - - -  Total Receivables, Net 24052 21124 15449 17977  Accounts Receivables - Trade, Net 24052 21124 15449 17977  Total Inventory 2497 1997 2643 1590  Prepaid Expenses 16137 13268 15320 16192  Other Current Assets, Total 9347 10750 12312 13971","Cash and Short Term Investments 85782 92045 55536 24881  Cash - - - -  Cash & Equivalents 85782 92045 55536 24881  Short Term Investments 6 - - -  Total Receivables, Net 24052 21124 15449 17977  Accounts Receivables - Trade, Net 24052 21124 15449 17977  Total Inventory 2497 1997 2643 1590  Prepaid Expenses 16137 13268 15320 16192  Other Current Assets, Total 9347 10750 12312 13971","Cash and Short Term Investments 85782 92045 55536 24881  Cash - - - -  Cash & Equivalents 85782 92045 55536 24881  Short Term Investments 6 - - -  Total Receivables, Net 24052 21124 15449 17977  Accounts Receivables - Trade, Net 24052 21124 15449 17977  Total Inventory 2497 1997 2643 1590  Prepaid Expenses 16137 13268 15320 16192  Other Current Assets, Total 9347 10750 12312 13971","Cash and Short Term Investments 85782 92045 55536 24881  Cash - - - -  Cash & Equivalents 85782 92045 55536 24881  Short Term Investments 6 - - -  Total Receivables, Net 24052 21124 15449 17977  Accounts Receivables - Trade, Net 24052 21124 15449 17977  Total Inventory 2497 1997 2643 1590  Prepaid Expenses 16137 13268 15320 16192  Other Current Assets, Total 9347 10750 12312 13971"
Cash and Short Term Investments,85782,92045,55536,24881
Cash,-,-,-,-
Cash & Equivalents,85782,92045,55536,24881
Short Term Investments,6,-,-,-
"Total Receivables, Net",24052,21124,15449,17977
"Accounts Receivables - Trade, Net",24052,21124,15449,17977
Total Inventory,2497,1997,2643,1590
Prepaid Expenses,16137,13268,15320,16192
"Other Current Assets, Total",9347,10750,12312,13971
Total Assets,307627,319629,295775,293097
"Property/Plant/Equipment, Total - Net 117657 127828 143352 142615  Property/Plant/Equipment, Total - Gross 304993 298007 296634 266388  Accumulated Depreciation, Total -187333 -170179 -153284 -123775  Goodwill, Net 18148 17005 16792 37377  Intangibles, Net 15912 14172 13011 17364  Long Term Investments 532 598 1199 1866  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 10201 20843 20161 19264  Other Assets, Total -4846 1435 - -","Property/Plant/Equipment, Total - Net 117657 127828 143352 142615  Property/Plant/Equipment, Total - Gross 304993 298007 296634 266388  Accumulated Depreciation, Total -187333 -170179 -153284 -123775  Goodwill, Net 18148 17005 16792 37377  Intangibles, Net 15912 14172 13011 17364  Long Term Investments 532 598 1199 1866  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 10201 20843 20161 19264  Other Assets, Total -4846 1435 - -","Property/Plant/Equipment, Total - Net 117657 127828 143352 142615  Property/Plant/Equipment, Total - Gross 304993 298007 296634 266388  Accumulated Depreciation, Total -187333 -170179 -153284 -123775  Goodwill, Net 18148 17005 16792 37377  Intangibles, Net 15912 14172 13011 17364  Long Term Investments 532 598 1199 1866  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 10201 20843 20161 19264  Other Assets, Total -4846 1435 - -","Property/Plant/Equipment, Total - Net 117657 127828 143352 142615  Property/Plant/Equipment, Total - Gross 304993 298007 296634 266388  Accumulated Depreciation, Total -187333 -170179 -153284 -123775  Goodwill, Net 18148 17005 16792 37377  Intangibles, Net 15912 14172 13011 17364  Long Term Investments 532 598 1199 1866  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 10201 20843 20161 19264  Other Assets, Total -4846 1435 - -","Property/Plant/Equipment, Total - Net 117657 127828 143352 142615  Property/Plant/Equipment, Total - Gross 304993 298007 296634 266388  Accumulated Depreciation, Total -187333 -170179 -153284 -123775  Goodwill, Net 18148 17005 16792 37377  Intangibles, Net 15912 14172 13011 17364  Long Term Investments 532 598 1199 1866  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 10201 20843 20161 19264  Other Assets, Total -4846 1435 - -"
"Property/Plant/Equipment, Total - Net",117657,127828,143352,142615
"Property/Plant/Equipment, Total - Gross",304993,298007,296634,266388
"Accumulated Depreciation, Total",-187333,-170179,-153284,-123775
"Goodwill, Net",18148,17005,16792,37377
"Intangibles, Net",15912,14172,13011,17364
Long Term Investments,532,598,1199,1866
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",10201,20843,20161,19264
"Other Assets, Total",-4846,1435,-,-
Total Current Liabilities,100687,117910,90428,71222
"Accounts Payable 650 561 478 819  Payable/Accrued - - - -  Accrued Expenses 21975 26842 17298 16708  Notes Payable/Short Term Debt 17310 16035 26609 9610  Current Port. of LT Debt/Capital Leases 27049 42591 19242 13853  Other Current liabilities, Total 33703 31881 26801 30232","Accounts Payable 650 561 478 819  Payable/Accrued - - - -  Accrued Expenses 21975 26842 17298 16708  Notes Payable/Short Term Debt 17310 16035 26609 9610  Current Port. of LT Debt/Capital Leases 27049 42591 19242 13853  Other Current liabilities, Total 33703 31881 26801 30232","Accounts Payable 650 561 478 819  Payable/Accrued - - - -  Accrued Expenses 21975 26842 17298 16708  Notes Payable/Short Term Debt 17310 16035 26609 9610  Current Port. of LT Debt/Capital Leases 27049 42591 19242 13853  Other Current liabilities, Total 33703 31881 26801 30232","Accounts Payable 650 561 478 819  Payable/Accrued - - - -  Accrued Expenses 21975 26842 17298 16708  Notes Payable/Short Term Debt 17310 16035 26609 9610  Current Port. of LT Debt/Capital Leases 27049 42591 19242 13853  Other Current liabilities, Total 33703 31881 26801 30232","Accounts Payable 650 561 478 819  Payable/Accrued - - - -  Accrued Expenses 21975 26842 17298 16708  Notes Payable/Short Term Debt 17310 16035 26609 9610  Current Port. of LT Debt/Capital Leases 27049 42591 19242 13853  Other Current liabilities, Total 33703 31881 26801 30232"
Accounts Payable,650,561,478,819
Payable/Accrued,-,-,-,-
Accrued Expenses,21975,26842,17298,16708
Notes Payable/Short Term Debt,17310,16035,26609,9610
Current Port. of LT Debt/Capital Leases,27049,42591,19242,13853
"Other Current liabilities, Total",33703,31881,26801,30232
Total Liabilities,267585,303196,264629,202526
"Total Long Term Debt 150557 169669 159365 115915  Long Term Debt 131398 146990 127808 105698  Capital Lease Obligations 19159 22679 31557 10217  Deferred Income Tax 1658 1619 1525 2393  Minority Interest - - - 220  Other Liabilities, Total -132336 -160595 13311 12776","Total Long Term Debt 150557 169669 159365 115915  Long Term Debt 131398 146990 127808 105698  Capital Lease Obligations 19159 22679 31557 10217  Deferred Income Tax 1658 1619 1525 2393  Minority Interest - - - 220  Other Liabilities, Total -132336 -160595 13311 12776","Total Long Term Debt 150557 169669 159365 115915  Long Term Debt 131398 146990 127808 105698  Capital Lease Obligations 19159 22679 31557 10217  Deferred Income Tax 1658 1619 1525 2393  Minority Interest - - - 220  Other Liabilities, Total -132336 -160595 13311 12776","Total Long Term Debt 150557 169669 159365 115915  Long Term Debt 131398 146990 127808 105698  Capital Lease Obligations 19159 22679 31557 10217  Deferred Income Tax 1658 1619 1525 2393  Minority Interest - - - 220  Other Liabilities, Total -132336 -160595 13311 12776","Total Long Term Debt 150557 169669 159365 115915  Long Term Debt 131398 146990 127808 105698  Capital Lease Obligations 19159 22679 31557 10217  Deferred Income Tax 1658 1619 1525 2393  Minority Interest - - - 220  Other Liabilities, Total -132336 -160595 13311 12776"
Total Long Term Debt,150557,169669,159365,115915
Long Term Debt,131398,146990,127808,105698
Capital Lease Obligations,19159,22679,31557,10217
Deferred Income Tax,1658,1619,1525,2393
Minority Interest,-,-,-,220
"Other Liabilities, Total",-132336,-160595,13311,12776
Total Equity,40042,16433,31146,90571
