Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,2557,2347,2738,3232.81
"Cash and Short Term Investments 1772 1732 1936 1605.69  Cash - - - -  Cash & Equivalents 1772 1732 1936 1605.69  Short Term Investments - - - -  Total Receivables, Net 600 487 628 1432.44  Accounts Receivables - Trade, Net 417 422 451 480.7  Total Inventory 52 55 59 71.42  Prepaid Expenses 68 45 86 93.21  Other Current Assets, Total 65 28 29 30.05","Cash and Short Term Investments 1772 1732 1936 1605.69  Cash - - - -  Cash & Equivalents 1772 1732 1936 1605.69  Short Term Investments - - - -  Total Receivables, Net 600 487 628 1432.44  Accounts Receivables - Trade, Net 417 422 451 480.7  Total Inventory 52 55 59 71.42  Prepaid Expenses 68 45 86 93.21  Other Current Assets, Total 65 28 29 30.05","Cash and Short Term Investments 1772 1732 1936 1605.69  Cash - - - -  Cash & Equivalents 1772 1732 1936 1605.69  Short Term Investments - - - -  Total Receivables, Net 600 487 628 1432.44  Accounts Receivables - Trade, Net 417 422 451 480.7  Total Inventory 52 55 59 71.42  Prepaid Expenses 68 45 86 93.21  Other Current Assets, Total 65 28 29 30.05","Cash and Short Term Investments 1772 1732 1936 1605.69  Cash - - - -  Cash & Equivalents 1772 1732 1936 1605.69  Short Term Investments - - - -  Total Receivables, Net 600 487 628 1432.44  Accounts Receivables - Trade, Net 417 422 451 480.7  Total Inventory 52 55 59 71.42  Prepaid Expenses 68 45 86 93.21  Other Current Assets, Total 65 28 29 30.05","Cash and Short Term Investments 1772 1732 1936 1605.69  Cash - - - -  Cash & Equivalents 1772 1732 1936 1605.69  Short Term Investments - - - -  Total Receivables, Net 600 487 628 1432.44  Accounts Receivables - Trade, Net 417 422 451 480.7  Total Inventory 52 55 59 71.42  Prepaid Expenses 68 45 86 93.21  Other Current Assets, Total 65 28 29 30.05"
Cash and Short Term Investments,1772,1732,1936,1605.69
Cash,-,-,-,-
Cash & Equivalents,1772,1732,1936,1605.69
Short Term Investments,-,-,-,-
"Total Receivables, Net",600,487,628,1432.44
"Accounts Receivables - Trade, Net",417,422,451,480.7
Total Inventory,52,55,59,71.42
Prepaid Expenses,68,45,86,93.21
"Other Current Assets, Total",65,28,29,30.05
Total Assets,8679,9406,10507,11368.61
"Property/Plant/Equipment, Total - Net 3222 4040 4339 4181.22  Property/Plant/Equipment, Total - Gross - 5309.18 6045.52 5693.71  Accumulated Depreciation, Total - -1269.06 -1706.42 -1512.49  Goodwill, Net - - - -  Intangibles, Net 38 40 71 73.27  Long Term Investments 2848 2977 3355 3530.07  Note Receivable - Long Term 183 65 177 -  Other Long Term Assets, Total 2 1 1 351.24  Other Assets, Total -471 -403 -537 -","Property/Plant/Equipment, Total - Net 3222 4040 4339 4181.22  Property/Plant/Equipment, Total - Gross - 5309.18 6045.52 5693.71  Accumulated Depreciation, Total - -1269.06 -1706.42 -1512.49  Goodwill, Net - - - -  Intangibles, Net 38 40 71 73.27  Long Term Investments 2848 2977 3355 3530.07  Note Receivable - Long Term 183 65 177 -  Other Long Term Assets, Total 2 1 1 351.24  Other Assets, Total -471 -403 -537 -","Property/Plant/Equipment, Total - Net 3222 4040 4339 4181.22  Property/Plant/Equipment, Total - Gross - 5309.18 6045.52 5693.71  Accumulated Depreciation, Total - -1269.06 -1706.42 -1512.49  Goodwill, Net - - - -  Intangibles, Net 38 40 71 73.27  Long Term Investments 2848 2977 3355 3530.07  Note Receivable - Long Term 183 65 177 -  Other Long Term Assets, Total 2 1 1 351.24  Other Assets, Total -471 -403 -537 -","Property/Plant/Equipment, Total - Net 3222 4040 4339 4181.22  Property/Plant/Equipment, Total - Gross - 5309.18 6045.52 5693.71  Accumulated Depreciation, Total - -1269.06 -1706.42 -1512.49  Goodwill, Net - - - -  Intangibles, Net 38 40 71 73.27  Long Term Investments 2848 2977 3355 3530.07  Note Receivable - Long Term 183 65 177 -  Other Long Term Assets, Total 2 1 1 351.24  Other Assets, Total -471 -403 -537 -","Property/Plant/Equipment, Total - Net 3222 4040 4339 4181.22  Property/Plant/Equipment, Total - Gross - 5309.18 6045.52 5693.71  Accumulated Depreciation, Total - -1269.06 -1706.42 -1512.49  Goodwill, Net - - - -  Intangibles, Net 38 40 71 73.27  Long Term Investments 2848 2977 3355 3530.07  Note Receivable - Long Term 183 65 177 -  Other Long Term Assets, Total 2 1 1 351.24  Other Assets, Total -471 -403 -537 -"
"Property/Plant/Equipment, Total - Net",3222,4040,4339,4181.22
"Property/Plant/Equipment, Total - Gross",-,5309.18,6045.52,5693.71
"Accumulated Depreciation, Total",-,-1269.06,-1706.42,-1512.49
"Goodwill, Net",-,-,-,-
"Intangibles, Net",38,40,71,73.27
Long Term Investments,2848,2977,3355,3530.07
Note Receivable - Long Term,183,65,177,-
"Other Long Term Assets, Total",2,1,1,351.24
"Other Assets, Total",-471,-403,-537,-
Total Current Liabilities,2917,3178,2645,3064.41
