Period Ending:,202228/02,202128/02,202029/02,201928/02
Total Current Assets,3641.38,3309.99,3413.9,3254.99
"Cash and Short Term Investments 526.79 536.72 310.38 511.54  Cash - - - -  Cash & Equivalents 526.79 536.72 310.38 511.54  Short Term Investments - - - -  Total Receivables, Net 1953.39 1821.42 2180.72 1968.21  Accounts Receivables - Trade, Net 1733.94 1821.42 2180.72 1968.21  Total Inventory 1138.7 921.76 823.77 735.22  Prepaid Expenses 18.36 - - -  Other Current Assets, Total 4.14 30.09 99.03 40.02","Cash and Short Term Investments 526.79 536.72 310.38 511.54  Cash - - - -  Cash & Equivalents 526.79 536.72 310.38 511.54  Short Term Investments - - - -  Total Receivables, Net 1953.39 1821.42 2180.72 1968.21  Accounts Receivables - Trade, Net 1733.94 1821.42 2180.72 1968.21  Total Inventory 1138.7 921.76 823.77 735.22  Prepaid Expenses 18.36 - - -  Other Current Assets, Total 4.14 30.09 99.03 40.02","Cash and Short Term Investments 526.79 536.72 310.38 511.54  Cash - - - -  Cash & Equivalents 526.79 536.72 310.38 511.54  Short Term Investments - - - -  Total Receivables, Net 1953.39 1821.42 2180.72 1968.21  Accounts Receivables - Trade, Net 1733.94 1821.42 2180.72 1968.21  Total Inventory 1138.7 921.76 823.77 735.22  Prepaid Expenses 18.36 - - -  Other Current Assets, Total 4.14 30.09 99.03 40.02","Cash and Short Term Investments 526.79 536.72 310.38 511.54  Cash - - - -  Cash & Equivalents 526.79 536.72 310.38 511.54  Short Term Investments - - - -  Total Receivables, Net 1953.39 1821.42 2180.72 1968.21  Accounts Receivables - Trade, Net 1733.94 1821.42 2180.72 1968.21  Total Inventory 1138.7 921.76 823.77 735.22  Prepaid Expenses 18.36 - - -  Other Current Assets, Total 4.14 30.09 99.03 40.02","Cash and Short Term Investments 526.79 536.72 310.38 511.54  Cash - - - -  Cash & Equivalents 526.79 536.72 310.38 511.54  Short Term Investments - - - -  Total Receivables, Net 1953.39 1821.42 2180.72 1968.21  Accounts Receivables - Trade, Net 1733.94 1821.42 2180.72 1968.21  Total Inventory 1138.7 921.76 823.77 735.22  Prepaid Expenses 18.36 - - -  Other Current Assets, Total 4.14 30.09 99.03 40.02"
Cash and Short Term Investments,526.79,536.72,310.38,511.54
Cash,-,-,-,-
Cash & Equivalents,526.79,536.72,310.38,511.54
Short Term Investments,-,-,-,-
"Total Receivables, Net",1953.39,1821.42,2180.72,1968.21
"Accounts Receivables - Trade, Net",1733.94,1821.42,2180.72,1968.21
Total Inventory,1138.7,921.76,823.77,735.22
Prepaid Expenses,18.36,-,-,-
