Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,19501,20328,18126,17755.19
"Cash and Short Term Investments 5371 7719 6441 6074.73  Cash - - - -  Cash & Equivalents 5371 7719 6441 6074.73  Short Term Investments - - - -  Total Receivables, Net 7334 7164 6214 6256.91  Accounts Receivables - Trade, Net 7191 7104 6099 6220.03  Total Inventory 6432 5217 5200 5145.28  Prepaid Expenses 165 172 189 213.28  Other Current Assets, Total 199 56 82 64.99","Cash and Short Term Investments 5371 7719 6441 6074.73  Cash - - - -  Cash & Equivalents 5371 7719 6441 6074.73  Short Term Investments - - - -  Total Receivables, Net 7334 7164 6214 6256.91  Accounts Receivables - Trade, Net 7191 7104 6099 6220.03  Total Inventory 6432 5217 5200 5145.28  Prepaid Expenses 165 172 189 213.28  Other Current Assets, Total 199 56 82 64.99","Cash and Short Term Investments 5371 7719 6441 6074.73  Cash - - - -  Cash & Equivalents 5371 7719 6441 6074.73  Short Term Investments - - - -  Total Receivables, Net 7334 7164 6214 6256.91  Accounts Receivables - Trade, Net 7191 7104 6099 6220.03  Total Inventory 6432 5217 5200 5145.28  Prepaid Expenses 165 172 189 213.28  Other Current Assets, Total 199 56 82 64.99","Cash and Short Term Investments 5371 7719 6441 6074.73  Cash - - - -  Cash & Equivalents 5371 7719 6441 6074.73  Short Term Investments - - - -  Total Receivables, Net 7334 7164 6214 6256.91  Accounts Receivables - Trade, Net 7191 7104 6099 6220.03  Total Inventory 6432 5217 5200 5145.28  Prepaid Expenses 165 172 189 213.28  Other Current Assets, Total 199 56 82 64.99","Cash and Short Term Investments 5371 7719 6441 6074.73  Cash - - - -  Cash & Equivalents 5371 7719 6441 6074.73  Short Term Investments - - - -  Total Receivables, Net 7334 7164 6214 6256.91  Accounts Receivables - Trade, Net 7191 7104 6099 6220.03  Total Inventory 6432 5217 5200 5145.28  Prepaid Expenses 165 172 189 213.28  Other Current Assets, Total 199 56 82 64.99"
Cash and Short Term Investments,5371,7719,6441,6074.73
Cash,-,-,-,-
Cash & Equivalents,5371,7719,6441,6074.73
Short Term Investments,-,-,-,-
"Total Receivables, Net",7334,7164,6214,6256.91
"Accounts Receivables - Trade, Net",7191,7104,6099,6220.03
Total Inventory,6432,5217,5200,5145.28
Prepaid Expenses,165,172,189,213.28
"Other Current Assets, Total",199,56,82,64.99
Total Assets,34557,33157,30683,29850.94
