Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,17609,12787,7759,7712
"Cash and Short Term Investments 3937 3402 4646 3526  Cash - - - -  Cash & Equivalents 3937 3402 4646 3526  Short Term Investments - - - -  Total Receivables, Net 3937 2610 1263 1843  Accounts Receivables - Trade, Net 3771 2076 1263 1843  Total Inventory 9253 6604 1242 1987  Prepaid Expenses - 69 - -  Other Current Assets, Total 482 171 608 356","Cash and Short Term Investments 3937 3402 4646 3526  Cash - - - -  Cash & Equivalents 3937 3402 4646 3526  Short Term Investments - - - -  Total Receivables, Net 3937 2610 1263 1843  Accounts Receivables - Trade, Net 3771 2076 1263 1843  Total Inventory 9253 6604 1242 1987  Prepaid Expenses - 69 - -  Other Current Assets, Total 482 171 608 356","Cash and Short Term Investments 3937 3402 4646 3526  Cash - - - -  Cash & Equivalents 3937 3402 4646 3526  Short Term Investments - - - -  Total Receivables, Net 3937 2610 1263 1843  Accounts Receivables - Trade, Net 3771 2076 1263 1843  Total Inventory 9253 6604 1242 1987  Prepaid Expenses - 69 - -  Other Current Assets, Total 482 171 608 356","Cash and Short Term Investments 3937 3402 4646 3526  Cash - - - -  Cash & Equivalents 3937 3402 4646 3526  Short Term Investments - - - -  Total Receivables, Net 3937 2610 1263 1843  Accounts Receivables - Trade, Net 3771 2076 1263 1843  Total Inventory 9253 6604 1242 1987  Prepaid Expenses - 69 - -  Other Current Assets, Total 482 171 608 356","Cash and Short Term Investments 3937 3402 4646 3526  Cash - - - -  Cash & Equivalents 3937 3402 4646 3526  Short Term Investments - - - -  Total Receivables, Net 3937 2610 1263 1843  Accounts Receivables - Trade, Net 3771 2076 1263 1843  Total Inventory 9253 6604 1242 1987  Prepaid Expenses - 69 - -  Other Current Assets, Total 482 171 608 356"
Cash and Short Term Investments,3937,3402,4646,3526
Cash,-,-,-,-
Cash & Equivalents,3937,3402,4646,3526
Short Term Investments,-,-,-,-
"Total Receivables, Net",3937,2610,1263,1843
"Accounts Receivables - Trade, Net",3771,2076,1263,1843
Total Inventory,9253,6604,1242,1987
Prepaid Expenses,-,69,-,-
"Other Current Assets, Total",482,171,608,356
Total Assets,26143,21575,17049,16622
"Property/Plant/Equipment, Total - Net 5858 5995 6643 6693  Property/Plant/Equipment, Total - Gross - 7961 9155 9179  Accumulated Depreciation, Total - -1966 -2512 -2486  Goodwill, Net - - - -  Intangibles, Net 6 1 2 4  Long Term Investments 2632 2781 2639 2078  Note Receivable - Long Term 166 534 - -  Other Long Term Assets, Total - 1 1 135  Other Assets, Total 5836 4175 592 -","Property/Plant/Equipment, Total - Net 5858 5995 6643 6693  Property/Plant/Equipment, Total - Gross - 7961 9155 9179  Accumulated Depreciation, Total - -1966 -2512 -2486  Goodwill, Net - - - -  Intangibles, Net 6 1 2 4  Long Term Investments 2632 2781 2639 2078  Note Receivable - Long Term 166 534 - -  Other Long Term Assets, Total - 1 1 135  Other Assets, Total 5836 4175 592 -","Property/Plant/Equipment, Total - Net 5858 5995 6643 6693  Property/Plant/Equipment, Total - Gross - 7961 9155 9179  Accumulated Depreciation, Total - -1966 -2512 -2486  Goodwill, Net - - - -  Intangibles, Net 6 1 2 4  Long Term Investments 2632 2781 2639 2078  Note Receivable - Long Term 166 534 - -  Other Long Term Assets, Total - 1 1 135  Other Assets, Total 5836 4175 592 -","Property/Plant/Equipment, Total - Net 5858 5995 6643 6693  Property/Plant/Equipment, Total - Gross - 7961 9155 9179  Accumulated Depreciation, Total - -1966 -2512 -2486  Goodwill, Net - - - -  Intangibles, Net 6 1 2 4  Long Term Investments 2632 2781 2639 2078  Note Receivable - Long Term 166 534 - -  Other Long Term Assets, Total - 1 1 135  Other Assets, Total 5836 4175 592 -","Property/Plant/Equipment, Total - Net 5858 5995 6643 6693  Property/Plant/Equipment, Total - Gross - 7961 9155 9179  Accumulated Depreciation, Total - -1966 -2512 -2486  Goodwill, Net - - - -  Intangibles, Net 6 1 2 4  Long Term Investments 2632 2781 2639 2078  Note Receivable - Long Term 166 534 - -  Other Long Term Assets, Total - 1 1 135  Other Assets, Total 5836 4175 592 -"
"Property/Plant/Equipment, Total - Net",5858,5995,6643,6693
"Property/Plant/Equipment, Total - Gross",-,7961,9155,9179
"Accumulated Depreciation, Total",-,-1966,-2512,-2486
"Goodwill, Net",-,-,-,-
"Intangibles, Net",6,1,2,4
Long Term Investments,2632,2781,2639,2078
Note Receivable - Long Term,166,534,-,-
"Other Long Term Assets, Total",-,1,1,135
"Other Assets, Total",5836,4175,592,-
Total Current Liabilities,5105,3447,1018,884
