Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,4133,4501.71,3310.7,3821.25
"Cash and Short Term Investments 2734 3567.15 2476.31 3489.66  Cash - - - -  Cash & Equivalents 2734 3567.15 2476.31 3489.66  Short Term Investments - - - -  Total Receivables, Net 223 198.48 122.46 123.3  Accounts Receivables - Trade, Net 149 130.72 98.13 77.81  Total Inventory - - - -  Prepaid Expenses 96 735.86 656.04 204.8  Other Current Assets, Total 1080 0.21 55.88 3.48","Cash and Short Term Investments 2734 3567.15 2476.31 3489.66  Cash - - - -  Cash & Equivalents 2734 3567.15 2476.31 3489.66  Short Term Investments - - - -  Total Receivables, Net 223 198.48 122.46 123.3  Accounts Receivables - Trade, Net 149 130.72 98.13 77.81  Total Inventory - - - -  Prepaid Expenses 96 735.86 656.04 204.8  Other Current Assets, Total 1080 0.21 55.88 3.48","Cash and Short Term Investments 2734 3567.15 2476.31 3489.66  Cash - - - -  Cash & Equivalents 2734 3567.15 2476.31 3489.66  Short Term Investments - - - -  Total Receivables, Net 223 198.48 122.46 123.3  Accounts Receivables - Trade, Net 149 130.72 98.13 77.81  Total Inventory - - - -  Prepaid Expenses 96 735.86 656.04 204.8  Other Current Assets, Total 1080 0.21 55.88 3.48","Cash and Short Term Investments 2734 3567.15 2476.31 3489.66  Cash - - - -  Cash & Equivalents 2734 3567.15 2476.31 3489.66  Short Term Investments - - - -  Total Receivables, Net 223 198.48 122.46 123.3  Accounts Receivables - Trade, Net 149 130.72 98.13 77.81  Total Inventory - - - -  Prepaid Expenses 96 735.86 656.04 204.8  Other Current Assets, Total 1080 0.21 55.88 3.48","Cash and Short Term Investments 2734 3567.15 2476.31 3489.66  Cash - - - -  Cash & Equivalents 2734 3567.15 2476.31 3489.66  Short Term Investments - - - -  Total Receivables, Net 223 198.48 122.46 123.3  Accounts Receivables - Trade, Net 149 130.72 98.13 77.81  Total Inventory - - - -  Prepaid Expenses 96 735.86 656.04 204.8  Other Current Assets, Total 1080 0.21 55.88 3.48"
Cash and Short Term Investments,2734,3567.15,2476.31,3489.66
Cash,-,-,-,-
Cash & Equivalents,2734,3567.15,2476.31,3489.66
Short Term Investments,-,-,-,-
"Total Receivables, Net",223,198.48,122.46,123.3
"Accounts Receivables - Trade, Net",149,130.72,98.13,77.81
Total Inventory,-,-,-,-
Prepaid Expenses,96,735.86,656.04,204.8
"Other Current Assets, Total",1080,0.21,55.88,3.48
Total Assets,4641,4915.5,3743.24,4014.4
