Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2551,2290,2315,2422.11
"Cash and Short Term Investments 1423 1518 1524 1384.8  Cash - - - -  Cash & Equivalents 1423 1518 1524 1384.8  Short Term Investments - - - -  Total Receivables, Net 477 80 109 372.81  Accounts Receivables - Trade, Net 97 80 79 66.74  Total Inventory 624 669 596 538.64  Prepaid Expenses 8 9 8 9.98  Other Current Assets, Total 19 14 78 115.87","Cash and Short Term Investments 1423 1518 1524 1384.8  Cash - - - -  Cash & Equivalents 1423 1518 1524 1384.8  Short Term Investments - - - -  Total Receivables, Net 477 80 109 372.81  Accounts Receivables - Trade, Net 97 80 79 66.74  Total Inventory 624 669 596 538.64  Prepaid Expenses 8 9 8 9.98  Other Current Assets, Total 19 14 78 115.87","Cash and Short Term Investments 1423 1518 1524 1384.8  Cash - - - -  Cash & Equivalents 1423 1518 1524 1384.8  Short Term Investments - - - -  Total Receivables, Net 477 80 109 372.81  Accounts Receivables - Trade, Net 97 80 79 66.74  Total Inventory 624 669 596 538.64  Prepaid Expenses 8 9 8 9.98  Other Current Assets, Total 19 14 78 115.87","Cash and Short Term Investments 1423 1518 1524 1384.8  Cash - - - -  Cash & Equivalents 1423 1518 1524 1384.8  Short Term Investments - - - -  Total Receivables, Net 477 80 109 372.81  Accounts Receivables - Trade, Net 97 80 79 66.74  Total Inventory 624 669 596 538.64  Prepaid Expenses 8 9 8 9.98  Other Current Assets, Total 19 14 78 115.87","Cash and Short Term Investments 1423 1518 1524 1384.8  Cash - - - -  Cash & Equivalents 1423 1518 1524 1384.8  Short Term Investments - - - -  Total Receivables, Net 477 80 109 372.81  Accounts Receivables - Trade, Net 97 80 79 66.74  Total Inventory 624 669 596 538.64  Prepaid Expenses 8 9 8 9.98  Other Current Assets, Total 19 14 78 115.87"
Cash and Short Term Investments,1423,1518,1524,1384.8
Cash,-,-,-,-
Cash & Equivalents,1423,1518,1524,1384.8
Short Term Investments,-,-,-,-
"Total Receivables, Net",477,80,109,372.81
"Accounts Receivables - Trade, Net",97,80,79,66.74
Total Inventory,624,669,596,538.64
Prepaid Expenses,8,9,8,9.98
"Other Current Assets, Total",19,14,78,115.87
Total Assets,9043,9136,9279,8281.81
