Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,11234,13514.79,2862.94,2907.86
"Cash and Short Term Investments 8771 11649.28 1540.1 2090.33  Cash - - - -  Cash & Equivalents 8771 11649.28 1540.1 2090.33  Short Term Investments - - - -  Total Receivables, Net 1143 1087.53 812.16 328.27  Accounts Receivables - Trade, Net 1143 1074.72 812.16 328.27  Total Inventory 1022 621.76 409.17 341.6  Prepaid Expenses - 154.49 84.91 123.57  Other Current Assets, Total 298 1.73 16.6 24.09","Cash and Short Term Investments 8771 11649.28 1540.1 2090.33  Cash - - - -  Cash & Equivalents 8771 11649.28 1540.1 2090.33  Short Term Investments - - - -  Total Receivables, Net 1143 1087.53 812.16 328.27  Accounts Receivables - Trade, Net 1143 1074.72 812.16 328.27  Total Inventory 1022 621.76 409.17 341.6  Prepaid Expenses - 154.49 84.91 123.57  Other Current Assets, Total 298 1.73 16.6 24.09","Cash and Short Term Investments 8771 11649.28 1540.1 2090.33  Cash - - - -  Cash & Equivalents 8771 11649.28 1540.1 2090.33  Short Term Investments - - - -  Total Receivables, Net 1143 1087.53 812.16 328.27  Accounts Receivables - Trade, Net 1143 1074.72 812.16 328.27  Total Inventory 1022 621.76 409.17 341.6  Prepaid Expenses - 154.49 84.91 123.57  Other Current Assets, Total 298 1.73 16.6 24.09","Cash and Short Term Investments 8771 11649.28 1540.1 2090.33  Cash - - - -  Cash & Equivalents 8771 11649.28 1540.1 2090.33  Short Term Investments - - - -  Total Receivables, Net 1143 1087.53 812.16 328.27  Accounts Receivables - Trade, Net 1143 1074.72 812.16 328.27  Total Inventory 1022 621.76 409.17 341.6  Prepaid Expenses - 154.49 84.91 123.57  Other Current Assets, Total 298 1.73 16.6 24.09","Cash and Short Term Investments 8771 11649.28 1540.1 2090.33  Cash - - - -  Cash & Equivalents 8771 11649.28 1540.1 2090.33  Short Term Investments - - - -  Total Receivables, Net 1143 1087.53 812.16 328.27  Accounts Receivables - Trade, Net 1143 1074.72 812.16 328.27  Total Inventory 1022 621.76 409.17 341.6  Prepaid Expenses - 154.49 84.91 123.57  Other Current Assets, Total 298 1.73 16.6 24.09"
Cash and Short Term Investments,8771,11649.28,1540.1,2090.33
Cash,-,-,-,-
Cash & Equivalents,8771,11649.28,1540.1,2090.33
Short Term Investments,-,-,-,-
"Total Receivables, Net",1143,1087.53,812.16,328.27
"Accounts Receivables - Trade, Net",1143,1074.72,812.16,328.27
Total Inventory,1022,621.76,409.17,341.6
Prepaid Expenses,-,154.49,84.91,123.57
