Period Ending:,202231/12,202230/06,202131/12,202130/06
Total Current Assets,17917,17117,-,16825.01
"Cash and Short Term Investments 11179 10469 - 10216.99  Cash - - - -  Cash & Equivalents 11179 10469 - 10216.99  Short Term Investments - - - -  Total Receivables, Net 122 86 - 87.95  Accounts Receivables - Trade, Net 122 86 - 87.95  Total Inventory - - - -  Prepaid Expenses - - - 473.75  Other Current Assets, Total 6616 6562 - 6046.32","Cash and Short Term Investments 11179 10469 - 10216.99  Cash - - - -  Cash & Equivalents 11179 10469 - 10216.99  Short Term Investments - - - -  Total Receivables, Net 122 86 - 87.95  Accounts Receivables - Trade, Net 122 86 - 87.95  Total Inventory - - - -  Prepaid Expenses - - - 473.75  Other Current Assets, Total 6616 6562 - 6046.32","Cash and Short Term Investments 11179 10469 - 10216.99  Cash - - - -  Cash & Equivalents 11179 10469 - 10216.99  Short Term Investments - - - -  Total Receivables, Net 122 86 - 87.95  Accounts Receivables - Trade, Net 122 86 - 87.95  Total Inventory - - - -  Prepaid Expenses - - - 473.75  Other Current Assets, Total 6616 6562 - 6046.32","Cash and Short Term Investments 11179 10469 - 10216.99  Cash - - - -  Cash & Equivalents 11179 10469 - 10216.99  Short Term Investments - - - -  Total Receivables, Net 122 86 - 87.95  Accounts Receivables - Trade, Net 122 86 - 87.95  Total Inventory - - - -  Prepaid Expenses - - - 473.75  Other Current Assets, Total 6616 6562 - 6046.32","Cash and Short Term Investments 11179 10469 - 10216.99  Cash - - - -  Cash & Equivalents 11179 10469 - 10216.99  Short Term Investments - - - -  Total Receivables, Net 122 86 - 87.95  Accounts Receivables - Trade, Net 122 86 - 87.95  Total Inventory - - - -  Prepaid Expenses - - - 473.75  Other Current Assets, Total 6616 6562 - 6046.32"
Cash and Short Term Investments,11179,10469,-,10216.99
Cash,-,-,-,-
Cash & Equivalents,11179,10469,-,10216.99
Short Term Investments,-,-,-,-
"Total Receivables, Net",122,86,-,87.95
"Accounts Receivables - Trade, Net",122,86,-,87.95
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,473.75
"Other Current Assets, Total",6616,6562,-,6046.32
Total Assets,275138,274895,-,276120.92
"Property/Plant/Equipment, Total - Net 257176 257730 - 758.39  Property/Plant/Equipment, Total - Gross - - - 989.6  Accumulated Depreciation, Total - - - -231.21  Goodwill, Net - - - -  Intangibles, Net - - - 17917.64  Long Term Investments - - - 239038.23  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 45 48 - 1581.65  Other Assets, Total 6494 6476 - -","Property/Plant/Equipment, Total - Net 257176 257730 - 758.39  Property/Plant/Equipment, Total - Gross - - - 989.6  Accumulated Depreciation, Total - - - -231.21  Goodwill, Net - - - -  Intangibles, Net - - - 17917.64  Long Term Investments - - - 239038.23  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 45 48 - 1581.65  Other Assets, Total 6494 6476 - -","Property/Plant/Equipment, Total - Net 257176 257730 - 758.39  Property/Plant/Equipment, Total - Gross - - - 989.6  Accumulated Depreciation, Total - - - -231.21  Goodwill, Net - - - -  Intangibles, Net - - - 17917.64  Long Term Investments - - - 239038.23  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 45 48 - 1581.65  Other Assets, Total 6494 6476 - -","Property/Plant/Equipment, Total - Net 257176 257730 - 758.39  Property/Plant/Equipment, Total - Gross - - - 989.6  Accumulated Depreciation, Total - - - -231.21  Goodwill, Net - - - -  Intangibles, Net - - - 17917.64  Long Term Investments - - - 239038.23  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 45 48 - 1581.65  Other Assets, Total 6494 6476 - -","Property/Plant/Equipment, Total - Net 257176 257730 - 758.39  Property/Plant/Equipment, Total - Gross - - - 989.6  Accumulated Depreciation, Total - - - -231.21  Goodwill, Net - - - -  Intangibles, Net - - - 17917.64  Long Term Investments - - - 239038.23  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 45 48 - 1581.65  Other Assets, Total 6494 6476 - -"
"Property/Plant/Equipment, Total - Net",257176,257730,-,758.39
"Property/Plant/Equipment, Total - Gross",-,-,-,989.6
"Accumulated Depreciation, Total",-,-,-,-231.21
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,-,-,17917.64
Long Term Investments,-,-,-,239038.23
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",45,48,-,1581.65
"Other Assets, Total",6494,6476,-,-
Total Current Liabilities,21958,18833,-,16707.78
"Accounts Payable 986 768 - 671.38  Payable/Accrued - - - -  Accrued Expenses 299 293 - 639.18  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 19000 16100 - 13320  Other Current liabilities, Total 1673 1672 - 2077.22","Accounts Payable 986 768 - 671.38  Payable/Accrued - - - -  Accrued Expenses 299 293 - 639.18  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 19000 16100 - 13320  Other Current liabilities, Total 1673 1672 - 2077.22","Accounts Payable 986 768 - 671.38  Payable/Accrued - - - -  Accrued Expenses 299 293 - 639.18  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 19000 16100 - 13320  Other Current liabilities, Total 1673 1672 - 2077.22","Accounts Payable 986 768 - 671.38  Payable/Accrued - - - -  Accrued Expenses 299 293 - 639.18  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 19000 16100 - 13320  Other Current liabilities, Total 1673 1672 - 2077.22","Accounts Payable 986 768 - 671.38  Payable/Accrued - - - -  Accrued Expenses 299 293 - 639.18  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 19000 16100 - 13320  Other Current liabilities, Total 1673 1672 - 2077.22"
Accounts Payable,986,768,-,671.38
Payable/Accrued,-,-,-,-
Accrued Expenses,299,293,-,639.18
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,19000,16100,-,13320
"Other Current liabilities, Total",1673,1672,-,2077.22
Total Liabilities,144743,144303,-,144727.87
"Total Long Term Debt 113620 116520 - 119300  Long Term Debt 113620 116520 - 119300  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 9165 8950 - 8720.09","Total Long Term Debt 113620 116520 - 119300  Long Term Debt 113620 116520 - 119300  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 9165 8950 - 8720.09","Total Long Term Debt 113620 116520 - 119300  Long Term Debt 113620 116520 - 119300  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 9165 8950 - 8720.09","Total Long Term Debt 113620 116520 - 119300  Long Term Debt 113620 116520 - 119300  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 9165 8950 - 8720.09","Total Long Term Debt 113620 116520 - 119300  Long Term Debt 113620 116520 - 119300  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 9165 8950 - 8720.09"
Total Long Term Debt,113620,116520,-,119300
Long Term Debt,113620,116520,-,119300
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",9165,8950,-,8720.09
Total Equity,130395,130592,-,131393.05
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 126515 126515 - 126515.6  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 3879 4076 - 4877.45  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 126515 126515 - 126515.6  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 3879 4076 - 4877.45  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 126515 126515 - 126515.6  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 3879 4076 - 4877.45  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 126515 126515 - 126515.6  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 3879 4076 - 4877.45  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 1 - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 126515 126515 - 126515.6  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 3879 4076 - 4877.45  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 1 - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",126515,126515,-,126515.6
Additional Paid-In Capital,-,-,-,-
Retained Earnings (Accumulated Deficit),3879,4076,-,4877.45
Treasury Stock - Common,-,-,-,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",1,1,-,-
Total Liabilities & Shareholders' Equity,275138,274895,-,276120.92
Total Common Shares Outstanding,0.45,0.45,-,0.45
Total Preferred Shares Outstanding,-,-,-,-
