Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,4023,3246,1667,1152.12
"Cash and Short Term Investments 2637 2625 1243 1005.65  Cash - - - -  Cash & Equivalents 2637 2625 1243 1005.65  Short Term Investments - 118.4 - -  Total Receivables, Net 996 420 282 80.46  Accounts Receivables - Trade, Net 996 420 282 80.46  Total Inventory 8 19 20 0.61  Prepaid Expenses 323 - - -  Other Current Assets, Total 59 182 122 65.39","Cash and Short Term Investments 2637 2625 1243 1005.65  Cash - - - -  Cash & Equivalents 2637 2625 1243 1005.65  Short Term Investments - 118.4 - -  Total Receivables, Net 996 420 282 80.46  Accounts Receivables - Trade, Net 996 420 282 80.46  Total Inventory 8 19 20 0.61  Prepaid Expenses 323 - - -  Other Current Assets, Total 59 182 122 65.39","Cash and Short Term Investments 2637 2625 1243 1005.65  Cash - - - -  Cash & Equivalents 2637 2625 1243 1005.65  Short Term Investments - 118.4 - -  Total Receivables, Net 996 420 282 80.46  Accounts Receivables - Trade, Net 996 420 282 80.46  Total Inventory 8 19 20 0.61  Prepaid Expenses 323 - - -  Other Current Assets, Total 59 182 122 65.39","Cash and Short Term Investments 2637 2625 1243 1005.65  Cash - - - -  Cash & Equivalents 2637 2625 1243 1005.65  Short Term Investments - 118.4 - -  Total Receivables, Net 996 420 282 80.46  Accounts Receivables - Trade, Net 996 420 282 80.46  Total Inventory 8 19 20 0.61  Prepaid Expenses 323 - - -  Other Current Assets, Total 59 182 122 65.39","Cash and Short Term Investments 2637 2625 1243 1005.65  Cash - - - -  Cash & Equivalents 2637 2625 1243 1005.65  Short Term Investments - 118.4 - -  Total Receivables, Net 996 420 282 80.46  Accounts Receivables - Trade, Net 996 420 282 80.46  Total Inventory 8 19 20 0.61  Prepaid Expenses 323 - - -  Other Current Assets, Total 59 182 122 65.39"
Cash and Short Term Investments,2637,2625,1243,1005.65
Cash,-,-,-,-
Cash & Equivalents,2637,2625,1243,1005.65
Short Term Investments,-,118.4,-,-
"Total Receivables, Net",996,420,282,80.46
"Accounts Receivables - Trade, Net",996,420,282,80.46
Total Inventory,8,19,20,0.61
Prepaid Expenses,323,-,-,-
"Other Current Assets, Total",59,182,122,65.39
Total Assets,4724,4089,2392,1602.23
"Property/Plant/Equipment, Total - Net 149 98 80 64.23  Property/Plant/Equipment, Total - Gross - 128.63 97.46 68.78  Accumulated Depreciation, Total - -30.59 -16.56 -4.54  Goodwill, Net 54 92 153 174.21  Intangibles, Net 123 128 41 28.03  Long Term Investments 313 439 365 7.91  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 175.73  Other Assets, Total -868 -134 -56 -","Property/Plant/Equipment, Total - Net 149 98 80 64.23  Property/Plant/Equipment, Total - Gross - 128.63 97.46 68.78  Accumulated Depreciation, Total - -30.59 -16.56 -4.54  Goodwill, Net 54 92 153 174.21  Intangibles, Net 123 128 41 28.03  Long Term Investments 313 439 365 7.91  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 175.73  Other Assets, Total -868 -134 -56 -","Property/Plant/Equipment, Total - Net 149 98 80 64.23  Property/Plant/Equipment, Total - Gross - 128.63 97.46 68.78  Accumulated Depreciation, Total - -30.59 -16.56 -4.54  Goodwill, Net 54 92 153 174.21  Intangibles, Net 123 128 41 28.03  Long Term Investments 313 439 365 7.91  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 175.73  Other Assets, Total -868 -134 -56 -","Property/Plant/Equipment, Total - Net 149 98 80 64.23  Property/Plant/Equipment, Total - Gross - 128.63 97.46 68.78  Accumulated Depreciation, Total - -30.59 -16.56 -4.54  Goodwill, Net 54 92 153 174.21  Intangibles, Net 123 128 41 28.03  Long Term Investments 313 439 365 7.91  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 175.73  Other Assets, Total -868 -134 -56 -","Property/Plant/Equipment, Total - Net 149 98 80 64.23  Property/Plant/Equipment, Total - Gross - 128.63 97.46 68.78  Accumulated Depreciation, Total - -30.59 -16.56 -4.54  Goodwill, Net 54 92 153 174.21  Intangibles, Net 123 128 41 28.03  Long Term Investments 313 439 365 7.91  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 2 175.73  Other Assets, Total -868 -134 -56 -"
"Property/Plant/Equipment, Total - Net",149,98,80,64.23
"Property/Plant/Equipment, Total - Gross",-,128.63,97.46,68.78
"Accumulated Depreciation, Total",-,-30.59,-16.56,-4.54
"Goodwill, Net",54,92,153,174.21
"Intangibles, Net",123,128,41,28.03
Long Term Investments,313,439,365,7.91
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,1,2,175.73
"Other Assets, Total",-868,-134,-56,-
Total Current Liabilities,1112,1112,868,416.42
