Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,807206,809792,778396,737026
"Cash and Short Term Investments 271853 342163 360433 303469  Cash - - - -  Cash & Equivalents 268248 314069 328376 239781  Short Term Investments 3605 28094 32057 63688  Total Receivables, Net 234775 218717 202172 211279  Accounts Receivables - Trade, Net 230604 208577 193440 202660  Total Inventory 278382 228070 197641 199672  Prepaid Expenses - 9559 7892 8587  Other Current Assets, Total 11239 11283 10258 14019","Cash and Short Term Investments 271853 342163 360433 303469  Cash - - - -  Cash & Equivalents 268248 314069 328376 239781  Short Term Investments 3605 28094 32057 63688  Total Receivables, Net 234775 218717 202172 211279  Accounts Receivables - Trade, Net 230604 208577 193440 202660  Total Inventory 278382 228070 197641 199672  Prepaid Expenses - 9559 7892 8587  Other Current Assets, Total 11239 11283 10258 14019","Cash and Short Term Investments 271853 342163 360433 303469  Cash - - - -  Cash & Equivalents 268248 314069 328376 239781  Short Term Investments 3605 28094 32057 63688  Total Receivables, Net 234775 218717 202172 211279  Accounts Receivables - Trade, Net 230604 208577 193440 202660  Total Inventory 278382 228070 197641 199672  Prepaid Expenses - 9559 7892 8587  Other Current Assets, Total 11239 11283 10258 14019","Cash and Short Term Investments 271853 342163 360433 303469  Cash - - - -  Cash & Equivalents 268248 314069 328376 239781  Short Term Investments 3605 28094 32057 63688  Total Receivables, Net 234775 218717 202172 211279  Accounts Receivables - Trade, Net 230604 208577 193440 202660  Total Inventory 278382 228070 197641 199672  Prepaid Expenses - 9559 7892 8587  Other Current Assets, Total 11239 11283 10258 14019","Cash and Short Term Investments 271853 342163 360433 303469  Cash - - - -  Cash & Equivalents 268248 314069 328376 239781  Short Term Investments 3605 28094 32057 63688  Total Receivables, Net 234775 218717 202172 211279  Accounts Receivables - Trade, Net 230604 208577 193440 202660  Total Inventory 278382 228070 197641 199672  Prepaid Expenses - 9559 7892 8587  Other Current Assets, Total 11239 11283 10258 14019"
Cash and Short Term Investments,271853,342163,360433,303469
Cash,-,-,-,-
Cash & Equivalents,268248,314069,328376,239781
Short Term Investments,3605,28094,32057,63688
"Total Receivables, Net",234775,218717,202172,211279
"Accounts Receivables - Trade, Net",230604,208577,193440,202660
Total Inventory,278382,228070,197641,199672
Prepaid Expenses,-,9559,7892,8587
"Other Current Assets, Total",11239,11283,10258,14019
Total Assets,1726187,1704007,1665616,1653919
"Property/Plant/Equipment, Total - Net 577954 572666 580457 601653  Property/Plant/Equipment, Total - Gross - 1663314 1617248 1606594  Accumulated Depreciation, Total - -1090648 -1036791 -1004941  Goodwill, Net 191860 183498 177031 179707  Intangibles, Net 60183 52636 48256 47770  Long Term Investments 45314 33638 32265 34391  Note Receivable - Long Term 4171 - - -  Other Long Term Assets, Total 34253 51777 49211 53372  Other Assets, Total 102284 - - -","Property/Plant/Equipment, Total - Net 577954 572666 580457 601653  Property/Plant/Equipment, Total - Gross - 1663314 1617248 1606594  Accumulated Depreciation, Total - -1090648 -1036791 -1004941  Goodwill, Net 191860 183498 177031 179707  Intangibles, Net 60183 52636 48256 47770  Long Term Investments 45314 33638 32265 34391  Note Receivable - Long Term 4171 - - -  Other Long Term Assets, Total 34253 51777 49211 53372  Other Assets, Total 102284 - - -","Property/Plant/Equipment, Total - Net 577954 572666 580457 601653  Property/Plant/Equipment, Total - Gross - 1663314 1617248 1606594  Accumulated Depreciation, Total - -1090648 -1036791 -1004941  Goodwill, Net 191860 183498 177031 179707  Intangibles, Net 60183 52636 48256 47770  Long Term Investments 45314 33638 32265 34391  Note Receivable - Long Term 4171 - - -  Other Long Term Assets, Total 34253 51777 49211 53372  Other Assets, Total 102284 - - -","Property/Plant/Equipment, Total - Net 577954 572666 580457 601653  Property/Plant/Equipment, Total - Gross - 1663314 1617248 1606594  Accumulated Depreciation, Total - -1090648 -1036791 -1004941  Goodwill, Net 191860 183498 177031 179707  Intangibles, Net 60183 52636 48256 47770  Long Term Investments 45314 33638 32265 34391  Note Receivable - Long Term 4171 - - -  Other Long Term Assets, Total 34253 51777 49211 53372  Other Assets, Total 102284 - - -","Property/Plant/Equipment, Total - Net 577954 572666 580457 601653  Property/Plant/Equipment, Total - Gross - 1663314 1617248 1606594  Accumulated Depreciation, Total - -1090648 -1036791 -1004941  Goodwill, Net 191860 183498 177031 179707  Intangibles, Net 60183 52636 48256 47770  Long Term Investments 45314 33638 32265 34391  Note Receivable - Long Term 4171 - - -  Other Long Term Assets, Total 34253 51777 49211 53372  Other Assets, Total 102284 - - -"
"Property/Plant/Equipment, Total - Net",577954,572666,580457,601653
"Property/Plant/Equipment, Total - Gross",-,1663314,1617248,1606594
"Accumulated Depreciation, Total",-,-1090648,-1036791,-1004941
"Goodwill, Net",191860,183498,177031,179707
"Intangibles, Net",60183,52636,48256,47770
Long Term Investments,45314,33638,32265,34391
Note Receivable - Long Term,4171,-,-,-
"Other Long Term Assets, Total",34253,51777,49211,53372
"Other Assets, Total",102284,-,-,-
Total Current Liabilities,486624,421897,425404,432527
"Accounts Payable 243767 155980 137680 144864  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 848 408 450  Current Port. of LT Debt/Capital Leases 84462 25237 49844 44708  Other Current liabilities, Total 69399 239832 237472 242505","Accounts Payable 243767 155980 137680 144864  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 848 408 450  Current Port. of LT Debt/Capital Leases 84462 25237 49844 44708  Other Current liabilities, Total 69399 239832 237472 242505","Accounts Payable 243767 155980 137680 144864  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 848 408 450  Current Port. of LT Debt/Capital Leases 84462 25237 49844 44708  Other Current liabilities, Total 69399 239832 237472 242505","Accounts Payable 243767 155980 137680 144864  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 848 408 450  Current Port. of LT Debt/Capital Leases 84462 25237 49844 44708  Other Current liabilities, Total 69399 239832 237472 242505","Accounts Payable 243767 155980 137680 144864  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 848 408 450  Current Port. of LT Debt/Capital Leases 84462 25237 49844 44708  Other Current liabilities, Total 69399 239832 237472 242505"
Accounts Payable,243767,155980,137680,144864
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,-,848,408,450
Current Port. of LT Debt/Capital Leases,84462,25237,49844,44708
"Other Current liabilities, Total",69399,239832,237472,242505
Total Liabilities,730434,738870,741929,796224
"Total Long Term Debt 177780 242597 223954 243074  Long Term Debt 62166 121581 97229 101636  Capital Lease Obligations 115614 121016 126725 141438  Deferred Income Tax 6858 5830 4584 3747  Minority Interest 23323 18740 14507 13726  Other Liabilities, Total -41870 49806 73480 103150","Total Long Term Debt 177780 242597 223954 243074  Long Term Debt 62166 121581 97229 101636  Capital Lease Obligations 115614 121016 126725 141438  Deferred Income Tax 6858 5830 4584 3747  Minority Interest 23323 18740 14507 13726  Other Liabilities, Total -41870 49806 73480 103150","Total Long Term Debt 177780 242597 223954 243074  Long Term Debt 62166 121581 97229 101636  Capital Lease Obligations 115614 121016 126725 141438  Deferred Income Tax 6858 5830 4584 3747  Minority Interest 23323 18740 14507 13726  Other Liabilities, Total -41870 49806 73480 103150","Total Long Term Debt 177780 242597 223954 243074  Long Term Debt 62166 121581 97229 101636  Capital Lease Obligations 115614 121016 126725 141438  Deferred Income Tax 6858 5830 4584 3747  Minority Interest 23323 18740 14507 13726  Other Liabilities, Total -41870 49806 73480 103150","Total Long Term Debt 177780 242597 223954 243074  Long Term Debt 62166 121581 97229 101636  Capital Lease Obligations 115614 121016 126725 141438  Deferred Income Tax 6858 5830 4584 3747  Minority Interest 23323 18740 14507 13726  Other Liabilities, Total -41870 49806 73480 103150"
Total Long Term Debt,177780,242597,223954,243074
Long Term Debt,62166,121581,97229,101636
Capital Lease Obligations,115614,121016,126725,141438
Deferred Income Tax,6858,5830,4584,3747
Minority Interest,23323,18740,14507,13726
"Other Liabilities, Total",-41870,49806,73480,103150
Total Equity,995384,965137,923687,857695
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 85424 85424 85424 85424  Additional Paid-In Capital 105880 105633 106618 108715  Retained Earnings (Accumulated Deficit) 740374 781938 779154 701287  Treasury Stock - Common -3459 -3960 -3865 -4309  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5780 5724 6208  Other Equity, Total 67165 -9678 -49368 -39630","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 85424 85424 85424 85424  Additional Paid-In Capital 105880 105633 106618 108715  Retained Earnings (Accumulated Deficit) 740374 781938 779154 701287  Treasury Stock - Common -3459 -3960 -3865 -4309  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5780 5724 6208  Other Equity, Total 67165 -9678 -49368 -39630","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 85424 85424 85424 85424  Additional Paid-In Capital 105880 105633 106618 108715  Retained Earnings (Accumulated Deficit) 740374 781938 779154 701287  Treasury Stock - Common -3459 -3960 -3865 -4309  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5780 5724 6208  Other Equity, Total 67165 -9678 -49368 -39630","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 85424 85424 85424 85424  Additional Paid-In Capital 105880 105633 106618 108715  Retained Earnings (Accumulated Deficit) 740374 781938 779154 701287  Treasury Stock - Common -3459 -3960 -3865 -4309  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5780 5724 6208  Other Equity, Total 67165 -9678 -49368 -39630","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 85424 85424 85424 85424  Additional Paid-In Capital 105880 105633 106618 108715  Retained Earnings (Accumulated Deficit) 740374 781938 779154 701287  Treasury Stock - Common -3459 -3960 -3865 -4309  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5780 5724 6208  Other Equity, Total 67165 -9678 -49368 -39630"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",85424,85424,85424,85424
Additional Paid-In Capital,105880,105633,106618,108715
Retained Earnings (Accumulated Deficit),740374,781938,779154,701287
Treasury Stock - Common,-3459,-3960,-3865,-4309
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,5780,5724,6208
"Other Equity, Total",67165,-9678,-49368,-39630
Total Liabilities & Shareholders' Equity,1726187,1704007,1665616,1653919
Total Common Shares Outstanding,464.83,473.88,480.95,480.92
Total Preferred Shares Outstanding,-,-,-,-
