Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,20630,14921,11548
"Cash and Short Term Investments - 13966 8068 5393  Cash - - - -  Cash & Equivalents - 13966 8068 5393  Short Term Investments - - - -  Total Receivables, Net - 5743 6302 5708  Accounts Receivables - Trade, Net - 5743 4068 3334  Total Inventory 17 8 7 -  Prepaid Expenses 862 599 534 438  Other Current Assets, Total 384 314 10 9","Cash and Short Term Investments - 13966 8068 5393  Cash - - - -  Cash & Equivalents - 13966 8068 5393  Short Term Investments - - - -  Total Receivables, Net - 5743 6302 5708  Accounts Receivables - Trade, Net - 5743 4068 3334  Total Inventory 17 8 7 -  Prepaid Expenses 862 599 534 438  Other Current Assets, Total 384 314 10 9","Cash and Short Term Investments - 13966 8068 5393  Cash - - - -  Cash & Equivalents - 13966 8068 5393  Short Term Investments - - - -  Total Receivables, Net - 5743 6302 5708  Accounts Receivables - Trade, Net - 5743 4068 3334  Total Inventory 17 8 7 -  Prepaid Expenses 862 599 534 438  Other Current Assets, Total 384 314 10 9","Cash and Short Term Investments - 13966 8068 5393  Cash - - - -  Cash & Equivalents - 13966 8068 5393  Short Term Investments - - - -  Total Receivables, Net - 5743 6302 5708  Accounts Receivables - Trade, Net - 5743 4068 3334  Total Inventory 17 8 7 -  Prepaid Expenses 862 599 534 438  Other Current Assets, Total 384 314 10 9","Cash and Short Term Investments - 13966 8068 5393  Cash - - - -  Cash & Equivalents - 13966 8068 5393  Short Term Investments - - - -  Total Receivables, Net - 5743 6302 5708  Accounts Receivables - Trade, Net - 5743 4068 3334  Total Inventory 17 8 7 -  Prepaid Expenses 862 599 534 438  Other Current Assets, Total 384 314 10 9"
Cash and Short Term Investments,-,13966,8068,5393
Cash,-,-,-,-
Cash & Equivalents,-,13966,8068,5393
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,5743,6302,5708
"Accounts Receivables - Trade, Net",-,5743,4068,3334
Total Inventory,17,8,7,-
Prepaid Expenses,862,599,534,438
"Other Current Assets, Total",384,314,10,9
Total Assets,70266,66934,61678,61768
