Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Current Assets,92511,91226,96759,96965
"Cash and Short Term Investments 24146 23543 22952 22848  Cash - - - -  Cash & Equivalents 24146 23543 22952 22848  Short Term Investments - - - -  Total Receivables, Net 16739 17544 19093 17796  Accounts Receivables - Trade, Net 16739 17544 19093 17796  Total Inventory 37780 38482 41870 42535  Prepaid Expenses - 9264 10046 10355  Other Current Assets, Total 13846 2393 2798 3431","Cash and Short Term Investments 24146 23543 22952 22848  Cash - - - -  Cash & Equivalents 24146 23543 22952 22848  Short Term Investments - - - -  Total Receivables, Net 16739 17544 19093 17796  Accounts Receivables - Trade, Net 16739 17544 19093 17796  Total Inventory 37780 38482 41870 42535  Prepaid Expenses - 9264 10046 10355  Other Current Assets, Total 13846 2393 2798 3431","Cash and Short Term Investments 24146 23543 22952 22848  Cash - - - -  Cash & Equivalents 24146 23543 22952 22848  Short Term Investments - - - -  Total Receivables, Net 16739 17544 19093 17796  Accounts Receivables - Trade, Net 16739 17544 19093 17796  Total Inventory 37780 38482 41870 42535  Prepaid Expenses - 9264 10046 10355  Other Current Assets, Total 13846 2393 2798 3431","Cash and Short Term Investments 24146 23543 22952 22848  Cash - - - -  Cash & Equivalents 24146 23543 22952 22848  Short Term Investments - - - -  Total Receivables, Net 16739 17544 19093 17796  Accounts Receivables - Trade, Net 16739 17544 19093 17796  Total Inventory 37780 38482 41870 42535  Prepaid Expenses - 9264 10046 10355  Other Current Assets, Total 13846 2393 2798 3431","Cash and Short Term Investments 24146 23543 22952 22848  Cash - - - -  Cash & Equivalents 24146 23543 22952 22848  Short Term Investments - - - -  Total Receivables, Net 16739 17544 19093 17796  Accounts Receivables - Trade, Net 16739 17544 19093 17796  Total Inventory 37780 38482 41870 42535  Prepaid Expenses - 9264 10046 10355  Other Current Assets, Total 13846 2393 2798 3431"
Cash and Short Term Investments,24146,23543,22952,22848
Cash,-,-,-,-
Cash & Equivalents,24146,23543,22952,22848
Short Term Investments,-,-,-,-
"Total Receivables, Net",16739,17544,19093,17796
"Accounts Receivables - Trade, Net",16739,17544,19093,17796
Total Inventory,37780,38482,41870,42535
Prepaid Expenses,-,9264,10046,10355
