Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,3157.2,2956.75,2088,2151.27
"Cash and Short Term Investments 1443.25 1457.72 673.3 736.38  Cash - - - -  Cash & Equivalents 1443.25 1457.72 673.3 736.38  Short Term Investments - - - -  Total Receivables, Net 588.51 526.46 480.06 487.81  Accounts Receivables - Trade, Net 446.16 370.19 367.82 371.49  Total Inventory 1090.22 926.5 876.14 881.73  Prepaid Expenses 30.48 35.88 38.06 30.11  Other Current Assets, Total 4.75 10.17 20.43 15.25","Cash and Short Term Investments 1443.25 1457.72 673.3 736.38  Cash - - - -  Cash & Equivalents 1443.25 1457.72 673.3 736.38  Short Term Investments - - - -  Total Receivables, Net 588.51 526.46 480.06 487.81  Accounts Receivables - Trade, Net 446.16 370.19 367.82 371.49  Total Inventory 1090.22 926.5 876.14 881.73  Prepaid Expenses 30.48 35.88 38.06 30.11  Other Current Assets, Total 4.75 10.17 20.43 15.25","Cash and Short Term Investments 1443.25 1457.72 673.3 736.38  Cash - - - -  Cash & Equivalents 1443.25 1457.72 673.3 736.38  Short Term Investments - - - -  Total Receivables, Net 588.51 526.46 480.06 487.81  Accounts Receivables - Trade, Net 446.16 370.19 367.82 371.49  Total Inventory 1090.22 926.5 876.14 881.73  Prepaid Expenses 30.48 35.88 38.06 30.11  Other Current Assets, Total 4.75 10.17 20.43 15.25","Cash and Short Term Investments 1443.25 1457.72 673.3 736.38  Cash - - - -  Cash & Equivalents 1443.25 1457.72 673.3 736.38  Short Term Investments - - - -  Total Receivables, Net 588.51 526.46 480.06 487.81  Accounts Receivables - Trade, Net 446.16 370.19 367.82 371.49  Total Inventory 1090.22 926.5 876.14 881.73  Prepaid Expenses 30.48 35.88 38.06 30.11  Other Current Assets, Total 4.75 10.17 20.43 15.25","Cash and Short Term Investments 1443.25 1457.72 673.3 736.38  Cash - - - -  Cash & Equivalents 1443.25 1457.72 673.3 736.38  Short Term Investments - - - -  Total Receivables, Net 588.51 526.46 480.06 487.81  Accounts Receivables - Trade, Net 446.16 370.19 367.82 371.49  Total Inventory 1090.22 926.5 876.14 881.73  Prepaid Expenses 30.48 35.88 38.06 30.11  Other Current Assets, Total 4.75 10.17 20.43 15.25"
Cash and Short Term Investments,1443.25,1457.72,673.3,736.38
Cash,-,-,-,-
Cash & Equivalents,1443.25,1457.72,673.3,736.38
Short Term Investments,-,-,-,-
"Total Receivables, Net",588.51,526.46,480.06,487.81
"Accounts Receivables - Trade, Net",446.16,370.19,367.82,371.49
Total Inventory,1090.22,926.5,876.14,881.73
Prepaid Expenses,30.48,35.88,38.06,30.11
"Other Current Assets, Total",4.75,10.17,20.43,15.25
Total Assets,5339.28,5172.58,4424.74,4564.91
"Property/Plant/Equipment, Total - Net 1695.76 1730.51 1864.51 1912.61  Property/Plant/Equipment, Total - Gross - 2739.69 2900.69 -  Accumulated Depreciation, Total - -1009.17 -1036.17 -  Goodwill, Net 33.63 - - -  Intangibles, Net 47.61 69.08 77.36 105.5  Long Term Investments 34.7 30.79 25.92 32.24  Note Receivable - Long Term - - 1.04 4.24  Other Long Term Assets, Total 370.38 385.45 367.92 359.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1695.76 1730.51 1864.51 1912.61  Property/Plant/Equipment, Total - Gross - 2739.69 2900.69 -  Accumulated Depreciation, Total - -1009.17 -1036.17 -  Goodwill, Net 33.63 - - -  Intangibles, Net 47.61 69.08 77.36 105.5  Long Term Investments 34.7 30.79 25.92 32.24  Note Receivable - Long Term - - 1.04 4.24  Other Long Term Assets, Total 370.38 385.45 367.92 359.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1695.76 1730.51 1864.51 1912.61  Property/Plant/Equipment, Total - Gross - 2739.69 2900.69 -  Accumulated Depreciation, Total - -1009.17 -1036.17 -  Goodwill, Net 33.63 - - -  Intangibles, Net 47.61 69.08 77.36 105.5  Long Term Investments 34.7 30.79 25.92 32.24  Note Receivable - Long Term - - 1.04 4.24  Other Long Term Assets, Total 370.38 385.45 367.92 359.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1695.76 1730.51 1864.51 1912.61  Property/Plant/Equipment, Total - Gross - 2739.69 2900.69 -  Accumulated Depreciation, Total - -1009.17 -1036.17 -  Goodwill, Net 33.63 - - -  Intangibles, Net 47.61 69.08 77.36 105.5  Long Term Investments 34.7 30.79 25.92 32.24  Note Receivable - Long Term - - 1.04 4.24  Other Long Term Assets, Total 370.38 385.45 367.92 359.06  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1695.76 1730.51 1864.51 1912.61  Property/Plant/Equipment, Total - Gross - 2739.69 2900.69 -  Accumulated Depreciation, Total - -1009.17 -1036.17 -  Goodwill, Net 33.63 - - -  Intangibles, Net 47.61 69.08 77.36 105.5  Long Term Investments 34.7 30.79 25.92 32.24  Note Receivable - Long Term - - 1.04 4.24  Other Long Term Assets, Total 370.38 385.45 367.92 359.06  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",1695.76,1730.51,1864.51,1912.61
"Property/Plant/Equipment, Total - Gross",-,2739.69,2900.69,-
"Accumulated Depreciation, Total",-,-1009.17,-1036.17,-
"Goodwill, Net",33.63,-,-,-
"Intangibles, Net",47.61,69.08,77.36,105.5
Long Term Investments,34.7,30.79,25.92,32.24
Note Receivable - Long Term,-,-,1.04,4.24
"Other Long Term Assets, Total",370.38,385.45,367.92,359.06
"Other Assets, Total",-,-,-,-
Total Current Liabilities,2019,2026.71,1915.26,2164.87
