Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,8462,16429,15007,19377
"Cash and Short Term Investments 7324 15126 13923 18296  Cash - - - -  Cash & Equivalents 7247 15126 13923 18296  Short Term Investments 77 - - -  Total Receivables, Net 292 400 264 310  Accounts Receivables - Trade, Net 292 400 264 -1  Total Inventory - - - -  Prepaid Expenses 250 333 519 503  Other Current Assets, Total 596 570 301 268","Cash and Short Term Investments 7324 15126 13923 18296  Cash - - - -  Cash & Equivalents 7247 15126 13923 18296  Short Term Investments 77 - - -  Total Receivables, Net 292 400 264 310  Accounts Receivables - Trade, Net 292 400 264 -1  Total Inventory - - - -  Prepaid Expenses 250 333 519 503  Other Current Assets, Total 596 570 301 268","Cash and Short Term Investments 7324 15126 13923 18296  Cash - - - -  Cash & Equivalents 7247 15126 13923 18296  Short Term Investments 77 - - -  Total Receivables, Net 292 400 264 310  Accounts Receivables - Trade, Net 292 400 264 -1  Total Inventory - - - -  Prepaid Expenses 250 333 519 503  Other Current Assets, Total 596 570 301 268","Cash and Short Term Investments 7324 15126 13923 18296  Cash - - - -  Cash & Equivalents 7247 15126 13923 18296  Short Term Investments 77 - - -  Total Receivables, Net 292 400 264 310  Accounts Receivables - Trade, Net 292 400 264 -1  Total Inventory - - - -  Prepaid Expenses 250 333 519 503  Other Current Assets, Total 596 570 301 268","Cash and Short Term Investments 7324 15126 13923 18296  Cash - - - -  Cash & Equivalents 7247 15126 13923 18296  Short Term Investments 77 - - -  Total Receivables, Net 292 400 264 310  Accounts Receivables - Trade, Net 292 400 264 -1  Total Inventory - - - -  Prepaid Expenses 250 333 519 503  Other Current Assets, Total 596 570 301 268"
Cash and Short Term Investments,7324,15126,13923,18296
Cash,-,-,-,-
Cash & Equivalents,7247,15126,13923,18296
Short Term Investments,77,-,-,-
"Total Receivables, Net",292,400,264,310
"Accounts Receivables - Trade, Net",292,400,264,-1
Total Inventory,-,-,-,-
Prepaid Expenses,250,333,519,503
"Other Current Assets, Total",596,570,301,268
Total Assets,15033,23971,23171,25594
"Property/Plant/Equipment, Total - Net 1013 1151 996 443  Property/Plant/Equipment, Total - Gross - 1578 1302 712  Accumulated Depreciation, Total - -426 -306 -268  Goodwill, Net - - - -  Intangibles, Net 3992 3946 3946 3947  Long Term Investments 1565 2445 3208 1817  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 - 14 10  Other Assets, Total 381 170 - -","Property/Plant/Equipment, Total - Net 1013 1151 996 443  Property/Plant/Equipment, Total - Gross - 1578 1302 712  Accumulated Depreciation, Total - -426 -306 -268  Goodwill, Net - - - -  Intangibles, Net 3992 3946 3946 3947  Long Term Investments 1565 2445 3208 1817  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 - 14 10  Other Assets, Total 381 170 - -","Property/Plant/Equipment, Total - Net 1013 1151 996 443  Property/Plant/Equipment, Total - Gross - 1578 1302 712  Accumulated Depreciation, Total - -426 -306 -268  Goodwill, Net - - - -  Intangibles, Net 3992 3946 3946 3947  Long Term Investments 1565 2445 3208 1817  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 - 14 10  Other Assets, Total 381 170 - -","Property/Plant/Equipment, Total - Net 1013 1151 996 443  Property/Plant/Equipment, Total - Gross - 1578 1302 712  Accumulated Depreciation, Total - -426 -306 -268  Goodwill, Net - - - -  Intangibles, Net 3992 3946 3946 3947  Long Term Investments 1565 2445 3208 1817  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 - 14 10  Other Assets, Total 381 170 - -","Property/Plant/Equipment, Total - Net 1013 1151 996 443  Property/Plant/Equipment, Total - Gross - 1578 1302 712  Accumulated Depreciation, Total - -426 -306 -268  Goodwill, Net - - - -  Intangibles, Net 3992 3946 3946 3947  Long Term Investments 1565 2445 3208 1817  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 - 14 10  Other Assets, Total 381 170 - -"
"Property/Plant/Equipment, Total - Net",1013,1151,996,443
"Property/Plant/Equipment, Total - Gross",-,1578,1302,712
"Accumulated Depreciation, Total",-,-426,-306,-268
"Goodwill, Net",-,-,-,-
"Intangibles, Net",3992,3946,3946,3947
Long Term Investments,1565,2445,3208,1817
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,-,14,10
"Other Assets, Total",381,170,-,-
Total Current Liabilities,3808,6042,2686,1964
