Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1079,1016,563.78,497.01
"Cash and Short Term Investments 879 847 434.02 353.76  Cash - - - -  Cash & Equivalents 879 847 434.02 353.76  Short Term Investments - - - -  Total Receivables, Net 157 152 111.4 115.44  Accounts Receivables - Trade, Net 157 152 111.4 115.44  Total Inventory - - - -  Prepaid Expenses 41 15 15.52 26.07  Other Current Assets, Total 2 2 2.83 1.74","Cash and Short Term Investments 879 847 434.02 353.76  Cash - - - -  Cash & Equivalents 879 847 434.02 353.76  Short Term Investments - - - -  Total Receivables, Net 157 152 111.4 115.44  Accounts Receivables - Trade, Net 157 152 111.4 115.44  Total Inventory - - - -  Prepaid Expenses 41 15 15.52 26.07  Other Current Assets, Total 2 2 2.83 1.74","Cash and Short Term Investments 879 847 434.02 353.76  Cash - - - -  Cash & Equivalents 879 847 434.02 353.76  Short Term Investments - - - -  Total Receivables, Net 157 152 111.4 115.44  Accounts Receivables - Trade, Net 157 152 111.4 115.44  Total Inventory - - - -  Prepaid Expenses 41 15 15.52 26.07  Other Current Assets, Total 2 2 2.83 1.74","Cash and Short Term Investments 879 847 434.02 353.76  Cash - - - -  Cash & Equivalents 879 847 434.02 353.76  Short Term Investments - - - -  Total Receivables, Net 157 152 111.4 115.44  Accounts Receivables - Trade, Net 157 152 111.4 115.44  Total Inventory - - - -  Prepaid Expenses 41 15 15.52 26.07  Other Current Assets, Total 2 2 2.83 1.74","Cash and Short Term Investments 879 847 434.02 353.76  Cash - - - -  Cash & Equivalents 879 847 434.02 353.76  Short Term Investments - - - -  Total Receivables, Net 157 152 111.4 115.44  Accounts Receivables - Trade, Net 157 152 111.4 115.44  Total Inventory - - - -  Prepaid Expenses 41 15 15.52 26.07  Other Current Assets, Total 2 2 2.83 1.74"
Cash and Short Term Investments,879,847,434.02,353.76
Cash,-,-,-,-
Cash & Equivalents,879,847,434.02,353.76
Short Term Investments,-,-,-,-
"Total Receivables, Net",157,152,111.4,115.44
"Accounts Receivables - Trade, Net",157,152,111.4,115.44
Total Inventory,-,-,-,-
Prepaid Expenses,41,15,15.52,26.07
"Other Current Assets, Total",2,2,2.83,1.74
Total Assets,1278,1297,890.49,874.03
