Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2047,2037,1882,1700.76
"Cash and Short Term Investments 1201 1191 868 934.07  Cash - - - -  Cash & Equivalents 1201 1191 868 934.07  Short Term Investments - - - -  Total Receivables, Net 302 295 422 296.3  Accounts Receivables - Trade, Net 302 295 420 278.35  Total Inventory 529 541 582 461.02  Prepaid Expenses 6 5 6 6  Other Current Assets, Total 9 5 4 3.36","Cash and Short Term Investments 1201 1191 868 934.07  Cash - - - -  Cash & Equivalents 1201 1191 868 934.07  Short Term Investments - - - -  Total Receivables, Net 302 295 422 296.3  Accounts Receivables - Trade, Net 302 295 420 278.35  Total Inventory 529 541 582 461.02  Prepaid Expenses 6 5 6 6  Other Current Assets, Total 9 5 4 3.36","Cash and Short Term Investments 1201 1191 868 934.07  Cash - - - -  Cash & Equivalents 1201 1191 868 934.07  Short Term Investments - - - -  Total Receivables, Net 302 295 422 296.3  Accounts Receivables - Trade, Net 302 295 420 278.35  Total Inventory 529 541 582 461.02  Prepaid Expenses 6 5 6 6  Other Current Assets, Total 9 5 4 3.36","Cash and Short Term Investments 1201 1191 868 934.07  Cash - - - -  Cash & Equivalents 1201 1191 868 934.07  Short Term Investments - - - -  Total Receivables, Net 302 295 422 296.3  Accounts Receivables - Trade, Net 302 295 420 278.35  Total Inventory 529 541 582 461.02  Prepaid Expenses 6 5 6 6  Other Current Assets, Total 9 5 4 3.36","Cash and Short Term Investments 1201 1191 868 934.07  Cash - - - -  Cash & Equivalents 1201 1191 868 934.07  Short Term Investments - - - -  Total Receivables, Net 302 295 422 296.3  Accounts Receivables - Trade, Net 302 295 420 278.35  Total Inventory 529 541 582 461.02  Prepaid Expenses 6 5 6 6  Other Current Assets, Total 9 5 4 3.36"
Cash and Short Term Investments,1201,1191,868,934.07
Cash,-,-,-,-
Cash & Equivalents,1201,1191,868,934.07
Short Term Investments,-,-,-,-
"Total Receivables, Net",302,295,422,296.3
"Accounts Receivables - Trade, Net",302,295,420,278.35
Total Inventory,529,541,582,461.02
Prepaid Expenses,6,5,6,6
"Other Current Assets, Total",9,5,4,3.36
Total Assets,4284,4219,4108,3766.59
