Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,7639.59,4424.1,4041.87,4644.74
"Cash and Short Term Investments 4876.01 2872.27 3177.46 3187.98  Cash - - - -  Cash & Equivalents 4876.01 2872.27 3177.46 3187.98  Short Term Investments - - - -  Total Receivables, Net 1458.12 284.23 289.23 889.51  Accounts Receivables - Trade, Net 1458.12 284.23 289.23 889.51  Total Inventory 28.03 30.35 42.95 44.6  Prepaid Expenses 448.61 - - -  Other Current Assets, Total 828.82 1237.25 532.22 522.65","Cash and Short Term Investments 4876.01 2872.27 3177.46 3187.98  Cash - - - -  Cash & Equivalents 4876.01 2872.27 3177.46 3187.98  Short Term Investments - - - -  Total Receivables, Net 1458.12 284.23 289.23 889.51  Accounts Receivables - Trade, Net 1458.12 284.23 289.23 889.51  Total Inventory 28.03 30.35 42.95 44.6  Prepaid Expenses 448.61 - - -  Other Current Assets, Total 828.82 1237.25 532.22 522.65","Cash and Short Term Investments 4876.01 2872.27 3177.46 3187.98  Cash - - - -  Cash & Equivalents 4876.01 2872.27 3177.46 3187.98  Short Term Investments - - - -  Total Receivables, Net 1458.12 284.23 289.23 889.51  Accounts Receivables - Trade, Net 1458.12 284.23 289.23 889.51  Total Inventory 28.03 30.35 42.95 44.6  Prepaid Expenses 448.61 - - -  Other Current Assets, Total 828.82 1237.25 532.22 522.65","Cash and Short Term Investments 4876.01 2872.27 3177.46 3187.98  Cash - - - -  Cash & Equivalents 4876.01 2872.27 3177.46 3187.98  Short Term Investments - - - -  Total Receivables, Net 1458.12 284.23 289.23 889.51  Accounts Receivables - Trade, Net 1458.12 284.23 289.23 889.51  Total Inventory 28.03 30.35 42.95 44.6  Prepaid Expenses 448.61 - - -  Other Current Assets, Total 828.82 1237.25 532.22 522.65","Cash and Short Term Investments 4876.01 2872.27 3177.46 3187.98  Cash - - - -  Cash & Equivalents 4876.01 2872.27 3177.46 3187.98  Short Term Investments - - - -  Total Receivables, Net 1458.12 284.23 289.23 889.51  Accounts Receivables - Trade, Net 1458.12 284.23 289.23 889.51  Total Inventory 28.03 30.35 42.95 44.6  Prepaid Expenses 448.61 - - -  Other Current Assets, Total 828.82 1237.25 532.22 522.65"
Cash and Short Term Investments,4876.01,2872.27,3177.46,3187.98
Cash,-,-,-,-
Cash & Equivalents,4876.01,2872.27,3177.46,3187.98
Short Term Investments,-,-,-,-
"Total Receivables, Net",1458.12,284.23,289.23,889.51
"Accounts Receivables - Trade, Net",1458.12,284.23,289.23,889.51
Total Inventory,28.03,30.35,42.95,44.6
Prepaid Expenses,448.61,-,-,-
"Other Current Assets, Total",828.82,1237.25,532.22,522.65
Total Assets,32226.95,27024.07,26684.72,25131.97
