Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,25759,10705.11,7125.23,5794.9
"Cash and Short Term Investments 5584 3607.18 2335.8 742.67  Cash - - - -  Cash & Equivalents 5393 3607.18 2179.58 572.67  Short Term Investments 191 - 156.23 170  Total Receivables, Net 225 136.57 29.5 132.97  Accounts Receivables - Trade, Net 225 136.57 29.5 132.97  Total Inventory 18705 5141.68 3921.34 4077.64  Prepaid Expenses - 1082.92 144.27 681.16  Other Current Assets, Total 1245 736.75 694.31 160.46","Cash and Short Term Investments 5584 3607.18 2335.8 742.67  Cash - - - -  Cash & Equivalents 5393 3607.18 2179.58 572.67  Short Term Investments 191 - 156.23 170  Total Receivables, Net 225 136.57 29.5 132.97  Accounts Receivables - Trade, Net 225 136.57 29.5 132.97  Total Inventory 18705 5141.68 3921.34 4077.64  Prepaid Expenses - 1082.92 144.27 681.16  Other Current Assets, Total 1245 736.75 694.31 160.46","Cash and Short Term Investments 5584 3607.18 2335.8 742.67  Cash - - - -  Cash & Equivalents 5393 3607.18 2179.58 572.67  Short Term Investments 191 - 156.23 170  Total Receivables, Net 225 136.57 29.5 132.97  Accounts Receivables - Trade, Net 225 136.57 29.5 132.97  Total Inventory 18705 5141.68 3921.34 4077.64  Prepaid Expenses - 1082.92 144.27 681.16  Other Current Assets, Total 1245 736.75 694.31 160.46","Cash and Short Term Investments 5584 3607.18 2335.8 742.67  Cash - - - -  Cash & Equivalents 5393 3607.18 2179.58 572.67  Short Term Investments 191 - 156.23 170  Total Receivables, Net 225 136.57 29.5 132.97  Accounts Receivables - Trade, Net 225 136.57 29.5 132.97  Total Inventory 18705 5141.68 3921.34 4077.64  Prepaid Expenses - 1082.92 144.27 681.16  Other Current Assets, Total 1245 736.75 694.31 160.46","Cash and Short Term Investments 5584 3607.18 2335.8 742.67  Cash - - - -  Cash & Equivalents 5393 3607.18 2179.58 572.67  Short Term Investments 191 - 156.23 170  Total Receivables, Net 225 136.57 29.5 132.97  Accounts Receivables - Trade, Net 225 136.57 29.5 132.97  Total Inventory 18705 5141.68 3921.34 4077.64  Prepaid Expenses - 1082.92 144.27 681.16  Other Current Assets, Total 1245 736.75 694.31 160.46"
Cash and Short Term Investments,5584,3607.18,2335.8,742.67
Cash,-,-,-,-
Cash & Equivalents,5393,3607.18,2179.58,572.67
Short Term Investments,191,-,156.23,170
"Total Receivables, Net",225,136.57,29.5,132.97
"Accounts Receivables - Trade, Net",225,136.57,29.5,132.97
Total Inventory,18705,5141.68,3921.34,4077.64
Prepaid Expenses,-,1082.92,144.27,681.16
"Other Current Assets, Total",1245,736.75,694.31,160.46
Total Assets,30437,15040.12,8440.49,6944.26
"Property/Plant/Equipment, Total - Net 3236 3276.03 774.19 947.17  Property/Plant/Equipment, Total - Gross - 3714.39 843.85 1155.57  Accumulated Depreciation, Total - -438.36 -69.66 -208.4  Goodwill, Net - - - -  Intangibles, Net 74 76.72 21.51 19.88  Long Term Investments 1066 123.57 75.56 0.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 858.69 444 181.91  Other Assets, Total 20216 - - -","Property/Plant/Equipment, Total - Net 3236 3276.03 774.19 947.17  Property/Plant/Equipment, Total - Gross - 3714.39 843.85 1155.57  Accumulated Depreciation, Total - -438.36 -69.66 -208.4  Goodwill, Net - - - -  Intangibles, Net 74 76.72 21.51 19.88  Long Term Investments 1066 123.57 75.56 0.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 858.69 444 181.91  Other Assets, Total 20216 - - -","Property/Plant/Equipment, Total - Net 3236 3276.03 774.19 947.17  Property/Plant/Equipment, Total - Gross - 3714.39 843.85 1155.57  Accumulated Depreciation, Total - -438.36 -69.66 -208.4  Goodwill, Net - - - -  Intangibles, Net 74 76.72 21.51 19.88  Long Term Investments 1066 123.57 75.56 0.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 858.69 444 181.91  Other Assets, Total 20216 - - -","Property/Plant/Equipment, Total - Net 3236 3276.03 774.19 947.17  Property/Plant/Equipment, Total - Gross - 3714.39 843.85 1155.57  Accumulated Depreciation, Total - -438.36 -69.66 -208.4  Goodwill, Net - - - -  Intangibles, Net 74 76.72 21.51 19.88  Long Term Investments 1066 123.57 75.56 0.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 858.69 444 181.91  Other Assets, Total 20216 - - -","Property/Plant/Equipment, Total - Net 3236 3276.03 774.19 947.17  Property/Plant/Equipment, Total - Gross - 3714.39 843.85 1155.57  Accumulated Depreciation, Total - -438.36 -69.66 -208.4  Goodwill, Net - - - -  Intangibles, Net 74 76.72 21.51 19.88  Long Term Investments 1066 123.57 75.56 0.4  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 858.69 444 181.91  Other Assets, Total 20216 - - -"
"Property/Plant/Equipment, Total - Net",3236,3276.03,774.19,947.17
"Property/Plant/Equipment, Total - Gross",-,3714.39,843.85,1155.57
"Accumulated Depreciation, Total",-,-438.36,-69.66,-208.4
"Goodwill, Net",-,-,-,-
"Intangibles, Net",74,76.72,21.51,19.88
Long Term Investments,1066,123.57,75.56,0.4
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,858.69,444,181.91
"Other Assets, Total",20216,-,-,-
Total Current Liabilities,13889,4139.5,2593.85,1751.63
