Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,223216,223291,199149,150533
"Cash and Short Term Investments 100753 109264 103224 65809  Cash - - - -  Cash & Equivalents 99620 109217 103175 65771  Short Term Investments 1133 47 49 38  Total Receivables, Net 60954 59414 52594 44828  Accounts Receivables - Trade, Net 60954 59414 46701 39398  Total Inventory 57708 50276 39566 36478  Prepaid Expenses - 1437 1424 1237  Other Current Assets, Total 3801 2900 2341 2181","Cash and Short Term Investments 100753 109264 103224 65809  Cash - - - -  Cash & Equivalents 99620 109217 103175 65771  Short Term Investments 1133 47 49 38  Total Receivables, Net 60954 59414 52594 44828  Accounts Receivables - Trade, Net 60954 59414 46701 39398  Total Inventory 57708 50276 39566 36478  Prepaid Expenses - 1437 1424 1237  Other Current Assets, Total 3801 2900 2341 2181","Cash and Short Term Investments 100753 109264 103224 65809  Cash - - - -  Cash & Equivalents 99620 109217 103175 65771  Short Term Investments 1133 47 49 38  Total Receivables, Net 60954 59414 52594 44828  Accounts Receivables - Trade, Net 60954 59414 46701 39398  Total Inventory 57708 50276 39566 36478  Prepaid Expenses - 1437 1424 1237  Other Current Assets, Total 3801 2900 2341 2181","Cash and Short Term Investments 100753 109264 103224 65809  Cash - - - -  Cash & Equivalents 99620 109217 103175 65771  Short Term Investments 1133 47 49 38  Total Receivables, Net 60954 59414 52594 44828  Accounts Receivables - Trade, Net 60954 59414 46701 39398  Total Inventory 57708 50276 39566 36478  Prepaid Expenses - 1437 1424 1237  Other Current Assets, Total 3801 2900 2341 2181","Cash and Short Term Investments 100753 109264 103224 65809  Cash - - - -  Cash & Equivalents 99620 109217 103175 65771  Short Term Investments 1133 47 49 38  Total Receivables, Net 60954 59414 52594 44828  Accounts Receivables - Trade, Net 60954 59414 46701 39398  Total Inventory 57708 50276 39566 36478  Prepaid Expenses - 1437 1424 1237  Other Current Assets, Total 3801 2900 2341 2181"
Cash and Short Term Investments,100753,109264,103224,65809
Cash,-,-,-,-
Cash & Equivalents,99620,109217,103175,65771
Short Term Investments,1133,47,49,38
"Total Receivables, Net",60954,59414,52594,44828
"Accounts Receivables - Trade, Net",60954,59414,46701,39398
Total Inventory,57708,50276,39566,36478
Prepaid Expenses,-,1437,1424,1237
"Other Current Assets, Total",3801,2900,2341,2181
Total Assets,378457,370836,345763,283322
"Property/Plant/Equipment, Total - Net 115082 108419 105148 94332  Property/Plant/Equipment, Total - Gross - - 344430 288952  Accumulated Depreciation, Total - - -239284 -194619  Goodwill, Net 1343 1260 1197 2205  Intangibles, Net 2528 2488 2652 2534  Long Term Investments 34155 33167 30600 30467  Note Receivable - Long Term - - - -  Other Long Term Assets, Total -1 - 7017 3251  Other Assets, Total 3822 -3980 - -","Property/Plant/Equipment, Total - Net 115082 108419 105148 94332  Property/Plant/Equipment, Total - Gross - - 344430 288952  Accumulated Depreciation, Total - - -239284 -194619  Goodwill, Net 1343 1260 1197 2205  Intangibles, Net 2528 2488 2652 2534  Long Term Investments 34155 33167 30600 30467  Note Receivable - Long Term - - - -  Other Long Term Assets, Total -1 - 7017 3251  Other Assets, Total 3822 -3980 - -","Property/Plant/Equipment, Total - Net 115082 108419 105148 94332  Property/Plant/Equipment, Total - Gross - - 344430 288952  Accumulated Depreciation, Total - - -239284 -194619  Goodwill, Net 1343 1260 1197 2205  Intangibles, Net 2528 2488 2652 2534  Long Term Investments 34155 33167 30600 30467  Note Receivable - Long Term - - - -  Other Long Term Assets, Total -1 - 7017 3251  Other Assets, Total 3822 -3980 - -","Property/Plant/Equipment, Total - Net 115082 108419 105148 94332  Property/Plant/Equipment, Total - Gross - - 344430 288952  Accumulated Depreciation, Total - - -239284 -194619  Goodwill, Net 1343 1260 1197 2205  Intangibles, Net 2528 2488 2652 2534  Long Term Investments 34155 33167 30600 30467  Note Receivable - Long Term - - - -  Other Long Term Assets, Total -1 - 7017 3251  Other Assets, Total 3822 -3980 - -","Property/Plant/Equipment, Total - Net 115082 108419 105148 94332  Property/Plant/Equipment, Total - Gross - - 344430 288952  Accumulated Depreciation, Total - - -239284 -194619  Goodwill, Net 1343 1260 1197 2205  Intangibles, Net 2528 2488 2652 2534  Long Term Investments 34155 33167 30600 30467  Note Receivable - Long Term - - - -  Other Long Term Assets, Total -1 - 7017 3251  Other Assets, Total 3822 -3980 - -"
"Property/Plant/Equipment, Total - Net",115082,108419,105148,94332
"Property/Plant/Equipment, Total - Gross",-,-,344430,288952
"Accumulated Depreciation, Total",-,-,-239284,-194619
"Goodwill, Net",1343,1260,1197,2205
"Intangibles, Net",2528,2488,2652,2534
Long Term Investments,34155,33167,30600,30467
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",-1,-,7017,3251
"Other Assets, Total",3822,-3980,-,-
Total Current Liabilities,79767,97110,99440,71680
"Accounts Payable 52826 56316 37722 33888  Payable/Accrued - 56316 - -  Accrued Expenses - - 9899 9004  Notes Payable/Short Term Debt 21824 32647 23445 18885  Current Port. of LT Debt/Capital Leases - 2507 22913 5483  Other Current liabilities, Total 5117 5640 5461 4420","Accounts Payable 52826 56316 37722 33888  Payable/Accrued - 56316 - -  Accrued Expenses - - 9899 9004  Notes Payable/Short Term Debt 21824 32647 23445 18885  Current Port. of LT Debt/Capital Leases - 2507 22913 5483  Other Current liabilities, Total 5117 5640 5461 4420","Accounts Payable 52826 56316 37722 33888  Payable/Accrued - 56316 - -  Accrued Expenses - - 9899 9004  Notes Payable/Short Term Debt 21824 32647 23445 18885  Current Port. of LT Debt/Capital Leases - 2507 22913 5483  Other Current liabilities, Total 5117 5640 5461 4420","Accounts Payable 52826 56316 37722 33888  Payable/Accrued - 56316 - -  Accrued Expenses - - 9899 9004  Notes Payable/Short Term Debt 21824 32647 23445 18885  Current Port. of LT Debt/Capital Leases - 2507 22913 5483  Other Current liabilities, Total 5117 5640 5461 4420","Accounts Payable 52826 56316 37722 33888  Payable/Accrued - 56316 - -  Accrued Expenses - - 9899 9004  Notes Payable/Short Term Debt 21824 32647 23445 18885  Current Port. of LT Debt/Capital Leases - 2507 22913 5483  Other Current liabilities, Total 5117 5640 5461 4420"
Accounts Payable,52826,56316,37722,33888
Payable/Accrued,-,56316,-,-
Accrued Expenses,-,-,9899,9004
Notes Payable/Short Term Debt,21824,32647,23445,18885
Current Port. of LT Debt/Capital Leases,-,2507,22913,5483
"Other Current liabilities, Total",5117,5640,5461,4420
Total Liabilities,120766,138700,145558,106184
