Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,8830,8810,8765.6,11130.64
"Cash and Short Term Investments 6657 6656 6675.21 9047.27  Cash - - - -  Cash & Equivalents 6657 6656 6675.21 9047.27  Short Term Investments - - - -  Total Receivables, Net 1655 1659 1673.76 1685.48  Accounts Receivables - Trade, Net 1655 1659 1673.76 1685.48  Total Inventory 311 287 276.27 241.26  Prepaid Expenses - - - 129.56  Other Current Assets, Total 207 208 140.36 27.07","Cash and Short Term Investments 6657 6656 6675.21 9047.27  Cash - - - -  Cash & Equivalents 6657 6656 6675.21 9047.27  Short Term Investments - - - -  Total Receivables, Net 1655 1659 1673.76 1685.48  Accounts Receivables - Trade, Net 1655 1659 1673.76 1685.48  Total Inventory 311 287 276.27 241.26  Prepaid Expenses - - - 129.56  Other Current Assets, Total 207 208 140.36 27.07","Cash and Short Term Investments 6657 6656 6675.21 9047.27  Cash - - - -  Cash & Equivalents 6657 6656 6675.21 9047.27  Short Term Investments - - - -  Total Receivables, Net 1655 1659 1673.76 1685.48  Accounts Receivables - Trade, Net 1655 1659 1673.76 1685.48  Total Inventory 311 287 276.27 241.26  Prepaid Expenses - - - 129.56  Other Current Assets, Total 207 208 140.36 27.07","Cash and Short Term Investments 6657 6656 6675.21 9047.27  Cash - - - -  Cash & Equivalents 6657 6656 6675.21 9047.27  Short Term Investments - - - -  Total Receivables, Net 1655 1659 1673.76 1685.48  Accounts Receivables - Trade, Net 1655 1659 1673.76 1685.48  Total Inventory 311 287 276.27 241.26  Prepaid Expenses - - - 129.56  Other Current Assets, Total 207 208 140.36 27.07","Cash and Short Term Investments 6657 6656 6675.21 9047.27  Cash - - - -  Cash & Equivalents 6657 6656 6675.21 9047.27  Short Term Investments - - - -  Total Receivables, Net 1655 1659 1673.76 1685.48  Accounts Receivables - Trade, Net 1655 1659 1673.76 1685.48  Total Inventory 311 287 276.27 241.26  Prepaid Expenses - - - 129.56  Other Current Assets, Total 207 208 140.36 27.07"
Cash and Short Term Investments,6657,6656,6675.21,9047.27
Cash,-,-,-,-
Cash & Equivalents,6657,6656,6675.21,9047.27
Short Term Investments,-,-,-,-
"Total Receivables, Net",1655,1659,1673.76,1685.48
"Accounts Receivables - Trade, Net",1655,1659,1673.76,1685.48
Total Inventory,311,287,276.27,241.26
Prepaid Expenses,-,-,-,129.56
"Other Current Assets, Total",207,208,140.36,27.07
Total Assets,14457,14073,14429.42,16569.75
