Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,7149.88,7377.77,8097.71,8557.6
"Cash and Short Term Investments 2561.83 2647.42 1762.54 2723.58  Cash - - - -  Cash & Equivalents 2561.83 2647.42 1762.54 2723.58  Short Term Investments - - - -  Total Receivables, Net 2106.97 2255.1 3460.58 2874.01  Accounts Receivables - Trade, Net 1843.59 1964.82 3102.05 2283.43  Total Inventory 2447.72 2439.36 2821.18 2914.55  Prepaid Expenses 2.35 2.16 0.47 0.23  Other Current Assets, Total 31.01 33.73 52.94 45.23","Cash and Short Term Investments 2561.83 2647.42 1762.54 2723.58  Cash - - - -  Cash & Equivalents 2561.83 2647.42 1762.54 2723.58  Short Term Investments - - - -  Total Receivables, Net 2106.97 2255.1 3460.58 2874.01  Accounts Receivables - Trade, Net 1843.59 1964.82 3102.05 2283.43  Total Inventory 2447.72 2439.36 2821.18 2914.55  Prepaid Expenses 2.35 2.16 0.47 0.23  Other Current Assets, Total 31.01 33.73 52.94 45.23","Cash and Short Term Investments 2561.83 2647.42 1762.54 2723.58  Cash - - - -  Cash & Equivalents 2561.83 2647.42 1762.54 2723.58  Short Term Investments - - - -  Total Receivables, Net 2106.97 2255.1 3460.58 2874.01  Accounts Receivables - Trade, Net 1843.59 1964.82 3102.05 2283.43  Total Inventory 2447.72 2439.36 2821.18 2914.55  Prepaid Expenses 2.35 2.16 0.47 0.23  Other Current Assets, Total 31.01 33.73 52.94 45.23","Cash and Short Term Investments 2561.83 2647.42 1762.54 2723.58  Cash - - - -  Cash & Equivalents 2561.83 2647.42 1762.54 2723.58  Short Term Investments - - - -  Total Receivables, Net 2106.97 2255.1 3460.58 2874.01  Accounts Receivables - Trade, Net 1843.59 1964.82 3102.05 2283.43  Total Inventory 2447.72 2439.36 2821.18 2914.55  Prepaid Expenses 2.35 2.16 0.47 0.23  Other Current Assets, Total 31.01 33.73 52.94 45.23","Cash and Short Term Investments 2561.83 2647.42 1762.54 2723.58  Cash - - - -  Cash & Equivalents 2561.83 2647.42 1762.54 2723.58  Short Term Investments - - - -  Total Receivables, Net 2106.97 2255.1 3460.58 2874.01  Accounts Receivables - Trade, Net 1843.59 1964.82 3102.05 2283.43  Total Inventory 2447.72 2439.36 2821.18 2914.55  Prepaid Expenses 2.35 2.16 0.47 0.23  Other Current Assets, Total 31.01 33.73 52.94 45.23"
Cash and Short Term Investments,2561.83,2647.42,1762.54,2723.58
Cash,-,-,-,-
Cash & Equivalents,2561.83,2647.42,1762.54,2723.58
Short Term Investments,-,-,-,-
"Total Receivables, Net",2106.97,2255.1,3460.58,2874.01
"Accounts Receivables - Trade, Net",1843.59,1964.82,3102.05,2283.43
Total Inventory,2447.72,2439.36,2821.18,2914.55
Prepaid Expenses,2.35,2.16,0.47,0.23
"Other Current Assets, Total",31.01,33.73,52.94,45.23
Total Assets,11513.35,11768.81,12128.49,12663.73
"Property/Plant/Equipment, Total - Net 2834.36 2904.41 2822.74 2698.92  Property/Plant/Equipment, Total - Gross 17820.27 17784.86 17559.42 17288.9  Accumulated Depreciation, Total -14985.92 -14880.45 -14736.68 -14589.97  Goodwill, Net - - - -  Intangibles, Net 134.19 106.17 97.67 103.39  Long Term Investments 960.22 972.09 729.86 955.16  Note Receivable - Long Term 29.76 26.35 34.94 34.36  Other Long Term Assets, Total 404.94 382.03 345.56 314.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2834.36 2904.41 2822.74 2698.92  Property/Plant/Equipment, Total - Gross 17820.27 17784.86 17559.42 17288.9  Accumulated Depreciation, Total -14985.92 -14880.45 -14736.68 -14589.97  Goodwill, Net - - - -  Intangibles, Net 134.19 106.17 97.67 103.39  Long Term Investments 960.22 972.09 729.86 955.16  Note Receivable - Long Term 29.76 26.35 34.94 34.36  Other Long Term Assets, Total 404.94 382.03 345.56 314.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2834.36 2904.41 2822.74 2698.92  Property/Plant/Equipment, Total - Gross 17820.27 17784.86 17559.42 17288.9  Accumulated Depreciation, Total -14985.92 -14880.45 -14736.68 -14589.97  Goodwill, Net - - - -  Intangibles, Net 134.19 106.17 97.67 103.39  Long Term Investments 960.22 972.09 729.86 955.16  Note Receivable - Long Term 29.76 26.35 34.94 34.36  Other Long Term Assets, Total 404.94 382.03 345.56 314.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2834.36 2904.41 2822.74 2698.92  Property/Plant/Equipment, Total - Gross 17820.27 17784.86 17559.42 17288.9  Accumulated Depreciation, Total -14985.92 -14880.45 -14736.68 -14589.97  Goodwill, Net - - - -  Intangibles, Net 134.19 106.17 97.67 103.39  Long Term Investments 960.22 972.09 729.86 955.16  Note Receivable - Long Term 29.76 26.35 34.94 34.36  Other Long Term Assets, Total 404.94 382.03 345.56 314.29  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 2834.36 2904.41 2822.74 2698.92  Property/Plant/Equipment, Total - Gross 17820.27 17784.86 17559.42 17288.9  Accumulated Depreciation, Total -14985.92 -14880.45 -14736.68 -14589.97  Goodwill, Net - - - -  Intangibles, Net 134.19 106.17 97.67 103.39  Long Term Investments 960.22 972.09 729.86 955.16  Note Receivable - Long Term 29.76 26.35 34.94 34.36  Other Long Term Assets, Total 404.94 382.03 345.56 314.29  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",2834.36,2904.41,2822.74,2698.92
"Property/Plant/Equipment, Total - Gross",17820.27,17784.86,17559.42,17288.9
"Accumulated Depreciation, Total",-14985.92,-14880.45,-14736.68,-14589.97
"Goodwill, Net",-,-,-,-
"Intangibles, Net",134.19,106.17,97.67,103.39
Long Term Investments,960.22,972.09,729.86,955.16
Note Receivable - Long Term,29.76,26.35,34.94,34.36
"Other Long Term Assets, Total",404.94,382.03,345.56,314.29
"Other Assets, Total",-,-,-,-
Total Current Liabilities,2636.19,3140.38,3877.99,3975.38
"Accounts Payable 1180.15 1624.95 2351.87 2424.67  Payable/Accrued - - - -  Accrued Expenses 393.25 430.8 527.47 454.66  Notes Payable/Short Term Debt - 174.98 174.98 183.32  Current Port. of LT Debt/Capital Leases 455.88 212.26 200.07 75.27  Other Current liabilities, Total 606.91 697.38 623.6 837.45","Accounts Payable 1180.15 1624.95 2351.87 2424.67  Payable/Accrued - - - -  Accrued Expenses 393.25 430.8 527.47 454.66  Notes Payable/Short Term Debt - 174.98 174.98 183.32  Current Port. of LT Debt/Capital Leases 455.88 212.26 200.07 75.27  Other Current liabilities, Total 606.91 697.38 623.6 837.45","Accounts Payable 1180.15 1624.95 2351.87 2424.67  Payable/Accrued - - - -  Accrued Expenses 393.25 430.8 527.47 454.66  Notes Payable/Short Term Debt - 174.98 174.98 183.32  Current Port. of LT Debt/Capital Leases 455.88 212.26 200.07 75.27  Other Current liabilities, Total 606.91 697.38 623.6 837.45","Accounts Payable 1180.15 1624.95 2351.87 2424.67  Payable/Accrued - - - -  Accrued Expenses 393.25 430.8 527.47 454.66  Notes Payable/Short Term Debt - 174.98 174.98 183.32  Current Port. of LT Debt/Capital Leases 455.88 212.26 200.07 75.27  Other Current liabilities, Total 606.91 697.38 623.6 837.45","Accounts Payable 1180.15 1624.95 2351.87 2424.67  Payable/Accrued - - - -  Accrued Expenses 393.25 430.8 527.47 454.66  Notes Payable/Short Term Debt - 174.98 174.98 183.32  Current Port. of LT Debt/Capital Leases 455.88 212.26 200.07 75.27  Other Current liabilities, Total 606.91 697.38 623.6 837.45"
Accounts Payable,1180.15,1624.95,2351.87,2424.67
Payable/Accrued,-,-,-,-
Accrued Expenses,393.25,430.8,527.47,454.66
Notes Payable/Short Term Debt,-,174.98,174.98,183.32
Current Port. of LT Debt/Capital Leases,455.88,212.26,200.07,75.27
"Other Current liabilities, Total",606.91,697.38,623.6,837.45
Total Liabilities,3701.21,4086.08,4338.58,4432.85
