Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,1033445,787572,781834
"Cash and Short Term Investments 262719 224648 223163 201376  Cash - - - -  Cash & Equivalents - 181152 195987 163983  Short Term Investments - 43496 27176 37393  Total Receivables, Net 352181 383635 288152 284992  Accounts Receivables - Trade, Net 352181 370426 285846 261497  Total Inventory 441949 369009 258814 284306  Prepaid Expenses - 5957 5041 4395  Other Current Assets, Total 37437 50196 12402 6765","Cash and Short Term Investments 262719 224648 223163 201376  Cash - - - -  Cash & Equivalents - 181152 195987 163983  Short Term Investments - 43496 27176 37393  Total Receivables, Net 352181 383635 288152 284992  Accounts Receivables - Trade, Net 352181 370426 285846 261497  Total Inventory 441949 369009 258814 284306  Prepaid Expenses - 5957 5041 4395  Other Current Assets, Total 37437 50196 12402 6765","Cash and Short Term Investments 262719 224648 223163 201376  Cash - - - -  Cash & Equivalents - 181152 195987 163983  Short Term Investments - 43496 27176 37393  Total Receivables, Net 352181 383635 288152 284992  Accounts Receivables - Trade, Net 352181 370426 285846 261497  Total Inventory 441949 369009 258814 284306  Prepaid Expenses - 5957 5041 4395  Other Current Assets, Total 37437 50196 12402 6765","Cash and Short Term Investments 262719 224648 223163 201376  Cash - - - -  Cash & Equivalents - 181152 195987 163983  Short Term Investments - 43496 27176 37393  Total Receivables, Net 352181 383635 288152 284992  Accounts Receivables - Trade, Net 352181 370426 285846 261497  Total Inventory 441949 369009 258814 284306  Prepaid Expenses - 5957 5041 4395  Other Current Assets, Total 37437 50196 12402 6765","Cash and Short Term Investments 262719 224648 223163 201376  Cash - - - -  Cash & Equivalents - 181152 195987 163983  Short Term Investments - 43496 27176 37393  Total Receivables, Net 352181 383635 288152 284992  Accounts Receivables - Trade, Net 352181 370426 285846 261497  Total Inventory 441949 369009 258814 284306  Prepaid Expenses - 5957 5041 4395  Other Current Assets, Total 37437 50196 12402 6765"
Cash and Short Term Investments,262719,224648,223163,201376
Cash,-,-,-,-
Cash & Equivalents,-,181152,195987,163983
Short Term Investments,-,43496,27176,37393
"Total Receivables, Net",352181,383635,288152,284992
"Accounts Receivables - Trade, Net",352181,370426,285846,261497
Total Inventory,441949,369009,258814,284306
Prepaid Expenses,-,5957,5041,4395
"Other Current Assets, Total",37437,50196,12402,6765
Total Assets,2068203,1934965,1558125,1530515
"Property/Plant/Equipment, Total - Net 600887 553584 501960 499650  Property/Plant/Equipment, Total - Gross - - 1836069 1799938  Accumulated Depreciation, Total - - -1334109 -1300288  Goodwill, Net 19338 17981 1123 1476  Intangibles, Net 48137 45341 19678 24759  Long Term Investments 295285 276035 238459 173752  Note Receivable - Long Term - 13209 2306 -  Other Long Term Assets, Total - 74154 69598 49044  Other Assets, Total 213884 87645 19573 -","Property/Plant/Equipment, Total - Net 600887 553584 501960 499650  Property/Plant/Equipment, Total - Gross - - 1836069 1799938  Accumulated Depreciation, Total - - -1334109 -1300288  Goodwill, Net 19338 17981 1123 1476  Intangibles, Net 48137 45341 19678 24759  Long Term Investments 295285 276035 238459 173752  Note Receivable - Long Term - 13209 2306 -  Other Long Term Assets, Total - 74154 69598 49044  Other Assets, Total 213884 87645 19573 -","Property/Plant/Equipment, Total - Net 600887 553584 501960 499650  Property/Plant/Equipment, Total - Gross - - 1836069 1799938  Accumulated Depreciation, Total - - -1334109 -1300288  Goodwill, Net 19338 17981 1123 1476  Intangibles, Net 48137 45341 19678 24759  Long Term Investments 295285 276035 238459 173752  Note Receivable - Long Term - 13209 2306 -  Other Long Term Assets, Total - 74154 69598 49044  Other Assets, Total 213884 87645 19573 -","Property/Plant/Equipment, Total - Net 600887 553584 501960 499650  Property/Plant/Equipment, Total - Gross - - 1836069 1799938  Accumulated Depreciation, Total - - -1334109 -1300288  Goodwill, Net 19338 17981 1123 1476  Intangibles, Net 48137 45341 19678 24759  Long Term Investments 295285 276035 238459 173752  Note Receivable - Long Term - 13209 2306 -  Other Long Term Assets, Total - 74154 69598 49044  Other Assets, Total 213884 87645 19573 -","Property/Plant/Equipment, Total - Net 600887 553584 501960 499650  Property/Plant/Equipment, Total - Gross - - 1836069 1799938  Accumulated Depreciation, Total - - -1334109 -1300288  Goodwill, Net 19338 17981 1123 1476  Intangibles, Net 48137 45341 19678 24759  Long Term Investments 295285 276035 238459 173752  Note Receivable - Long Term - 13209 2306 -  Other Long Term Assets, Total - 74154 69598 49044  Other Assets, Total 213884 87645 19573 -"
"Property/Plant/Equipment, Total - Net",600887,553584,501960,499650
"Property/Plant/Equipment, Total - Gross",-,-,1836069,1799938
"Accumulated Depreciation, Total",-,-,-1334109,-1300288
"Goodwill, Net",19338,17981,1123,1476
"Intangibles, Net",48137,45341,19678,24759
Long Term Investments,295285,276035,238459,173752
Note Receivable - Long Term,-,13209,2306,-
"Other Long Term Assets, Total",-,74154,69598,49044
"Other Assets, Total",213884,87645,19573,-
Total Current Liabilities,695444,706569,465763,485674
"Accounts Payable 164267 174844 119712 117920  Payable/Accrued - - - -  Accrued Expenses - - - 241  Notes Payable/Short Term Debt 368463 297437 162182 179829  Current Port. of LT Debt/Capital Leases - 49178 54538 52964  Other Current liabilities, Total 162714 185110 129331 134961","Accounts Payable 164267 174844 119712 117920  Payable/Accrued - - - -  Accrued Expenses - - - 241  Notes Payable/Short Term Debt 368463 297437 162182 179829  Current Port. of LT Debt/Capital Leases - 49178 54538 52964  Other Current liabilities, Total 162714 185110 129331 134961","Accounts Payable 164267 174844 119712 117920  Payable/Accrued - - - -  Accrued Expenses - - - 241  Notes Payable/Short Term Debt 368463 297437 162182 179829  Current Port. of LT Debt/Capital Leases - 49178 54538 52964  Other Current liabilities, Total 162714 185110 129331 134961","Accounts Payable 164267 174844 119712 117920  Payable/Accrued - - - -  Accrued Expenses - - - 241  Notes Payable/Short Term Debt 368463 297437 162182 179829  Current Port. of LT Debt/Capital Leases - 49178 54538 52964  Other Current liabilities, Total 162714 185110 129331 134961","Accounts Payable 164267 174844 119712 117920  Payable/Accrued - - - -  Accrued Expenses - - - 241  Notes Payable/Short Term Debt 368463 297437 162182 179829  Current Port. of LT Debt/Capital Leases - 49178 54538 52964  Other Current liabilities, Total 162714 185110 129331 134961"
Accounts Payable,164267,174844,119712,117920
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,241
Notes Payable/Short Term Debt,368463,297437,162182,179829
Current Port. of LT Debt/Capital Leases,-,49178,54538,52964
"Other Current liabilities, Total",162714,185110,129331,134961
Total Liabilities,1184900,1127843,875968,1001295
"Total Long Term Debt 369786 319471 293496 313237  Long Term Debt 369786 319471 293496 313237  Capital Lease Obligations - - - 22564  Deferred Income Tax 35162 28133 27834 23017  Minority Interest 96476 94468 74236 80487  Other Liabilities, Total -380431 -748741 -516747 98880","Total Long Term Debt 369786 319471 293496 313237  Long Term Debt 369786 319471 293496 313237  Capital Lease Obligations - - - 22564  Deferred Income Tax 35162 28133 27834 23017  Minority Interest 96476 94468 74236 80487  Other Liabilities, Total -380431 -748741 -516747 98880","Total Long Term Debt 369786 319471 293496 313237  Long Term Debt 369786 319471 293496 313237  Capital Lease Obligations - - - 22564  Deferred Income Tax 35162 28133 27834 23017  Minority Interest 96476 94468 74236 80487  Other Liabilities, Total -380431 -748741 -516747 98880","Total Long Term Debt 369786 319471 293496 313237  Long Term Debt 369786 319471 293496 313237  Capital Lease Obligations - - - 22564  Deferred Income Tax 35162 28133 27834 23017  Minority Interest 96476 94468 74236 80487  Other Liabilities, Total -380431 -748741 -516747 98880","Total Long Term Debt 369786 319471 293496 313237  Long Term Debt 369786 319471 293496 313237  Capital Lease Obligations - - - 22564  Deferred Income Tax 35162 28133 27834 23017  Minority Interest 96476 94468 74236 80487  Other Liabilities, Total -380431 -748741 -516747 98880"
Total Long Term Debt,369786,319471,293496,313237
Long Term Debt,369786,319471,293496,313237
Capital Lease Obligations,-,-,-,22564
Deferred Income Tax,35162,28133,27834,23017
Minority Interest,96476,94468,74236,80487
"Other Liabilities, Total",-380431,-748741,-516747,98880
Total Equity,-,807122,682157,529220
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 125572 125414 125331 125298  Additional Paid-In Capital 57778 69866 74009 79320  Retained Earnings (Accumulated Deficit) 575125 516098 424084 359794  Treasury Stock - Common -32704 -34932 -24900 -39254  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 11606 11894  Other Equity, Total 157532 130676 83633 -7832","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 125572 125414 125331 125298  Additional Paid-In Capital 57778 69866 74009 79320  Retained Earnings (Accumulated Deficit) 575125 516098 424084 359794  Treasury Stock - Common -32704 -34932 -24900 -39254  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 11606 11894  Other Equity, Total 157532 130676 83633 -7832","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 125572 125414 125331 125298  Additional Paid-In Capital 57778 69866 74009 79320  Retained Earnings (Accumulated Deficit) 575125 516098 424084 359794  Treasury Stock - Common -32704 -34932 -24900 -39254  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 11606 11894  Other Equity, Total 157532 130676 83633 -7832","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 125572 125414 125331 125298  Additional Paid-In Capital 57778 69866 74009 79320  Retained Earnings (Accumulated Deficit) 575125 516098 424084 359794  Treasury Stock - Common -32704 -34932 -24900 -39254  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 11606 11894  Other Equity, Total 157532 130676 83633 -7832","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 125572 125414 125331 125298  Additional Paid-In Capital 57778 69866 74009 79320  Retained Earnings (Accumulated Deficit) 575125 516098 424084 359794  Treasury Stock - Common -32704 -34932 -24900 -39254  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - 11606 11894  Other Equity, Total 157532 130676 83633 -7832"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",125572,125414,125331,125298
Additional Paid-In Capital,57778,69866,74009,79320
Retained Earnings (Accumulated Deficit),575125,516098,424084,359794
Treasury Stock - Common,-32704,-34932,-24900,-39254
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,11606,11894
"Other Equity, Total",157532,130676,83633,-7832
Total Liabilities & Shareholders' Equity,-,1934965,1558125,1530515
Total Common Shares Outstanding,190.07,193.24,195.94,191.05
Total Preferred Shares Outstanding,-,-,-,-
