Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,619976,588487,507115,490604
"Cash and Short Term Investments 271132 262235 200495 163958  Cash - - - -  Cash & Equivalents 267133 259134 198993 159930  Short Term Investments 3999 3101 1502 4028  Total Receivables, Net 164436 167154 172266 203567  Accounts Receivables - Trade, Net 164436 167154 51286 75975  Total Inventory 64274 44383 23917 16427  Prepaid Expenses 74267 72347 70237 69187  Other Current Assets, Total 45867 42368 40200 37465","Cash and Short Term Investments 271132 262235 200495 163958  Cash - - - -  Cash & Equivalents 267133 259134 198993 159930  Short Term Investments 3999 3101 1502 4028  Total Receivables, Net 164436 167154 172266 203567  Accounts Receivables - Trade, Net 164436 167154 51286 75975  Total Inventory 64274 44383 23917 16427  Prepaid Expenses 74267 72347 70237 69187  Other Current Assets, Total 45867 42368 40200 37465","Cash and Short Term Investments 271132 262235 200495 163958  Cash - - - -  Cash & Equivalents 267133 259134 198993 159930  Short Term Investments 3999 3101 1502 4028  Total Receivables, Net 164436 167154 172266 203567  Accounts Receivables - Trade, Net 164436 167154 51286 75975  Total Inventory 64274 44383 23917 16427  Prepaid Expenses 74267 72347 70237 69187  Other Current Assets, Total 45867 42368 40200 37465","Cash and Short Term Investments 271132 262235 200495 163958  Cash - - - -  Cash & Equivalents 267133 259134 198993 159930  Short Term Investments 3999 3101 1502 4028  Total Receivables, Net 164436 167154 172266 203567  Accounts Receivables - Trade, Net 164436 167154 51286 75975  Total Inventory 64274 44383 23917 16427  Prepaid Expenses 74267 72347 70237 69187  Other Current Assets, Total 45867 42368 40200 37465","Cash and Short Term Investments 271132 262235 200495 163958  Cash - - - -  Cash & Equivalents 267133 259134 198993 159930  Short Term Investments 3999 3101 1502 4028  Total Receivables, Net 164436 167154 172266 203567  Accounts Receivables - Trade, Net 164436 167154 51286 75975  Total Inventory 64274 44383 23917 16427  Prepaid Expenses 74267 72347 70237 69187  Other Current Assets, Total 45867 42368 40200 37465"
Cash and Short Term Investments,271132,262235,200495,163958
Cash,-,-,-,-
Cash & Equivalents,267133,259134,198993,159930
Short Term Investments,3999,3101,1502,4028
"Total Receivables, Net",164436,167154,172266,203567
"Accounts Receivables - Trade, Net",164436,167154,51286,75975
Total Inventory,64274,44383,23917,16427
Prepaid Expenses,74267,72347,70237,69187
"Other Current Assets, Total",45867,42368,40200,37465
Total Assets,1061909,1005879,919454,880289
"Property/Plant/Equipment, Total - Net 191382 177627 172145 175304  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11356 11337 12224 -  Intangibles, Net 23223 25168 26837 28282  Long Term Investments 115862 108154 58121 56441  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 143012 129658  Other Assets, Total 49813 17802 - -","Property/Plant/Equipment, Total - Net 191382 177627 172145 175304  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11356 11337 12224 -  Intangibles, Net 23223 25168 26837 28282  Long Term Investments 115862 108154 58121 56441  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 143012 129658  Other Assets, Total 49813 17802 - -","Property/Plant/Equipment, Total - Net 191382 177627 172145 175304  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11356 11337 12224 -  Intangibles, Net 23223 25168 26837 28282  Long Term Investments 115862 108154 58121 56441  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 143012 129658  Other Assets, Total 49813 17802 - -","Property/Plant/Equipment, Total - Net 191382 177627 172145 175304  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11356 11337 12224 -  Intangibles, Net 23223 25168 26837 28282  Long Term Investments 115862 108154 58121 56441  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 143012 129658  Other Assets, Total 49813 17802 - -","Property/Plant/Equipment, Total - Net 191382 177627 172145 175304  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 11356 11337 12224 -  Intangibles, Net 23223 25168 26837 28282  Long Term Investments 115862 108154 58121 56441  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 143012 129658  Other Assets, Total 49813 17802 - -"
"Property/Plant/Equipment, Total - Net",191382,177627,172145,175304
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",11356,11337,12224,-
"Intangibles, Net",23223,25168,26837,28282
Long Term Investments,115862,108154,58121,56441
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2,143012,129658
"Other Assets, Total",49813,17802,-,-
Total Current Liabilities,310439,311938,299066,318519
