Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,6444,6642,2452.02,2997.96
"Cash and Short Term Investments 2413 3434 803.22 1263.18  Cash - - - -  Cash & Equivalents 2413 3434 803.22 1263.18  Short Term Investments - - - -  Total Receivables, Net 19 7 54.68 1.57  Accounts Receivables - Trade, Net 19 7 11.19 1.57  Total Inventory 3758 3012 1430.93 1638.51  Prepaid Expenses - - 84.8 55.15  Other Current Assets, Total 254 189 78.39 39.55","Cash and Short Term Investments 2413 3434 803.22 1263.18  Cash - - - -  Cash & Equivalents 2413 3434 803.22 1263.18  Short Term Investments - - - -  Total Receivables, Net 19 7 54.68 1.57  Accounts Receivables - Trade, Net 19 7 11.19 1.57  Total Inventory 3758 3012 1430.93 1638.51  Prepaid Expenses - - 84.8 55.15  Other Current Assets, Total 254 189 78.39 39.55","Cash and Short Term Investments 2413 3434 803.22 1263.18  Cash - - - -  Cash & Equivalents 2413 3434 803.22 1263.18  Short Term Investments - - - -  Total Receivables, Net 19 7 54.68 1.57  Accounts Receivables - Trade, Net 19 7 11.19 1.57  Total Inventory 3758 3012 1430.93 1638.51  Prepaid Expenses - - 84.8 55.15  Other Current Assets, Total 254 189 78.39 39.55","Cash and Short Term Investments 2413 3434 803.22 1263.18  Cash - - - -  Cash & Equivalents 2413 3434 803.22 1263.18  Short Term Investments - - - -  Total Receivables, Net 19 7 54.68 1.57  Accounts Receivables - Trade, Net 19 7 11.19 1.57  Total Inventory 3758 3012 1430.93 1638.51  Prepaid Expenses - - 84.8 55.15  Other Current Assets, Total 254 189 78.39 39.55","Cash and Short Term Investments 2413 3434 803.22 1263.18  Cash - - - -  Cash & Equivalents 2413 3434 803.22 1263.18  Short Term Investments - - - -  Total Receivables, Net 19 7 54.68 1.57  Accounts Receivables - Trade, Net 19 7 11.19 1.57  Total Inventory 3758 3012 1430.93 1638.51  Prepaid Expenses - - 84.8 55.15  Other Current Assets, Total 254 189 78.39 39.55"
Cash and Short Term Investments,2413,3434,803.22,1263.18
Cash,-,-,-,-
Cash & Equivalents,2413,3434,803.22,1263.18
Short Term Investments,-,-,-,-
"Total Receivables, Net",19,7,54.68,1.57
"Accounts Receivables - Trade, Net",19,7,11.19,1.57
Total Inventory,3758,3012,1430.93,1638.51
Prepaid Expenses,-,-,84.8,55.15
"Other Current Assets, Total",254,189,78.39,39.55
Total Assets,7620,7604,3143.62,3475.13
"Property/Plant/Equipment, Total - Net 782 582 483.44 352.47  Property/Plant/Equipment, Total - Gross - 826.57 674.48 508.55  Accumulated Depreciation, Total - -244.05 -191.04 -156.08  Goodwill, Net 48 63 - -  Intangibles, Net 50 42 16.21 15.82  Long Term Investments 196 175 12.1 0.1  Note Receivable - Long Term - - 25 -  Other Long Term Assets, Total 1 1 154.84 108.79  Other Assets, Total 4092 3293 - -","Property/Plant/Equipment, Total - Net 782 582 483.44 352.47  Property/Plant/Equipment, Total - Gross - 826.57 674.48 508.55  Accumulated Depreciation, Total - -244.05 -191.04 -156.08  Goodwill, Net 48 63 - -  Intangibles, Net 50 42 16.21 15.82  Long Term Investments 196 175 12.1 0.1  Note Receivable - Long Term - - 25 -  Other Long Term Assets, Total 1 1 154.84 108.79  Other Assets, Total 4092 3293 - -","Property/Plant/Equipment, Total - Net 782 582 483.44 352.47  Property/Plant/Equipment, Total - Gross - 826.57 674.48 508.55  Accumulated Depreciation, Total - -244.05 -191.04 -156.08  Goodwill, Net 48 63 - -  Intangibles, Net 50 42 16.21 15.82  Long Term Investments 196 175 12.1 0.1  Note Receivable - Long Term - - 25 -  Other Long Term Assets, Total 1 1 154.84 108.79  Other Assets, Total 4092 3293 - -","Property/Plant/Equipment, Total - Net 782 582 483.44 352.47  Property/Plant/Equipment, Total - Gross - 826.57 674.48 508.55  Accumulated Depreciation, Total - -244.05 -191.04 -156.08  Goodwill, Net 48 63 - -  Intangibles, Net 50 42 16.21 15.82  Long Term Investments 196 175 12.1 0.1  Note Receivable - Long Term - - 25 -  Other Long Term Assets, Total 1 1 154.84 108.79  Other Assets, Total 4092 3293 - -","Property/Plant/Equipment, Total - Net 782 582 483.44 352.47  Property/Plant/Equipment, Total - Gross - 826.57 674.48 508.55  Accumulated Depreciation, Total - -244.05 -191.04 -156.08  Goodwill, Net 48 63 - -  Intangibles, Net 50 42 16.21 15.82  Long Term Investments 196 175 12.1 0.1  Note Receivable - Long Term - - 25 -  Other Long Term Assets, Total 1 1 154.84 108.79  Other Assets, Total 4092 3293 - -"
"Property/Plant/Equipment, Total - Net",782,582,483.44,352.47
"Property/Plant/Equipment, Total - Gross",-,826.57,674.48,508.55
"Accumulated Depreciation, Total",-,-244.05,-191.04,-156.08
"Goodwill, Net",48,63,-,-
"Intangibles, Net",50,42,16.21,15.82
Long Term Investments,196,175,12.1,0.1
Note Receivable - Long Term,-,-,25,-
"Other Long Term Assets, Total",1,1,154.84,108.79
"Other Assets, Total",4092,3293,-,-
Total Current Liabilities,3413,2893,977.93,1389.99
"Accounts Payable 839 620 272.63 391.92  Payable/Accrued - - - -  Accrued Expenses - - 77.02 123.45  Notes Payable/Short Term Debt 1123 1159 59 -  Current Port. of LT Debt/Capital Leases 213 43 1.71 50  Other Current liabilities, Total 1238 1071 567.56 824.62","Accounts Payable 839 620 272.63 391.92  Payable/Accrued - - - -  Accrued Expenses - - 77.02 123.45  Notes Payable/Short Term Debt 1123 1159 59 -  Current Port. of LT Debt/Capital Leases 213 43 1.71 50  Other Current liabilities, Total 1238 1071 567.56 824.62","Accounts Payable 839 620 272.63 391.92  Payable/Accrued - - - -  Accrued Expenses - - 77.02 123.45  Notes Payable/Short Term Debt 1123 1159 59 -  Current Port. of LT Debt/Capital Leases 213 43 1.71 50  Other Current liabilities, Total 1238 1071 567.56 824.62","Accounts Payable 839 620 272.63 391.92  Payable/Accrued - - - -  Accrued Expenses - - 77.02 123.45  Notes Payable/Short Term Debt 1123 1159 59 -  Current Port. of LT Debt/Capital Leases 213 43 1.71 50  Other Current liabilities, Total 1238 1071 567.56 824.62","Accounts Payable 839 620 272.63 391.92  Payable/Accrued - - - -  Accrued Expenses - - 77.02 123.45  Notes Payable/Short Term Debt 1123 1159 59 -  Current Port. of LT Debt/Capital Leases 213 43 1.71 50  Other Current liabilities, Total 1238 1071 567.56 824.62"
Accounts Payable,839,620,272.63,391.92
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,77.02,123.45
Notes Payable/Short Term Debt,1123,1159,59,-
Current Port. of LT Debt/Capital Leases,213,43,1.71,50
"Other Current liabilities, Total",1238,1071,567.56,824.62
Total Liabilities,4220,4233,1348.61,1513.88
