Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,26696,23416,21550,24679
"Cash and Short Term Investments 9315 16280 7448 11368  Cash - - - -  Cash & Equivalents 9315 16280 7448 11368  Short Term Investments - - - -  Total Receivables, Net 12669 5884 11696 10874  Accounts Receivables - Trade, Net 12669 5884 11696 10874  Total Inventory 1162 476 364 553  Prepaid Expenses - 355 934 1765  Other Current Assets, Total 3550 421 1108 119","Cash and Short Term Investments 9315 16280 7448 11368  Cash - - - -  Cash & Equivalents 9315 16280 7448 11368  Short Term Investments - - - -  Total Receivables, Net 12669 5884 11696 10874  Accounts Receivables - Trade, Net 12669 5884 11696 10874  Total Inventory 1162 476 364 553  Prepaid Expenses - 355 934 1765  Other Current Assets, Total 3550 421 1108 119","Cash and Short Term Investments 9315 16280 7448 11368  Cash - - - -  Cash & Equivalents 9315 16280 7448 11368  Short Term Investments - - - -  Total Receivables, Net 12669 5884 11696 10874  Accounts Receivables - Trade, Net 12669 5884 11696 10874  Total Inventory 1162 476 364 553  Prepaid Expenses - 355 934 1765  Other Current Assets, Total 3550 421 1108 119","Cash and Short Term Investments 9315 16280 7448 11368  Cash - - - -  Cash & Equivalents 9315 16280 7448 11368  Short Term Investments - - - -  Total Receivables, Net 12669 5884 11696 10874  Accounts Receivables - Trade, Net 12669 5884 11696 10874  Total Inventory 1162 476 364 553  Prepaid Expenses - 355 934 1765  Other Current Assets, Total 3550 421 1108 119","Cash and Short Term Investments 9315 16280 7448 11368  Cash - - - -  Cash & Equivalents 9315 16280 7448 11368  Short Term Investments - - - -  Total Receivables, Net 12669 5884 11696 10874  Accounts Receivables - Trade, Net 12669 5884 11696 10874  Total Inventory 1162 476 364 553  Prepaid Expenses - 355 934 1765  Other Current Assets, Total 3550 421 1108 119"
Cash and Short Term Investments,9315,16280,7448,11368
Cash,-,-,-,-
Cash & Equivalents,9315,16280,7448,11368
Short Term Investments,-,-,-,-
"Total Receivables, Net",12669,5884,11696,10874
"Accounts Receivables - Trade, Net",12669,5884,11696,10874
Total Inventory,1162,476,364,553
Prepaid Expenses,-,355,934,1765
"Other Current Assets, Total",3550,421,1108,119
Total Assets,40204,36807,34043,36082
"Property/Plant/Equipment, Total - Net 11180 10714 10061 9155  Property/Plant/Equipment, Total - Gross - 33337 32334 30798  Accumulated Depreciation, Total - -22624 -22275 -21644  Goodwill, Net - - - -  Intangibles, Net 97 140 181 215  Long Term Investments 2229 2200 2012 1930  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 337 239 103  Other Assets, Total -7957 - - -","Property/Plant/Equipment, Total - Net 11180 10714 10061 9155  Property/Plant/Equipment, Total - Gross - 33337 32334 30798  Accumulated Depreciation, Total - -22624 -22275 -21644  Goodwill, Net - - - -  Intangibles, Net 97 140 181 215  Long Term Investments 2229 2200 2012 1930  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 337 239 103  Other Assets, Total -7957 - - -","Property/Plant/Equipment, Total - Net 11180 10714 10061 9155  Property/Plant/Equipment, Total - Gross - 33337 32334 30798  Accumulated Depreciation, Total - -22624 -22275 -21644  Goodwill, Net - - - -  Intangibles, Net 97 140 181 215  Long Term Investments 2229 2200 2012 1930  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 337 239 103  Other Assets, Total -7957 - - -","Property/Plant/Equipment, Total - Net 11180 10714 10061 9155  Property/Plant/Equipment, Total - Gross - 33337 32334 30798  Accumulated Depreciation, Total - -22624 -22275 -21644  Goodwill, Net - - - -  Intangibles, Net 97 140 181 215  Long Term Investments 2229 2200 2012 1930  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 337 239 103  Other Assets, Total -7957 - - -","Property/Plant/Equipment, Total - Net 11180 10714 10061 9155  Property/Plant/Equipment, Total - Gross - 33337 32334 30798  Accumulated Depreciation, Total - -22624 -22275 -21644  Goodwill, Net - - - -  Intangibles, Net 97 140 181 215  Long Term Investments 2229 2200 2012 1930  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 337 239 103  Other Assets, Total -7957 - - -"
"Property/Plant/Equipment, Total - Net",11180,10714,10061,9155
"Property/Plant/Equipment, Total - Gross",-,33337,32334,30798
"Accumulated Depreciation, Total",-,-22624,-22275,-21644
"Goodwill, Net",-,-,-,-
"Intangibles, Net",97,140,181,215
Long Term Investments,2229,2200,2012,1930
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,337,239,103
"Other Assets, Total",-7957,-,-,-
Total Current Liabilities,24888,21754,18784,21426
"Accounts Payable 9701 9251 7756 10252  Payable/Accrued - - - -  Accrued Expenses 1203 931 758 1040  Notes Payable/Short Term Debt 1050 1050 1050 1050  Current Port. of LT Debt/Capital Leases 3025 2995 2975 2595  Other Current liabilities, Total 9909 7527 6245 6489","Accounts Payable 9701 9251 7756 10252  Payable/Accrued - - - -  Accrued Expenses 1203 931 758 1040  Notes Payable/Short Term Debt 1050 1050 1050 1050  Current Port. of LT Debt/Capital Leases 3025 2995 2975 2595  Other Current liabilities, Total 9909 7527 6245 6489","Accounts Payable 9701 9251 7756 10252  Payable/Accrued - - - -  Accrued Expenses 1203 931 758 1040  Notes Payable/Short Term Debt 1050 1050 1050 1050  Current Port. of LT Debt/Capital Leases 3025 2995 2975 2595  Other Current liabilities, Total 9909 7527 6245 6489","Accounts Payable 9701 9251 7756 10252  Payable/Accrued - - - -  Accrued Expenses 1203 931 758 1040  Notes Payable/Short Term Debt 1050 1050 1050 1050  Current Port. of LT Debt/Capital Leases 3025 2995 2975 2595  Other Current liabilities, Total 9909 7527 6245 6489","Accounts Payable 9701 9251 7756 10252  Payable/Accrued - - - -  Accrued Expenses 1203 931 758 1040  Notes Payable/Short Term Debt 1050 1050 1050 1050  Current Port. of LT Debt/Capital Leases 3025 2995 2975 2595  Other Current liabilities, Total 9909 7527 6245 6489"
Accounts Payable,9701,9251,7756,10252
Payable/Accrued,-,-,-,-
Accrued Expenses,1203,931,758,1040
Notes Payable/Short Term Debt,1050,1050,1050,1050
Current Port. of LT Debt/Capital Leases,3025,2995,2975,2595
"Other Current liabilities, Total",9909,7527,6245,6489
Total Liabilities,32776,30015,27268,28372
"Total Long Term Debt 5340 5665 5960 4570  Long Term Debt 5340 5665 5960 4570  Capital Lease Obligations - - - -  Deferred Income Tax 802 802 802 802  Minority Interest - - - -  Other Liabilities, Total 696 1794 1722 1574","Total Long Term Debt 5340 5665 5960 4570  Long Term Debt 5340 5665 5960 4570  Capital Lease Obligations - - - -  Deferred Income Tax 802 802 802 802  Minority Interest - - - -  Other Liabilities, Total 696 1794 1722 1574","Total Long Term Debt 5340 5665 5960 4570  Long Term Debt 5340 5665 5960 4570  Capital Lease Obligations - - - -  Deferred Income Tax 802 802 802 802  Minority Interest - - - -  Other Liabilities, Total 696 1794 1722 1574","Total Long Term Debt 5340 5665 5960 4570  Long Term Debt 5340 5665 5960 4570  Capital Lease Obligations - - - -  Deferred Income Tax 802 802 802 802  Minority Interest - - - -  Other Liabilities, Total 696 1794 1722 1574","Total Long Term Debt 5340 5665 5960 4570  Long Term Debt 5340 5665 5960 4570  Capital Lease Obligations - - - -  Deferred Income Tax 802 802 802 802  Minority Interest - - - -  Other Liabilities, Total 696 1794 1722 1574"
Total Long Term Debt,5340,5665,5960,4570
Long Term Debt,5340,5665,5960,4570
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,802,802,802,802
Minority Interest,-,-,-,-
"Other Liabilities, Total",696,1794,1722,1574
Total Equity,7428,6792,6775,7710
