Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,21621,23204,16608.81,17711.86
"Cash and Short Term Investments 9583 10638 10461.18 6188.51  Cash - - - -  Cash & Equivalents 9583 10638.64 10461.18 6188.51  Short Term Investments - - - -  Total Receivables, Net 6810 2118.88 5785.8 11170.16  Accounts Receivables - Trade, Net 6668 1552.82 5580.58 10838.77  Total Inventory 535 552 185.58 282.61  Prepaid Expenses - 359.04 143.32 55.86  Other Current Assets, Total 4693 9895 176.26 14.73","Cash and Short Term Investments 9583 10638 10461.18 6188.51  Cash - - - -  Cash & Equivalents 9583 10638.64 10461.18 6188.51  Short Term Investments - - - -  Total Receivables, Net 6810 2118.88 5785.8 11170.16  Accounts Receivables - Trade, Net 6668 1552.82 5580.58 10838.77  Total Inventory 535 552 185.58 282.61  Prepaid Expenses - 359.04 143.32 55.86  Other Current Assets, Total 4693 9895 176.26 14.73","Cash and Short Term Investments 9583 10638 10461.18 6188.51  Cash - - - -  Cash & Equivalents 9583 10638.64 10461.18 6188.51  Short Term Investments - - - -  Total Receivables, Net 6810 2118.88 5785.8 11170.16  Accounts Receivables - Trade, Net 6668 1552.82 5580.58 10838.77  Total Inventory 535 552 185.58 282.61  Prepaid Expenses - 359.04 143.32 55.86  Other Current Assets, Total 4693 9895 176.26 14.73","Cash and Short Term Investments 9583 10638 10461.18 6188.51  Cash - - - -  Cash & Equivalents 9583 10638.64 10461.18 6188.51  Short Term Investments - - - -  Total Receivables, Net 6810 2118.88 5785.8 11170.16  Accounts Receivables - Trade, Net 6668 1552.82 5580.58 10838.77  Total Inventory 535 552 185.58 282.61  Prepaid Expenses - 359.04 143.32 55.86  Other Current Assets, Total 4693 9895 176.26 14.73","Cash and Short Term Investments 9583 10638 10461.18 6188.51  Cash - - - -  Cash & Equivalents 9583 10638.64 10461.18 6188.51  Short Term Investments - - - -  Total Receivables, Net 6810 2118.88 5785.8 11170.16  Accounts Receivables - Trade, Net 6668 1552.82 5580.58 10838.77  Total Inventory 535 552 185.58 282.61  Prepaid Expenses - 359.04 143.32 55.86  Other Current Assets, Total 4693 9895 176.26 14.73"
Cash and Short Term Investments,9583,10638,10461.18,6188.51
Cash,-,-,-,-
Cash & Equivalents,9583,10638.64,10461.18,6188.51
Short Term Investments,-,-,-,-
"Total Receivables, Net",6810,2118.88,5785.8,11170.16
"Accounts Receivables - Trade, Net",6668,1552.82,5580.58,10838.77
Total Inventory,535,552,185.58,282.61
Prepaid Expenses,-,359.04,143.32,55.86
"Other Current Assets, Total",4693,9895,176.26,14.73
Total Assets,27909,29316.47,22138.35,22926.05
"Property/Plant/Equipment, Total - Net 4447 4508 3925.38 3673.36  Property/Plant/Equipment, Total - Gross - 7389.5 2001.21 6421.58  Accumulated Depreciation, Total - -2880.64 -2757.45 -2748.21  Goodwill, Net - - - -  Intangibles, Net 49 11 12.54 9.58  Long Term Investments 1537 1367 1337.87 1134.38  Note Receivable - Long Term 142 - - -  Other Long Term Assets, Total 2 2 253.75 396.86  Other Assets, Total -1329 8552 - -","Property/Plant/Equipment, Total - Net 4447 4508 3925.38 3673.36  Property/Plant/Equipment, Total - Gross - 7389.5 2001.21 6421.58  Accumulated Depreciation, Total - -2880.64 -2757.45 -2748.21  Goodwill, Net - - - -  Intangibles, Net 49 11 12.54 9.58  Long Term Investments 1537 1367 1337.87 1134.38  Note Receivable - Long Term 142 - - -  Other Long Term Assets, Total 2 2 253.75 396.86  Other Assets, Total -1329 8552 - -","Property/Plant/Equipment, Total - Net 4447 4508 3925.38 3673.36  Property/Plant/Equipment, Total - Gross - 7389.5 2001.21 6421.58  Accumulated Depreciation, Total - -2880.64 -2757.45 -2748.21  Goodwill, Net - - - -  Intangibles, Net 49 11 12.54 9.58  Long Term Investments 1537 1367 1337.87 1134.38  Note Receivable - Long Term 142 - - -  Other Long Term Assets, Total 2 2 253.75 396.86  Other Assets, Total -1329 8552 - -","Property/Plant/Equipment, Total - Net 4447 4508 3925.38 3673.36  Property/Plant/Equipment, Total - Gross - 7389.5 2001.21 6421.58  Accumulated Depreciation, Total - -2880.64 -2757.45 -2748.21  Goodwill, Net - - - -  Intangibles, Net 49 11 12.54 9.58  Long Term Investments 1537 1367 1337.87 1134.38  Note Receivable - Long Term 142 - - -  Other Long Term Assets, Total 2 2 253.75 396.86  Other Assets, Total -1329 8552 - -","Property/Plant/Equipment, Total - Net 4447 4508 3925.38 3673.36  Property/Plant/Equipment, Total - Gross - 7389.5 2001.21 6421.58  Accumulated Depreciation, Total - -2880.64 -2757.45 -2748.21  Goodwill, Net - - - -  Intangibles, Net 49 11 12.54 9.58  Long Term Investments 1537 1367 1337.87 1134.38  Note Receivable - Long Term 142 - - -  Other Long Term Assets, Total 2 2 253.75 396.86  Other Assets, Total -1329 8552 - -"
"Property/Plant/Equipment, Total - Net",4447,4508,3925.38,3673.36
"Property/Plant/Equipment, Total - Gross",-,7389.5,2001.21,6421.58
"Accumulated Depreciation, Total",-,-2880.64,-2757.45,-2748.21
