Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Current Assets,919,905,775.06,566.95
"Cash and Short Term Investments 418 435 448.26 220.76  Cash - - - -  Cash & Equivalents 418 435 448.26 220.76  Short Term Investments - - - -  Total Receivables, Net 195 243 153.51 146.05  Accounts Receivables - Trade, Net 195 243 153.51 146.05  Total Inventory 235 167 167.94 178.52  Prepaid Expenses - 54.31 0.89 16.94  Other Current Assets, Total 71 60 4.47 4.67","Cash and Short Term Investments 418 435 448.26 220.76  Cash - - - -  Cash & Equivalents 418 435 448.26 220.76  Short Term Investments - - - -  Total Receivables, Net 195 243 153.51 146.05  Accounts Receivables - Trade, Net 195 243 153.51 146.05  Total Inventory 235 167 167.94 178.52  Prepaid Expenses - 54.31 0.89 16.94  Other Current Assets, Total 71 60 4.47 4.67","Cash and Short Term Investments 418 435 448.26 220.76  Cash - - - -  Cash & Equivalents 418 435 448.26 220.76  Short Term Investments - - - -  Total Receivables, Net 195 243 153.51 146.05  Accounts Receivables - Trade, Net 195 243 153.51 146.05  Total Inventory 235 167 167.94 178.52  Prepaid Expenses - 54.31 0.89 16.94  Other Current Assets, Total 71 60 4.47 4.67","Cash and Short Term Investments 418 435 448.26 220.76  Cash - - - -  Cash & Equivalents 418 435 448.26 220.76  Short Term Investments - - - -  Total Receivables, Net 195 243 153.51 146.05  Accounts Receivables - Trade, Net 195 243 153.51 146.05  Total Inventory 235 167 167.94 178.52  Prepaid Expenses - 54.31 0.89 16.94  Other Current Assets, Total 71 60 4.47 4.67","Cash and Short Term Investments 418 435 448.26 220.76  Cash - - - -  Cash & Equivalents 418 435 448.26 220.76  Short Term Investments - - - -  Total Receivables, Net 195 243 153.51 146.05  Accounts Receivables - Trade, Net 195 243 153.51 146.05  Total Inventory 235 167 167.94 178.52  Prepaid Expenses - 54.31 0.89 16.94  Other Current Assets, Total 71 60 4.47 4.67"
Cash and Short Term Investments,418,435,448.26,220.76
Cash,-,-,-,-
Cash & Equivalents,418,435,448.26,220.76
Short Term Investments,-,-,-,-
"Total Receivables, Net",195,243,153.51,146.05
"Accounts Receivables - Trade, Net",195,243,153.51,146.05
Total Inventory,235,167,167.94,178.52
Prepaid Expenses,-,54.31,0.89,16.94
"Other Current Assets, Total",71,60,4.47,4.67
Total Assets,1004,946,787.64,605.58
"Property/Plant/Equipment, Total - Net 76 34 7.19 7.16  Property/Plant/Equipment, Total - Gross - 31.45 - -  Accumulated Depreciation, Total - -0.65 - -  Goodwill, Net - - - -  Intangibles, Net 1 1 1.48 -  Long Term Investments 3 3 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 3.91 31.48  Other Assets, Total 115 -14 - -","Property/Plant/Equipment, Total - Net 76 34 7.19 7.16  Property/Plant/Equipment, Total - Gross - 31.45 - -  Accumulated Depreciation, Total - -0.65 - -  Goodwill, Net - - - -  Intangibles, Net 1 1 1.48 -  Long Term Investments 3 3 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 3.91 31.48  Other Assets, Total 115 -14 - -","Property/Plant/Equipment, Total - Net 76 34 7.19 7.16  Property/Plant/Equipment, Total - Gross - 31.45 - -  Accumulated Depreciation, Total - -0.65 - -  Goodwill, Net - - - -  Intangibles, Net 1 1 1.48 -  Long Term Investments 3 3 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 3.91 31.48  Other Assets, Total 115 -14 - -","Property/Plant/Equipment, Total - Net 76 34 7.19 7.16  Property/Plant/Equipment, Total - Gross - 31.45 - -  Accumulated Depreciation, Total - -0.65 - -  Goodwill, Net - - - -  Intangibles, Net 1 1 1.48 -  Long Term Investments 3 3 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 3.91 31.48  Other Assets, Total 115 -14 - -","Property/Plant/Equipment, Total - Net 76 34 7.19 7.16  Property/Plant/Equipment, Total - Gross - 31.45 - -  Accumulated Depreciation, Total - -0.65 - -  Goodwill, Net - - - -  Intangibles, Net 1 1 1.48 -  Long Term Investments 3 3 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 3.91 31.48  Other Assets, Total 115 -14 - -"
"Property/Plant/Equipment, Total - Net",76,34,7.19,7.16
"Property/Plant/Equipment, Total - Gross",-,31.45,-,-
"Accumulated Depreciation, Total",-,-0.65,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",1,1,1.48,-
Long Term Investments,3,3,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,1,3.91,31.48
"Other Assets, Total",115,-14,-,-
Total Current Liabilities,439,475,411.13,407.17
"Accounts Payable 11 74 39.33 30.41  Payable/Accrued - - - -  Accrued Expenses - 5.58 11.29 2.75  Notes Payable/Short Term Debt 349 304 295.06 302.43  Current Port. of LT Debt/Capital Leases 34 21 22.96 28.82  Other Current liabilities, Total 45 76 42.49 42.75","Accounts Payable 11 74 39.33 30.41  Payable/Accrued - - - -  Accrued Expenses - 5.58 11.29 2.75  Notes Payable/Short Term Debt 349 304 295.06 302.43  Current Port. of LT Debt/Capital Leases 34 21 22.96 28.82  Other Current liabilities, Total 45 76 42.49 42.75","Accounts Payable 11 74 39.33 30.41  Payable/Accrued - - - -  Accrued Expenses - 5.58 11.29 2.75  Notes Payable/Short Term Debt 349 304 295.06 302.43  Current Port. of LT Debt/Capital Leases 34 21 22.96 28.82  Other Current liabilities, Total 45 76 42.49 42.75","Accounts Payable 11 74 39.33 30.41  Payable/Accrued - - - -  Accrued Expenses - 5.58 11.29 2.75  Notes Payable/Short Term Debt 349 304 295.06 302.43  Current Port. of LT Debt/Capital Leases 34 21 22.96 28.82  Other Current liabilities, Total 45 76 42.49 42.75","Accounts Payable 11 74 39.33 30.41  Payable/Accrued - - - -  Accrued Expenses - 5.58 11.29 2.75  Notes Payable/Short Term Debt 349 304 295.06 302.43  Current Port. of LT Debt/Capital Leases 34 21 22.96 28.82  Other Current liabilities, Total 45 76 42.49 42.75"
Accounts Payable,11,74,39.33,30.41
Payable/Accrued,-,-,-,-
Accrued Expenses,-,5.58,11.29,2.75
Notes Payable/Short Term Debt,349,304,295.06,302.43
Current Port. of LT Debt/Capital Leases,34,21,22.96,28.82
"Other Current liabilities, Total",45,76,42.49,42.75
Total Liabilities,638,645,602.03,478.49
"Total Long Term Debt 194 166 188.55 68.86  Long Term Debt 193 164 186.13 68.66  Capital Lease Obligations 1 2 2.42 0.2  Deferred Income Tax - - - 0.03  Minority Interest - - - -  Other Liabilities, Total -821.99 -690.92 2.35 2.43","Total Long Term Debt 194 166 188.55 68.86  Long Term Debt 193 164 186.13 68.66  Capital Lease Obligations 1 2 2.42 0.2  Deferred Income Tax - - - 0.03  Minority Interest - - - -  Other Liabilities, Total -821.99 -690.92 2.35 2.43","Total Long Term Debt 194 166 188.55 68.86  Long Term Debt 193 164 186.13 68.66  Capital Lease Obligations 1 2 2.42 0.2  Deferred Income Tax - - - 0.03  Minority Interest - - - -  Other Liabilities, Total -821.99 -690.92 2.35 2.43","Total Long Term Debt 194 166 188.55 68.86  Long Term Debt 193 164 186.13 68.66  Capital Lease Obligations 1 2 2.42 0.2  Deferred Income Tax - - - 0.03  Minority Interest - - - -  Other Liabilities, Total -821.99 -690.92 2.35 2.43","Total Long Term Debt 194 166 188.55 68.86  Long Term Debt 193 164 186.13 68.66  Capital Lease Obligations 1 2 2.42 0.2  Deferred Income Tax - - - 0.03  Minority Interest - - - -  Other Liabilities, Total -821.99 -690.92 2.35 2.43"
Total Long Term Debt,194,166,188.55,68.86
Long Term Debt,193,164,186.13,68.66
Capital Lease Obligations,1,2,2.42,0.2
Deferred Income Tax,-,-,-,0.03
Minority Interest,-,-,-,-
"Other Liabilities, Total",-821.99,-690.92,2.35,2.43
Total Equity,366,301,185.61,127.09
