Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,272122,300995,345003,304812
"Cash and Short Term Investments 84616 110502 114884 114002  Cash - - - -  Cash & Equivalents 84074 110497 114778 113825  Short Term Investments 542 5 106 177  Total Receivables, Net 105286 113315 105691 107744  Accounts Receivables - Trade, Net 103346 72126 72246 77354  Total Inventory 71051 67583 68180 74120  Prepaid Expenses 6835 8005 7552 8363  Other Current Assets, Total 4334 1590 48696 583","Cash and Short Term Investments 84616 110502 114884 114002  Cash - - - -  Cash & Equivalents 84074 110497 114778 113825  Short Term Investments 542 5 106 177  Total Receivables, Net 105286 113315 105691 107744  Accounts Receivables - Trade, Net 103346 72126 72246 77354  Total Inventory 71051 67583 68180 74120  Prepaid Expenses 6835 8005 7552 8363  Other Current Assets, Total 4334 1590 48696 583","Cash and Short Term Investments 84616 110502 114884 114002  Cash - - - -  Cash & Equivalents 84074 110497 114778 113825  Short Term Investments 542 5 106 177  Total Receivables, Net 105286 113315 105691 107744  Accounts Receivables - Trade, Net 103346 72126 72246 77354  Total Inventory 71051 67583 68180 74120  Prepaid Expenses 6835 8005 7552 8363  Other Current Assets, Total 4334 1590 48696 583","Cash and Short Term Investments 84616 110502 114884 114002  Cash - - - -  Cash & Equivalents 84074 110497 114778 113825  Short Term Investments 542 5 106 177  Total Receivables, Net 105286 113315 105691 107744  Accounts Receivables - Trade, Net 103346 72126 72246 77354  Total Inventory 71051 67583 68180 74120  Prepaid Expenses 6835 8005 7552 8363  Other Current Assets, Total 4334 1590 48696 583","Cash and Short Term Investments 84616 110502 114884 114002  Cash - - - -  Cash & Equivalents 84074 110497 114778 113825  Short Term Investments 542 5 106 177  Total Receivables, Net 105286 113315 105691 107744  Accounts Receivables - Trade, Net 103346 72126 72246 77354  Total Inventory 71051 67583 68180 74120  Prepaid Expenses 6835 8005 7552 8363  Other Current Assets, Total 4334 1590 48696 583"
Cash and Short Term Investments,84616,110502,114884,114002
Cash,-,-,-,-
Cash & Equivalents,84074,110497,114778,113825
Short Term Investments,542,5,106,177
"Total Receivables, Net",105286,113315,105691,107744
"Accounts Receivables - Trade, Net",103346,72126,72246,77354
Total Inventory,71051,67583,68180,74120
Prepaid Expenses,6835,8005,7552,8363
"Other Current Assets, Total",4334,1590,48696,583
Total Assets,826737,867111,939603,952444
"Property/Plant/Equipment, Total - Net 446850 460138 490312 506765  Property/Plant/Equipment, Total - Gross - 843459 840925 832986  Accumulated Depreciation, Total - -383320 -350614 -326220  Goodwill, Net - - - 27021  Intangibles, Net 65865 66219 66193 67123  Long Term Investments 21319 19196 25741 33718  Note Receivable - Long Term 1940 36 50 68  Other Long Term Assets, Total -1 20527 12304 12937  Other Assets, Total -8778 - - -","Property/Plant/Equipment, Total - Net 446850 460138 490312 506765  Property/Plant/Equipment, Total - Gross - 843459 840925 832986  Accumulated Depreciation, Total - -383320 -350614 -326220  Goodwill, Net - - - 27021  Intangibles, Net 65865 66219 66193 67123  Long Term Investments 21319 19196 25741 33718  Note Receivable - Long Term 1940 36 50 68  Other Long Term Assets, Total -1 20527 12304 12937  Other Assets, Total -8778 - - -","Property/Plant/Equipment, Total - Net 446850 460138 490312 506765  Property/Plant/Equipment, Total - Gross - 843459 840925 832986  Accumulated Depreciation, Total - -383320 -350614 -326220  Goodwill, Net - - - 27021  Intangibles, Net 65865 66219 66193 67123  Long Term Investments 21319 19196 25741 33718  Note Receivable - Long Term 1940 36 50 68  Other Long Term Assets, Total -1 20527 12304 12937  Other Assets, Total -8778 - - -","Property/Plant/Equipment, Total - Net 446850 460138 490312 506765  Property/Plant/Equipment, Total - Gross - 843459 840925 832986  Accumulated Depreciation, Total - -383320 -350614 -326220  Goodwill, Net - - - 27021  Intangibles, Net 65865 66219 66193 67123  Long Term Investments 21319 19196 25741 33718  Note Receivable - Long Term 1940 36 50 68  Other Long Term Assets, Total -1 20527 12304 12937  Other Assets, Total -8778 - - -","Property/Plant/Equipment, Total - Net 446850 460138 490312 506765  Property/Plant/Equipment, Total - Gross - 843459 840925 832986  Accumulated Depreciation, Total - -383320 -350614 -326220  Goodwill, Net - - - 27021  Intangibles, Net 65865 66219 66193 67123  Long Term Investments 21319 19196 25741 33718  Note Receivable - Long Term 1940 36 50 68  Other Long Term Assets, Total -1 20527 12304 12937  Other Assets, Total -8778 - - -"
"Property/Plant/Equipment, Total - Net",446850,460138,490312,506765
"Property/Plant/Equipment, Total - Gross",-,843459,840925,832986
"Accumulated Depreciation, Total",-,-383320,-350614,-326220
"Goodwill, Net",-,-,-,27021
"Intangibles, Net",65865,66219,66193,67123
Long Term Investments,21319,19196,25741,33718
Note Receivable - Long Term,1940,36,50,68
