Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1532,3266,4078.86,4281.23
"Cash and Short Term Investments 827 2818 3520.51 2756.84  Cash - - - -  Cash & Equivalents 827 2818 3520.51 2756.84  Short Term Investments - - - -  Total Receivables, Net 229 196 326.3 970.27  Accounts Receivables - Trade, Net 223 -178 -210.98 234.76  Total Inventory - - - -  Prepaid Expenses - 125.18 70.39 398.43  Other Current Assets, Total 476 252 161.67 155.68","Cash and Short Term Investments 827 2818 3520.51 2756.84  Cash - - - -  Cash & Equivalents 827 2818 3520.51 2756.84  Short Term Investments - - - -  Total Receivables, Net 229 196 326.3 970.27  Accounts Receivables - Trade, Net 223 -178 -210.98 234.76  Total Inventory - - - -  Prepaid Expenses - 125.18 70.39 398.43  Other Current Assets, Total 476 252 161.67 155.68","Cash and Short Term Investments 827 2818 3520.51 2756.84  Cash - - - -  Cash & Equivalents 827 2818 3520.51 2756.84  Short Term Investments - - - -  Total Receivables, Net 229 196 326.3 970.27  Accounts Receivables - Trade, Net 223 -178 -210.98 234.76  Total Inventory - - - -  Prepaid Expenses - 125.18 70.39 398.43  Other Current Assets, Total 476 252 161.67 155.68","Cash and Short Term Investments 827 2818 3520.51 2756.84  Cash - - - -  Cash & Equivalents 827 2818 3520.51 2756.84  Short Term Investments - - - -  Total Receivables, Net 229 196 326.3 970.27  Accounts Receivables - Trade, Net 223 -178 -210.98 234.76  Total Inventory - - - -  Prepaid Expenses - 125.18 70.39 398.43  Other Current Assets, Total 476 252 161.67 155.68","Cash and Short Term Investments 827 2818 3520.51 2756.84  Cash - - - -  Cash & Equivalents 827 2818 3520.51 2756.84  Short Term Investments - - - -  Total Receivables, Net 229 196 326.3 970.27  Accounts Receivables - Trade, Net 223 -178 -210.98 234.76  Total Inventory - - - -  Prepaid Expenses - 125.18 70.39 398.43  Other Current Assets, Total 476 252 161.67 155.68"
Cash and Short Term Investments,827,2818,3520.51,2756.84
Cash,-,-,-,-
Cash & Equivalents,827,2818,3520.51,2756.84
Short Term Investments,-,-,-,-
"Total Receivables, Net",229,196,326.3,970.27
"Accounts Receivables - Trade, Net",223,-178,-210.98,234.76
Total Inventory,-,-,-,-
Prepaid Expenses,-,125.18,70.39,398.43
