Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,2289,2896.18,2652.54,2364.97
"Cash and Short Term Investments 1589 1839.14 1530.93 1345.95  Cash - - - -  Cash & Equivalents 1473 1839.14 1530.93 1345.95  Short Term Investments 116 - - -  Total Receivables, Net 591 928.05 1012.99 931.93  Accounts Receivables - Trade, Net 591 928.05 1012.99 931.93  Total Inventory - - - -  Prepaid Expenses 25 48.63 67.6 69.87  Other Current Assets, Total 84 80.36 41.03 17.23","Cash and Short Term Investments 1589 1839.14 1530.93 1345.95  Cash - - - -  Cash & Equivalents 1473 1839.14 1530.93 1345.95  Short Term Investments 116 - - -  Total Receivables, Net 591 928.05 1012.99 931.93  Accounts Receivables - Trade, Net 591 928.05 1012.99 931.93  Total Inventory - - - -  Prepaid Expenses 25 48.63 67.6 69.87  Other Current Assets, Total 84 80.36 41.03 17.23","Cash and Short Term Investments 1589 1839.14 1530.93 1345.95  Cash - - - -  Cash & Equivalents 1473 1839.14 1530.93 1345.95  Short Term Investments 116 - - -  Total Receivables, Net 591 928.05 1012.99 931.93  Accounts Receivables - Trade, Net 591 928.05 1012.99 931.93  Total Inventory - - - -  Prepaid Expenses 25 48.63 67.6 69.87  Other Current Assets, Total 84 80.36 41.03 17.23","Cash and Short Term Investments 1589 1839.14 1530.93 1345.95  Cash - - - -  Cash & Equivalents 1473 1839.14 1530.93 1345.95  Short Term Investments 116 - - -  Total Receivables, Net 591 928.05 1012.99 931.93  Accounts Receivables - Trade, Net 591 928.05 1012.99 931.93  Total Inventory - - - -  Prepaid Expenses 25 48.63 67.6 69.87  Other Current Assets, Total 84 80.36 41.03 17.23","Cash and Short Term Investments 1589 1839.14 1530.93 1345.95  Cash - - - -  Cash & Equivalents 1473 1839.14 1530.93 1345.95  Short Term Investments 116 - - -  Total Receivables, Net 591 928.05 1012.99 931.93  Accounts Receivables - Trade, Net 591 928.05 1012.99 931.93  Total Inventory - - - -  Prepaid Expenses 25 48.63 67.6 69.87  Other Current Assets, Total 84 80.36 41.03 17.23"
Cash and Short Term Investments,1589,1839.14,1530.93,1345.95
Cash,-,-,-,-
Cash & Equivalents,1473,1839.14,1530.93,1345.95
Short Term Investments,116,-,-,-
"Total Receivables, Net",591,928.05,1012.99,931.93
"Accounts Receivables - Trade, Net",591,928.05,1012.99,931.93
Total Inventory,-,-,-,-
Prepaid Expenses,25,48.63,67.6,69.87
"Other Current Assets, Total",84,80.36,41.03,17.23
Total Assets,3060,3513.19,3004.25,2783.64
"Property/Plant/Equipment, Total - Net 20 24.34 2.88 4.91  Property/Plant/Equipment, Total - Gross - 346.51 385.41 525.6  Accumulated Depreciation, Total - -322.17 -382.53 -520.68  Goodwill, Net - - - -  Intangibles, Net 47 40.64 1.02 40.13  Long Term Investments 702 320.39 117.25 115.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 231.64 230.55 257.8  Other Assets, Total -391 - - -","Property/Plant/Equipment, Total - Net 20 24.34 2.88 4.91  Property/Plant/Equipment, Total - Gross - 346.51 385.41 525.6  Accumulated Depreciation, Total - -322.17 -382.53 -520.68  Goodwill, Net - - - -  Intangibles, Net 47 40.64 1.02 40.13  Long Term Investments 702 320.39 117.25 115.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 231.64 230.55 257.8  Other Assets, Total -391 - - -","Property/Plant/Equipment, Total - Net 20 24.34 2.88 4.91  Property/Plant/Equipment, Total - Gross - 346.51 385.41 525.6  Accumulated Depreciation, Total - -322.17 -382.53 -520.68  Goodwill, Net - - - -  Intangibles, Net 47 40.64 1.02 40.13  Long Term Investments 702 320.39 117.25 115.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 231.64 230.55 257.8  Other Assets, Total -391 - - -","Property/Plant/Equipment, Total - Net 20 24.34 2.88 4.91  Property/Plant/Equipment, Total - Gross - 346.51 385.41 525.6  Accumulated Depreciation, Total - -322.17 -382.53 -520.68  Goodwill, Net - - - -  Intangibles, Net 47 40.64 1.02 40.13  Long Term Investments 702 320.39 117.25 115.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 231.64 230.55 257.8  Other Assets, Total -391 - - -","Property/Plant/Equipment, Total - Net 20 24.34 2.88 4.91  Property/Plant/Equipment, Total - Gross - 346.51 385.41 525.6  Accumulated Depreciation, Total - -322.17 -382.53 -520.68  Goodwill, Net - - - -  Intangibles, Net 47 40.64 1.02 40.13  Long Term Investments 702 320.39 117.25 115.83  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 231.64 230.55 257.8  Other Assets, Total -391 - - -"
"Property/Plant/Equipment, Total - Net",20,24.34,2.88,4.91
"Property/Plant/Equipment, Total - Gross",-,346.51,385.41,525.6
"Accumulated Depreciation, Total",-,-322.17,-382.53,-520.68
"Goodwill, Net",-,-,-,-
"Intangibles, Net",47,40.64,1.02,40.13
Long Term Investments,702,320.39,117.25,115.83
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,231.64,230.55,257.8
"Other Assets, Total",-391,-,-,-
Total Current Liabilities,757,761.67,719.24,778.71
"Accounts Payable 145 102.11 90.72 101.01  Payable/Accrued - - - -  Accrued Expenses 309 463.7 527.26 533.22  Notes Payable/Short Term Debt 30 30 - -  Current Port. of LT Debt/Capital Leases 3 4 - -  Other Current liabilities, Total 270 161.87 101.27 144.48","Accounts Payable 145 102.11 90.72 101.01  Payable/Accrued - - - -  Accrued Expenses 309 463.7 527.26 533.22  Notes Payable/Short Term Debt 30 30 - -  Current Port. of LT Debt/Capital Leases 3 4 - -  Other Current liabilities, Total 270 161.87 101.27 144.48","Accounts Payable 145 102.11 90.72 101.01  Payable/Accrued - - - -  Accrued Expenses 309 463.7 527.26 533.22  Notes Payable/Short Term Debt 30 30 - -  Current Port. of LT Debt/Capital Leases 3 4 - -  Other Current liabilities, Total 270 161.87 101.27 144.48","Accounts Payable 145 102.11 90.72 101.01  Payable/Accrued - - - -  Accrued Expenses 309 463.7 527.26 533.22  Notes Payable/Short Term Debt 30 30 - -  Current Port. of LT Debt/Capital Leases 3 4 - -  Other Current liabilities, Total 270 161.87 101.27 144.48","Accounts Payable 145 102.11 90.72 101.01  Payable/Accrued - - - -  Accrued Expenses 309 463.7 527.26 533.22  Notes Payable/Short Term Debt 30 30 - -  Current Port. of LT Debt/Capital Leases 3 4 - -  Other Current liabilities, Total 270 161.87 101.27 144.48"
Accounts Payable,145,102.11,90.72,101.01
Payable/Accrued,-,-,-,-
Accrued Expenses,309,463.7,527.26,533.22
Notes Payable/Short Term Debt,30,30,-,-
Current Port. of LT Debt/Capital Leases,3,4,-,-
"Other Current liabilities, Total",270,161.87,101.27,144.48
Total Liabilities,872,875.35,719.24,778.71
"Total Long Term Debt 109 113.67 - -  Long Term Debt 109 113.67 - -  Capital Lease Obligations - - - -  Deferred Income Tax 3 - - -  Minority Interest - - - -  Other Liabilities, Total -170.67 - - -","Total Long Term Debt 109 113.67 - -  Long Term Debt 109 113.67 - -  Capital Lease Obligations - - - -  Deferred Income Tax 3 - - -  Minority Interest - - - -  Other Liabilities, Total -170.67 - - -","Total Long Term Debt 109 113.67 - -  Long Term Debt 109 113.67 - -  Capital Lease Obligations - - - -  Deferred Income Tax 3 - - -  Minority Interest - - - -  Other Liabilities, Total -170.67 - - -","Total Long Term Debt 109 113.67 - -  Long Term Debt 109 113.67 - -  Capital Lease Obligations - - - -  Deferred Income Tax 3 - - -  Minority Interest - - - -  Other Liabilities, Total -170.67 - - -","Total Long Term Debt 109 113.67 - -  Long Term Debt 109 113.67 - -  Capital Lease Obligations - - - -  Deferred Income Tax 3 - - -  Minority Interest - - - -  Other Liabilities, Total -170.67 - - -"
Total Long Term Debt,109,113.67,-,-
Long Term Debt,109,113.67,-,-
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,3,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-170.67,-,-,-
Total Equity,2188,2637.85,2285.01,2004.93
