Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3143,2702,2637,2313.49
"Cash and Short Term Investments 1890 1722 1653 1345.24  Cash - - - -  Cash & Equivalents 1890 1722 1653 1345.24  Short Term Investments - - - -  Total Receivables, Net 1079 839 848 831.22  Accounts Receivables - Trade, Net 1079 839 848 831.03  Total Inventory 15 15 9 13  Prepaid Expenses - - - 29.81  Other Current Assets, Total 159 126 127 94.22","Cash and Short Term Investments 1890 1722 1653 1345.24  Cash - - - -  Cash & Equivalents 1890 1722 1653 1345.24  Short Term Investments - - - -  Total Receivables, Net 1079 839 848 831.22  Accounts Receivables - Trade, Net 1079 839 848 831.03  Total Inventory 15 15 9 13  Prepaid Expenses - - - 29.81  Other Current Assets, Total 159 126 127 94.22","Cash and Short Term Investments 1890 1722 1653 1345.24  Cash - - - -  Cash & Equivalents 1890 1722 1653 1345.24  Short Term Investments - - - -  Total Receivables, Net 1079 839 848 831.22  Accounts Receivables - Trade, Net 1079 839 848 831.03  Total Inventory 15 15 9 13  Prepaid Expenses - - - 29.81  Other Current Assets, Total 159 126 127 94.22","Cash and Short Term Investments 1890 1722 1653 1345.24  Cash - - - -  Cash & Equivalents 1890 1722 1653 1345.24  Short Term Investments - - - -  Total Receivables, Net 1079 839 848 831.22  Accounts Receivables - Trade, Net 1079 839 848 831.03  Total Inventory 15 15 9 13  Prepaid Expenses - - - 29.81  Other Current Assets, Total 159 126 127 94.22","Cash and Short Term Investments 1890 1722 1653 1345.24  Cash - - - -  Cash & Equivalents 1890 1722 1653 1345.24  Short Term Investments - - - -  Total Receivables, Net 1079 839 848 831.22  Accounts Receivables - Trade, Net 1079 839 848 831.03  Total Inventory 15 15 9 13  Prepaid Expenses - - - 29.81  Other Current Assets, Total 159 126 127 94.22"
Cash and Short Term Investments,1890,1722,1653,1345.24
Cash,-,-,-,-
Cash & Equivalents,1890,1722,1653,1345.24
Short Term Investments,-,-,-,-
"Total Receivables, Net",1079,839,848,831.22
"Accounts Receivables - Trade, Net",1079,839,848,831.03
Total Inventory,15,15,9,13
Prepaid Expenses,-,-,-,29.81
"Other Current Assets, Total",159,126,127,94.22
