Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,3442,3107.86,2937.45,3428.6
"Cash and Short Term Investments 1147 1276.61 1217.77 1204.9  Cash - - - -  Cash & Equivalents 1147 1276.61 1217.77 1204.9  Short Term Investments - - - -  Total Receivables, Net 1344 1082.61 1134.55 1343.54  Accounts Receivables - Trade, Net 1344 988.3 870.59 1153.39  Total Inventory 947 746.24 582.26 876.8  Prepaid Expenses 2 1.33 0.78 2.24  Other Current Assets, Total 2 1.08 2.08 1.12","Cash and Short Term Investments 1147 1276.61 1217.77 1204.9  Cash - - - -  Cash & Equivalents 1147 1276.61 1217.77 1204.9  Short Term Investments - - - -  Total Receivables, Net 1344 1082.61 1134.55 1343.54  Accounts Receivables - Trade, Net 1344 988.3 870.59 1153.39  Total Inventory 947 746.24 582.26 876.8  Prepaid Expenses 2 1.33 0.78 2.24  Other Current Assets, Total 2 1.08 2.08 1.12","Cash and Short Term Investments 1147 1276.61 1217.77 1204.9  Cash - - - -  Cash & Equivalents 1147 1276.61 1217.77 1204.9  Short Term Investments - - - -  Total Receivables, Net 1344 1082.61 1134.55 1343.54  Accounts Receivables - Trade, Net 1344 988.3 870.59 1153.39  Total Inventory 947 746.24 582.26 876.8  Prepaid Expenses 2 1.33 0.78 2.24  Other Current Assets, Total 2 1.08 2.08 1.12","Cash and Short Term Investments 1147 1276.61 1217.77 1204.9  Cash - - - -  Cash & Equivalents 1147 1276.61 1217.77 1204.9  Short Term Investments - - - -  Total Receivables, Net 1344 1082.61 1134.55 1343.54  Accounts Receivables - Trade, Net 1344 988.3 870.59 1153.39  Total Inventory 947 746.24 582.26 876.8  Prepaid Expenses 2 1.33 0.78 2.24  Other Current Assets, Total 2 1.08 2.08 1.12","Cash and Short Term Investments 1147 1276.61 1217.77 1204.9  Cash - - - -  Cash & Equivalents 1147 1276.61 1217.77 1204.9  Short Term Investments - - - -  Total Receivables, Net 1344 1082.61 1134.55 1343.54  Accounts Receivables - Trade, Net 1344 988.3 870.59 1153.39  Total Inventory 947 746.24 582.26 876.8  Prepaid Expenses 2 1.33 0.78 2.24  Other Current Assets, Total 2 1.08 2.08 1.12"
Cash and Short Term Investments,1147,1276.61,1217.77,1204.9
Cash,-,-,-,-
Cash & Equivalents,1147,1276.61,1217.77,1204.9
Short Term Investments,-,-,-,-
"Total Receivables, Net",1344,1082.61,1134.55,1343.54
"Accounts Receivables - Trade, Net",1344,988.3,870.59,1153.39
Total Inventory,947,746.24,582.26,876.8
Prepaid Expenses,2,1.33,0.78,2.24
"Other Current Assets, Total",2,1.08,2.08,1.12
Total Assets,5971,5746.02,5735.93,6450.34
"Property/Plant/Equipment, Total - Net 1018 1099.94 1235.26 1300.84  Property/Plant/Equipment, Total - Gross - 8483.69 8583.51 8544.61  Accumulated Depreciation, Total - -7383.75 -7348.25 -7243.77  Goodwill, Net - - - -  Intangibles, Net 3 5.58 7.79 7.93  Long Term Investments 1506 1462.14 1486.3 1647.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 70.5 69.13 65.45  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 1018 1099.94 1235.26 1300.84  Property/Plant/Equipment, Total - Gross - 8483.69 8583.51 8544.61  Accumulated Depreciation, Total - -7383.75 -7348.25 -7243.77  Goodwill, Net - - - -  Intangibles, Net 3 5.58 7.79 7.93  Long Term Investments 1506 1462.14 1486.3 1647.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 70.5 69.13 65.45  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 1018 1099.94 1235.26 1300.84  Property/Plant/Equipment, Total - Gross - 8483.69 8583.51 8544.61  Accumulated Depreciation, Total - -7383.75 -7348.25 -7243.77  Goodwill, Net - - - -  Intangibles, Net 3 5.58 7.79 7.93  Long Term Investments 1506 1462.14 1486.3 1647.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 70.5 69.13 65.45  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 1018 1099.94 1235.26 1300.84  Property/Plant/Equipment, Total - Gross - 8483.69 8583.51 8544.61  Accumulated Depreciation, Total - -7383.75 -7348.25 -7243.77  Goodwill, Net - - - -  Intangibles, Net 3 5.58 7.79 7.93  Long Term Investments 1506 1462.14 1486.3 1647.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 70.5 69.13 65.45  Other Assets, Total -395 - - -","Property/Plant/Equipment, Total - Net 1018 1099.94 1235.26 1300.84  Property/Plant/Equipment, Total - Gross - 8483.69 8583.51 8544.61  Accumulated Depreciation, Total - -7383.75 -7348.25 -7243.77  Goodwill, Net - - - -  Intangibles, Net 3 5.58 7.79 7.93  Long Term Investments 1506 1462.14 1486.3 1647.51  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 70.5 69.13 65.45  Other Assets, Total -395 - - -"
"Property/Plant/Equipment, Total - Net",1018,1099.94,1235.26,1300.84
"Property/Plant/Equipment, Total - Gross",-,8483.69,8583.51,8544.61
"Accumulated Depreciation, Total",-,-7383.75,-7348.25,-7243.77
"Goodwill, Net",-,-,-,-
"Intangibles, Net",3,5.58,7.79,7.93
Long Term Investments,1506,1462.14,1486.3,1647.51
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,70.5,69.13,65.45
"Other Assets, Total",-395,-,-,-
Total Current Liabilities,2683,2503.99,2265.39,2566.58
"Accounts Payable 725 703.08 437.55 779.77  Payable/Accrued - - - -  Accrued Expenses 36 53.16 59.69 108.2  Notes Payable/Short Term Debt 1704 1600 1600 1400  Current Port. of LT Debt/Capital Leases - 1.03 53.9 73.6  Other Current liabilities, Total 218 146.71 114.25 205.02","Accounts Payable 725 703.08 437.55 779.77  Payable/Accrued - - - -  Accrued Expenses 36 53.16 59.69 108.2  Notes Payable/Short Term Debt 1704 1600 1600 1400  Current Port. of LT Debt/Capital Leases - 1.03 53.9 73.6  Other Current liabilities, Total 218 146.71 114.25 205.02","Accounts Payable 725 703.08 437.55 779.77  Payable/Accrued - - - -  Accrued Expenses 36 53.16 59.69 108.2  Notes Payable/Short Term Debt 1704 1600 1600 1400  Current Port. of LT Debt/Capital Leases - 1.03 53.9 73.6  Other Current liabilities, Total 218 146.71 114.25 205.02","Accounts Payable 725 703.08 437.55 779.77  Payable/Accrued - - - -  Accrued Expenses 36 53.16 59.69 108.2  Notes Payable/Short Term Debt 1704 1600 1600 1400  Current Port. of LT Debt/Capital Leases - 1.03 53.9 73.6  Other Current liabilities, Total 218 146.71 114.25 205.02","Accounts Payable 725 703.08 437.55 779.77  Payable/Accrued - - - -  Accrued Expenses 36 53.16 59.69 108.2  Notes Payable/Short Term Debt 1704 1600 1600 1400  Current Port. of LT Debt/Capital Leases - 1.03 53.9 73.6  Other Current liabilities, Total 218 146.71 114.25 205.02"
Accounts Payable,725,703.08,437.55,779.77
Payable/Accrued,-,-,-,-
Accrued Expenses,36,53.16,59.69,108.2
Notes Payable/Short Term Debt,1704,1600,1600,1400
Current Port. of LT Debt/Capital Leases,-,1.03,53.9,73.6
"Other Current liabilities, Total",218,146.71,114.25,205.02
Total Liabilities,3475,3309.68,3066.68,3279.19
"Total Long Term Debt - - 2.26 56.16  Long Term Debt - - 2.26 56.16  Capital Lease Obligations - - - -  Deferred Income Tax 108 147.56 159.17 38.62  Minority Interest - - - -  Other Liabilities, Total -1020 658.13 639.86 617.83","Total Long Term Debt - - 2.26 56.16  Long Term Debt - - 2.26 56.16  Capital Lease Obligations - - - -  Deferred Income Tax 108 147.56 159.17 38.62  Minority Interest - - - -  Other Liabilities, Total -1020 658.13 639.86 617.83","Total Long Term Debt - - 2.26 56.16  Long Term Debt - - 2.26 56.16  Capital Lease Obligations - - - -  Deferred Income Tax 108 147.56 159.17 38.62  Minority Interest - - - -  Other Liabilities, Total -1020 658.13 639.86 617.83","Total Long Term Debt - - 2.26 56.16  Long Term Debt - - 2.26 56.16  Capital Lease Obligations - - - -  Deferred Income Tax 108 147.56 159.17 38.62  Minority Interest - - - -  Other Liabilities, Total -1020 658.13 639.86 617.83","Total Long Term Debt - - 2.26 56.16  Long Term Debt - - 2.26 56.16  Capital Lease Obligations - - - -  Deferred Income Tax 108 147.56 159.17 38.62  Minority Interest - - - -  Other Liabilities, Total -1020 658.13 639.86 617.83"
Total Long Term Debt,-,-,2.26,56.16
Long Term Debt,-,-,2.26,56.16
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,108,147.56,159.17,38.62
Minority Interest,-,-,-,-
"Other Liabilities, Total",-1020,658.13,639.86,617.83
Total Equity,2496,2436.34,2669.25,3171.15
