Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,3942.87,3045.57,3589.95,3862.49
"Cash and Short Term Investments 1466.21 1024.5 755.51 1016.96  Cash - - - -  Cash & Equivalents 1466.21 1024.5 755.51 1016.96  Short Term Investments - - - -  Total Receivables, Net 1443.05 1194.36 1561.05 1491.07  Accounts Receivables - Trade, Net 1431.71 989.01 1214.18 1046.49  Total Inventory 1015.54 807.79 1252.6 1333.93  Prepaid Expenses 14.09 13.63 13.74 14.27  Other Current Assets, Total 3.99 5.29 7.05 6.25","Cash and Short Term Investments 1466.21 1024.5 755.51 1016.96  Cash - - - -  Cash & Equivalents 1466.21 1024.5 755.51 1016.96  Short Term Investments - - - -  Total Receivables, Net 1443.05 1194.36 1561.05 1491.07  Accounts Receivables - Trade, Net 1431.71 989.01 1214.18 1046.49  Total Inventory 1015.54 807.79 1252.6 1333.93  Prepaid Expenses 14.09 13.63 13.74 14.27  Other Current Assets, Total 3.99 5.29 7.05 6.25","Cash and Short Term Investments 1466.21 1024.5 755.51 1016.96  Cash - - - -  Cash & Equivalents 1466.21 1024.5 755.51 1016.96  Short Term Investments - - - -  Total Receivables, Net 1443.05 1194.36 1561.05 1491.07  Accounts Receivables - Trade, Net 1431.71 989.01 1214.18 1046.49  Total Inventory 1015.54 807.79 1252.6 1333.93  Prepaid Expenses 14.09 13.63 13.74 14.27  Other Current Assets, Total 3.99 5.29 7.05 6.25","Cash and Short Term Investments 1466.21 1024.5 755.51 1016.96  Cash - - - -  Cash & Equivalents 1466.21 1024.5 755.51 1016.96  Short Term Investments - - - -  Total Receivables, Net 1443.05 1194.36 1561.05 1491.07  Accounts Receivables - Trade, Net 1431.71 989.01 1214.18 1046.49  Total Inventory 1015.54 807.79 1252.6 1333.93  Prepaid Expenses 14.09 13.63 13.74 14.27  Other Current Assets, Total 3.99 5.29 7.05 6.25","Cash and Short Term Investments 1466.21 1024.5 755.51 1016.96  Cash - - - -  Cash & Equivalents 1466.21 1024.5 755.51 1016.96  Short Term Investments - - - -  Total Receivables, Net 1443.05 1194.36 1561.05 1491.07  Accounts Receivables - Trade, Net 1431.71 989.01 1214.18 1046.49  Total Inventory 1015.54 807.79 1252.6 1333.93  Prepaid Expenses 14.09 13.63 13.74 14.27  Other Current Assets, Total 3.99 5.29 7.05 6.25"
Cash and Short Term Investments,1466.21,1024.5,755.51,1016.96
Cash,-,-,-,-
Cash & Equivalents,1466.21,1024.5,755.51,1016.96
Short Term Investments,-,-,-,-
"Total Receivables, Net",1443.05,1194.36,1561.05,1491.07
"Accounts Receivables - Trade, Net",1431.71,989.01,1214.18,1046.49
Total Inventory,1015.54,807.79,1252.6,1333.93
Prepaid Expenses,14.09,13.63,13.74,14.27
"Other Current Assets, Total",3.99,5.29,7.05,6.25
Total Assets,8525.4,7723.47,8507.39,8814.06
"Property/Plant/Equipment, Total - Net 4258.28 4335.79 4511.91 4603.5  Property/Plant/Equipment, Total - Gross 13957.48 14323.24 15469.26 16141.75  Accumulated Depreciation, Total -9699.2 -9987.44 -10957.35 -11538.25  Goodwill, Net - - - -  Intangibles, Net 76.62 35.51 23.83 9.88  Long Term Investments 0.2 0.2 0.2 0.2  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 247.43 306.39 381.5 337.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4258.28 4335.79 4511.91 4603.5  Property/Plant/Equipment, Total - Gross 13957.48 14323.24 15469.26 16141.75  Accumulated Depreciation, Total -9699.2 -9987.44 -10957.35 -11538.25  Goodwill, Net - - - -  Intangibles, Net 76.62 35.51 23.83 9.88  Long Term Investments 0.2 0.2 0.2 0.2  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 247.43 306.39 381.5 337.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4258.28 4335.79 4511.91 4603.5  Property/Plant/Equipment, Total - Gross 13957.48 14323.24 15469.26 16141.75  Accumulated Depreciation, Total -9699.2 -9987.44 -10957.35 -11538.25  Goodwill, Net - - - -  Intangibles, Net 76.62 35.51 23.83 9.88  Long Term Investments 0.2 0.2 0.2 0.2  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 247.43 306.39 381.5 337.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4258.28 4335.79 4511.91 4603.5  Property/Plant/Equipment, Total - Gross 13957.48 14323.24 15469.26 16141.75  Accumulated Depreciation, Total -9699.2 -9987.44 -10957.35 -11538.25  Goodwill, Net - - - -  Intangibles, Net 76.62 35.51 23.83 9.88  Long Term Investments 0.2 0.2 0.2 0.2  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 247.43 306.39 381.5 337.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 4258.28 4335.79 4511.91 4603.5  Property/Plant/Equipment, Total - Gross 13957.48 14323.24 15469.26 16141.75  Accumulated Depreciation, Total -9699.2 -9987.44 -10957.35 -11538.25  Goodwill, Net - - - -  Intangibles, Net 76.62 35.51 23.83 9.88  Long Term Investments 0.2 0.2 0.2 0.2  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 247.43 306.39 381.5 337.99  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",4258.28,4335.79,4511.91,4603.5
"Property/Plant/Equipment, Total - Gross",13957.48,14323.24,15469.26,16141.75
"Accumulated Depreciation, Total",-9699.2,-9987.44,-10957.35,-11538.25
"Goodwill, Net",-,-,-,-
"Intangibles, Net",76.62,35.51,23.83,9.88
Long Term Investments,0.2,0.2,0.2,0.2
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",247.43,306.39,381.5,337.99
"Other Assets, Total",-,-,-,-
Total Current Liabilities,3745.37,3680.04,3037.7,3708.65
