Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,8904,7904,7798,4085.07
"Cash and Short Term Investments 6306 5207 5310 1894.76  Cash - - - -  Cash & Equivalents 6306 5207 5310 1894.76  Short Term Investments - - - -  Total Receivables, Net 1836 1889 1759 1421.74  Accounts Receivables - Trade, Net 1836 1889 1759 1421.74  Total Inventory 227 300 289 324.16  Prepaid Expenses 497 476 424 419.14  Other Current Assets, Total 38 32 16 25.27","Cash and Short Term Investments 6306 5207 5310 1894.76  Cash - - - -  Cash & Equivalents 6306 5207 5310 1894.76  Short Term Investments - - - -  Total Receivables, Net 1836 1889 1759 1421.74  Accounts Receivables - Trade, Net 1836 1889 1759 1421.74  Total Inventory 227 300 289 324.16  Prepaid Expenses 497 476 424 419.14  Other Current Assets, Total 38 32 16 25.27","Cash and Short Term Investments 6306 5207 5310 1894.76  Cash - - - -  Cash & Equivalents 6306 5207 5310 1894.76  Short Term Investments - - - -  Total Receivables, Net 1836 1889 1759 1421.74  Accounts Receivables - Trade, Net 1836 1889 1759 1421.74  Total Inventory 227 300 289 324.16  Prepaid Expenses 497 476 424 419.14  Other Current Assets, Total 38 32 16 25.27","Cash and Short Term Investments 6306 5207 5310 1894.76  Cash - - - -  Cash & Equivalents 6306 5207 5310 1894.76  Short Term Investments - - - -  Total Receivables, Net 1836 1889 1759 1421.74  Accounts Receivables - Trade, Net 1836 1889 1759 1421.74  Total Inventory 227 300 289 324.16  Prepaid Expenses 497 476 424 419.14  Other Current Assets, Total 38 32 16 25.27","Cash and Short Term Investments 6306 5207 5310 1894.76  Cash - - - -  Cash & Equivalents 6306 5207 5310 1894.76  Short Term Investments - - - -  Total Receivables, Net 1836 1889 1759 1421.74  Accounts Receivables - Trade, Net 1836 1889 1759 1421.74  Total Inventory 227 300 289 324.16  Prepaid Expenses 497 476 424 419.14  Other Current Assets, Total 38 32 16 25.27"
Cash and Short Term Investments,6306,5207,5310,1894.76
Cash,-,-,-,-
Cash & Equivalents,6306,5207,5310,1894.76
Short Term Investments,-,-,-,-
"Total Receivables, Net",1836,1889,1759,1421.74
"Accounts Receivables - Trade, Net",1836,1889,1759,1421.74
Total Inventory,227,300,289,324.16
Prepaid Expenses,497,476,424,419.14
"Other Current Assets, Total",38,32,16,25.27
Total Assets,21114,19663,18586,15324
