Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,35220,38874,37026,44346
"Cash and Short Term Investments 7647 11129 10130 13308  Cash - - - -  Cash & Equivalents 7647 11129 10130 13308  Short Term Investments - - - -  Total Receivables, Net 18412 17892 16717 19634  Accounts Receivables - Trade, Net 18412 17892 16717 19634  Total Inventory 8121 9095 9192 10461  Prepaid Expenses 176 178 140 152  Other Current Assets, Total 864 580 847 791","Cash and Short Term Investments 7647 11129 10130 13308  Cash - - - -  Cash & Equivalents 7647 11129 10130 13308  Short Term Investments - - - -  Total Receivables, Net 18412 17892 16717 19634  Accounts Receivables - Trade, Net 18412 17892 16717 19634  Total Inventory 8121 9095 9192 10461  Prepaid Expenses 176 178 140 152  Other Current Assets, Total 864 580 847 791","Cash and Short Term Investments 7647 11129 10130 13308  Cash - - - -  Cash & Equivalents 7647 11129 10130 13308  Short Term Investments - - - -  Total Receivables, Net 18412 17892 16717 19634  Accounts Receivables - Trade, Net 18412 17892 16717 19634  Total Inventory 8121 9095 9192 10461  Prepaid Expenses 176 178 140 152  Other Current Assets, Total 864 580 847 791","Cash and Short Term Investments 7647 11129 10130 13308  Cash - - - -  Cash & Equivalents 7647 11129 10130 13308  Short Term Investments - - - -  Total Receivables, Net 18412 17892 16717 19634  Accounts Receivables - Trade, Net 18412 17892 16717 19634  Total Inventory 8121 9095 9192 10461  Prepaid Expenses 176 178 140 152  Other Current Assets, Total 864 580 847 791","Cash and Short Term Investments 7647 11129 10130 13308  Cash - - - -  Cash & Equivalents 7647 11129 10130 13308  Short Term Investments - - - -  Total Receivables, Net 18412 17892 16717 19634  Accounts Receivables - Trade, Net 18412 17892 16717 19634  Total Inventory 8121 9095 9192 10461  Prepaid Expenses 176 178 140 152  Other Current Assets, Total 864 580 847 791"
Cash and Short Term Investments,7647,11129,10130,13308
Cash,-,-,-,-
Cash & Equivalents,7647,11129,10130,13308
Short Term Investments,-,-,-,-
"Total Receivables, Net",18412,17892,16717,19634
"Accounts Receivables - Trade, Net",18412,17892,16717,19634
Total Inventory,8121,9095,9192,10461
Prepaid Expenses,176,178,140,152
