Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,866,903.63,663.84
"Cash and Short Term Investments - 510 555.62 360.16  Cash - - - -  Cash & Equivalents - 510 555.62 360.16  Short Term Investments - - - -  Total Receivables, Net - 198 196.97 162.56  Accounts Receivables - Trade, Net - 198 196.97 162.56  Total Inventory - 71 60.57 58.83  Prepaid Expenses - 51 62.65 65.96  Other Current Assets, Total - 36 27.83 16.33","Cash and Short Term Investments - 510 555.62 360.16  Cash - - - -  Cash & Equivalents - 510 555.62 360.16  Short Term Investments - - - -  Total Receivables, Net - 198 196.97 162.56  Accounts Receivables - Trade, Net - 198 196.97 162.56  Total Inventory - 71 60.57 58.83  Prepaid Expenses - 51 62.65 65.96  Other Current Assets, Total - 36 27.83 16.33","Cash and Short Term Investments - 510 555.62 360.16  Cash - - - -  Cash & Equivalents - 510 555.62 360.16  Short Term Investments - - - -  Total Receivables, Net - 198 196.97 162.56  Accounts Receivables - Trade, Net - 198 196.97 162.56  Total Inventory - 71 60.57 58.83  Prepaid Expenses - 51 62.65 65.96  Other Current Assets, Total - 36 27.83 16.33","Cash and Short Term Investments - 510 555.62 360.16  Cash - - - -  Cash & Equivalents - 510 555.62 360.16  Short Term Investments - - - -  Total Receivables, Net - 198 196.97 162.56  Accounts Receivables - Trade, Net - 198 196.97 162.56  Total Inventory - 71 60.57 58.83  Prepaid Expenses - 51 62.65 65.96  Other Current Assets, Total - 36 27.83 16.33","Cash and Short Term Investments - 510 555.62 360.16  Cash - - - -  Cash & Equivalents - 510 555.62 360.16  Short Term Investments - - - -  Total Receivables, Net - 198 196.97 162.56  Accounts Receivables - Trade, Net - 198 196.97 162.56  Total Inventory - 71 60.57 58.83  Prepaid Expenses - 51 62.65 65.96  Other Current Assets, Total - 36 27.83 16.33"
Cash and Short Term Investments,-,510,555.62,360.16
Cash,-,-,-,-
Cash & Equivalents,-,510,555.62,360.16
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,198,196.97,162.56
"Accounts Receivables - Trade, Net",-,198,196.97,162.56
Total Inventory,-,71,60.57,58.83
Prepaid Expenses,-,51,62.65,65.96
"Other Current Assets, Total",-,36,27.83,16.33
Total Assets,-,2933,3109.6,3131.15
"Property/Plant/Equipment, Total - Net - 1377 1480.4 1670.84  Property/Plant/Equipment, Total - Gross - 4649.54 4651.72 4995.51  Accumulated Depreciation, Total - -3272.28 -3171.32 -3324.67  Goodwill, Net - 5 8.13 5.38  Intangibles, Net - 150 150.78 151.27  Long Term Investments - 533 59.8 60.71  Note Receivable - Long Term - 1.92 2.62 11.68  Other Long Term Assets, Total - 1 504.24 567.43  Other Assets, Total - -90 - -","Property/Plant/Equipment, Total - Net - 1377 1480.4 1670.84  Property/Plant/Equipment, Total - Gross - 4649.54 4651.72 4995.51  Accumulated Depreciation, Total - -3272.28 -3171.32 -3324.67  Goodwill, Net - 5 8.13 5.38  Intangibles, Net - 150 150.78 151.27  Long Term Investments - 533 59.8 60.71  Note Receivable - Long Term - 1.92 2.62 11.68  Other Long Term Assets, Total - 1 504.24 567.43  Other Assets, Total - -90 - -","Property/Plant/Equipment, Total - Net - 1377 1480.4 1670.84  Property/Plant/Equipment, Total - Gross - 4649.54 4651.72 4995.51  Accumulated Depreciation, Total - -3272.28 -3171.32 -3324.67  Goodwill, Net - 5 8.13 5.38  Intangibles, Net - 150 150.78 151.27  Long Term Investments - 533 59.8 60.71  Note Receivable - Long Term - 1.92 2.62 11.68  Other Long Term Assets, Total - 1 504.24 567.43  Other Assets, Total - -90 - -","Property/Plant/Equipment, Total - Net - 1377 1480.4 1670.84  Property/Plant/Equipment, Total - Gross - 4649.54 4651.72 4995.51  Accumulated Depreciation, Total - -3272.28 -3171.32 -3324.67  Goodwill, Net - 5 8.13 5.38  Intangibles, Net - 150 150.78 151.27  Long Term Investments - 533 59.8 60.71  Note Receivable - Long Term - 1.92 2.62 11.68  Other Long Term Assets, Total - 1 504.24 567.43  Other Assets, Total - -90 - -","Property/Plant/Equipment, Total - Net - 1377 1480.4 1670.84  Property/Plant/Equipment, Total - Gross - 4649.54 4651.72 4995.51  Accumulated Depreciation, Total - -3272.28 -3171.32 -3324.67  Goodwill, Net - 5 8.13 5.38  Intangibles, Net - 150 150.78 151.27  Long Term Investments - 533 59.8 60.71  Note Receivable - Long Term - 1.92 2.62 11.68  Other Long Term Assets, Total - 1 504.24 567.43  Other Assets, Total - -90 - -"
"Property/Plant/Equipment, Total - Net",-,1377,1480.4,1670.84
"Property/Plant/Equipment, Total - Gross",-,4649.54,4651.72,4995.51
"Accumulated Depreciation, Total",-,-3272.28,-3171.32,-3324.67
"Goodwill, Net",-,5,8.13,5.38
"Intangibles, Net",-,150,150.78,151.27
Long Term Investments,-,533,59.8,60.71
Note Receivable - Long Term,-,1.92,2.62,11.68
"Other Long Term Assets, Total",-,1,504.24,567.43
"Other Assets, Total",-,-90,-,-
Total Current Liabilities,-,629,749.3,758.32
"Accounts Payable - 126 184.6 167.3  Payable/Accrued - - - -  Accrued Expenses - 9 56.06 59.36  Notes Payable/Short Term Debt - 279 279.91 279.91  Current Port. of LT Debt/Capital Leases - 2 4.61 7.42  Other Current liabilities, Total - 213 224.12 244.33","Accounts Payable - 126 184.6 167.3  Payable/Accrued - - - -  Accrued Expenses - 9 56.06 59.36  Notes Payable/Short Term Debt - 279 279.91 279.91  Current Port. of LT Debt/Capital Leases - 2 4.61 7.42  Other Current liabilities, Total - 213 224.12 244.33","Accounts Payable - 126 184.6 167.3  Payable/Accrued - - - -  Accrued Expenses - 9 56.06 59.36  Notes Payable/Short Term Debt - 279 279.91 279.91  Current Port. of LT Debt/Capital Leases - 2 4.61 7.42  Other Current liabilities, Total - 213 224.12 244.33","Accounts Payable - 126 184.6 167.3  Payable/Accrued - - - -  Accrued Expenses - 9 56.06 59.36  Notes Payable/Short Term Debt - 279 279.91 279.91  Current Port. of LT Debt/Capital Leases - 2 4.61 7.42  Other Current liabilities, Total - 213 224.12 244.33","Accounts Payable - 126 184.6 167.3  Payable/Accrued - - - -  Accrued Expenses - 9 56.06 59.36  Notes Payable/Short Term Debt - 279 279.91 279.91  Current Port. of LT Debt/Capital Leases - 2 4.61 7.42  Other Current liabilities, Total - 213 224.12 244.33"
Accounts Payable,-,126,184.6,167.3
Payable/Accrued,-,-,-,-
Accrued Expenses,-,9,56.06,59.36
Notes Payable/Short Term Debt,-,279,279.91,279.91
Current Port. of LT Debt/Capital Leases,-,2,4.61,7.42
"Other Current liabilities, Total",-,213,224.12,244.33
Total Liabilities,-,2930,3064.98,3112.34
"Total Long Term Debt - 2174 2180.97 2228.58  Long Term Debt - 2174 2177.82 2220.82  Capital Lease Obligations - 0.93 3.14 7.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - -152 134.71 125.44","Total Long Term Debt - 2174 2180.97 2228.58  Long Term Debt - 2174 2177.82 2220.82  Capital Lease Obligations - 0.93 3.14 7.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - -152 134.71 125.44","Total Long Term Debt - 2174 2180.97 2228.58  Long Term Debt - 2174 2177.82 2220.82  Capital Lease Obligations - 0.93 3.14 7.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - -152 134.71 125.44","Total Long Term Debt - 2174 2180.97 2228.58  Long Term Debt - 2174 2177.82 2220.82  Capital Lease Obligations - 0.93 3.14 7.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - -152 134.71 125.44","Total Long Term Debt - 2174 2180.97 2228.58  Long Term Debt - 2174 2177.82 2220.82  Capital Lease Obligations - 0.93 3.14 7.75  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - -152 134.71 125.44"
Total Long Term Debt,-,2174,2180.97,2228.58
Long Term Debt,-,2174,2177.82,2220.82
Capital Lease Obligations,-,0.93,3.14,7.75
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-,-152,134.71,125.44
Total Equity,-,3,44.62,18.8
"Redeemable Preferred Stock, Total - 100 100 100  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 814 729.87 609.24  Additional Paid-In Capital - 473 389.42 268.79  Retained Earnings (Accumulated Deficit) - -1283 -1173.67 -957.52  Treasury Stock - Common - -0.05 -0.05 -0.05  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -1.84 -0.95 -1.65  Other Equity, Total - -1 -0 -0","Redeemable Preferred Stock, Total - 100 100 100  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 814 729.87 609.24  Additional Paid-In Capital - 473 389.42 268.79  Retained Earnings (Accumulated Deficit) - -1283 -1173.67 -957.52  Treasury Stock - Common - -0.05 -0.05 -0.05  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -1.84 -0.95 -1.65  Other Equity, Total - -1 -0 -0","Redeemable Preferred Stock, Total - 100 100 100  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 814 729.87 609.24  Additional Paid-In Capital - 473 389.42 268.79  Retained Earnings (Accumulated Deficit) - -1283 -1173.67 -957.52  Treasury Stock - Common - -0.05 -0.05 -0.05  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -1.84 -0.95 -1.65  Other Equity, Total - -1 -0 -0","Redeemable Preferred Stock, Total - 100 100 100  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 814 729.87 609.24  Additional Paid-In Capital - 473 389.42 268.79  Retained Earnings (Accumulated Deficit) - -1283 -1173.67 -957.52  Treasury Stock - Common - -0.05 -0.05 -0.05  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -1.84 -0.95 -1.65  Other Equity, Total - -1 -0 -0","Redeemable Preferred Stock, Total - 100 100 100  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 814 729.87 609.24  Additional Paid-In Capital - 473 389.42 268.79  Retained Earnings (Accumulated Deficit) - -1283 -1173.67 -957.52  Treasury Stock - Common - -0.05 -0.05 -0.05  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - -1.84 -0.95 -1.65  Other Equity, Total - -1 -0 -0"
"Redeemable Preferred Stock, Total",-,100,100,100
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",-,814,729.87,609.24
Additional Paid-In Capital,-,473,389.42,268.79
Retained Earnings (Accumulated Deficit),-,-1283,-1173.67,-957.52
Treasury Stock - Common,-,-0.05,-0.05,-0.05
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-1.84,-0.95,-1.65
"Other Equity, Total",-,-1,-0,-0
Total Liabilities & Shareholders' Equity,-,2933,3109.6,3131.15
Total Common Shares Outstanding,3.27,2.47,2.4,1.76
Total Preferred Shares Outstanding,-,-,0.1,0.1
