Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1995903,1836690,1860832,1698917
"Cash and Short Term Investments 435238 448332 532918 364836  Cash - - - -  Cash & Equivalents 419462 430778 342167 217049  Short Term Investments 15776 17554 190751 147787  Total Receivables, Net 799875 722334 1010770 985109  Accounts Receivables - Trade, Net 799875 722334 975822 944058  Total Inventory 267576 246244 185548 199326  Prepaid Expenses - 59656 - -  Other Current Assets, Total 493214 360124 131596 149646","Cash and Short Term Investments 435238 448332 532918 364836  Cash - - - -  Cash & Equivalents 419462 430778 342167 217049  Short Term Investments 15776 17554 190751 147787  Total Receivables, Net 799875 722334 1010770 985109  Accounts Receivables - Trade, Net 799875 722334 975822 944058  Total Inventory 267576 246244 185548 199326  Prepaid Expenses - 59656 - -  Other Current Assets, Total 493214 360124 131596 149646","Cash and Short Term Investments 435238 448332 532918 364836  Cash - - - -  Cash & Equivalents 419462 430778 342167 217049  Short Term Investments 15776 17554 190751 147787  Total Receivables, Net 799875 722334 1010770 985109  Accounts Receivables - Trade, Net 799875 722334 975822 944058  Total Inventory 267576 246244 185548 199326  Prepaid Expenses - 59656 - -  Other Current Assets, Total 493214 360124 131596 149646","Cash and Short Term Investments 435238 448332 532918 364836  Cash - - - -  Cash & Equivalents 419462 430778 342167 217049  Short Term Investments 15776 17554 190751 147787  Total Receivables, Net 799875 722334 1010770 985109  Accounts Receivables - Trade, Net 799875 722334 975822 944058  Total Inventory 267576 246244 185548 199326  Prepaid Expenses - 59656 - -  Other Current Assets, Total 493214 360124 131596 149646","Cash and Short Term Investments 435238 448332 532918 364836  Cash - - - -  Cash & Equivalents 419462 430778 342167 217049  Short Term Investments 15776 17554 190751 147787  Total Receivables, Net 799875 722334 1010770 985109  Accounts Receivables - Trade, Net 799875 722334 975822 944058  Total Inventory 267576 246244 185548 199326  Prepaid Expenses - 59656 - -  Other Current Assets, Total 493214 360124 131596 149646"
Cash and Short Term Investments,435238,448332,532918,364836
Cash,-,-,-,-
Cash & Equivalents,419462,430778,342167,217049
Short Term Investments,15776,17554,190751,147787
"Total Receivables, Net",799875,722334,1010770,985109
"Accounts Receivables - Trade, Net",799875,722334,975822,944058
Total Inventory,267576,246244,185548,199326
Prepaid Expenses,-,59656,-,-
"Other Current Assets, Total",493214,360124,131596,149646
Total Assets,-,3761733,3668564,3123254
"Property/Plant/Equipment, Total - Net 563384 540257 553171 558077  Property/Plant/Equipment, Total - Gross - - 1553830 1522624  Accumulated Depreciation, Total - - -1000659 -1059466  Goodwill, Net 355572 335978 300530 182334  Intangibles, Net 378250 374703 368858 199093  Long Term Investments 531011 520792 283743 293418  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 361091 301430 191415  Other Assets, Total 136621 54901 - -","Property/Plant/Equipment, Total - Net 563384 540257 553171 558077  Property/Plant/Equipment, Total - Gross - - 1553830 1522624  Accumulated Depreciation, Total - - -1000659 -1059466  Goodwill, Net 355572 335978 300530 182334  Intangibles, Net 378250 374703 368858 199093  Long Term Investments 531011 520792 283743 293418  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 361091 301430 191415  Other Assets, Total 136621 54901 - -","Property/Plant/Equipment, Total - Net 563384 540257 553171 558077  Property/Plant/Equipment, Total - Gross - - 1553830 1522624  Accumulated Depreciation, Total - - -1000659 -1059466  Goodwill, Net 355572 335978 300530 182334  Intangibles, Net 378250 374703 368858 199093  Long Term Investments 531011 520792 283743 293418  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 361091 301430 191415  Other Assets, Total 136621 54901 - -","Property/Plant/Equipment, Total - Net 563384 540257 553171 558077  Property/Plant/Equipment, Total - Gross - - 1553830 1522624  Accumulated Depreciation, Total - - -1000659 -1059466  Goodwill, Net 355572 335978 300530 182334  Intangibles, Net 378250 374703 368858 199093  Long Term Investments 531011 520792 283743 293418  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 361091 301430 191415  Other Assets, Total 136621 54901 - -","Property/Plant/Equipment, Total - Net 563384 540257 553171 558077  Property/Plant/Equipment, Total - Gross - - 1553830 1522624  Accumulated Depreciation, Total - - -1000659 -1059466  Goodwill, Net 355572 335978 300530 182334  Intangibles, Net 378250 374703 368858 199093  Long Term Investments 531011 520792 283743 293418  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 361091 301430 191415  Other Assets, Total 136621 54901 - -"
"Property/Plant/Equipment, Total - Net",563384,540257,553171,558077
"Property/Plant/Equipment, Total - Gross",-,-,1553830,1522624
"Accumulated Depreciation, Total",-,-,-1000659,-1059466
"Goodwill, Net",355572,335978,300530,182334
"Intangibles, Net",378250,374703,368858,199093
Long Term Investments,531011,520792,283743,293418
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",-,361091,301430,191415
"Other Assets, Total",136621,54901,-,-
Total Current Liabilities,1365509,1333983,1197523,1221867
"Accounts Payable 497625 446788 419253 403673  Payable/Accrued - - - -  Accrued Expenses 240870 232257 215965 191440  Notes Payable/Short Term Debt - 82243 40969 96976  Current Port. of LT Debt/Capital Leases 177923 153993 58021 105101  Other Current liabilities, Total 449091 418702 463315 424677","Accounts Payable 497625 446788 419253 403673  Payable/Accrued - - - -  Accrued Expenses 240870 232257 215965 191440  Notes Payable/Short Term Debt - 82243 40969 96976  Current Port. of LT Debt/Capital Leases 177923 153993 58021 105101  Other Current liabilities, Total 449091 418702 463315 424677","Accounts Payable 497625 446788 419253 403673  Payable/Accrued - - - -  Accrued Expenses 240870 232257 215965 191440  Notes Payable/Short Term Debt - 82243 40969 96976  Current Port. of LT Debt/Capital Leases 177923 153993 58021 105101  Other Current liabilities, Total 449091 418702 463315 424677","Accounts Payable 497625 446788 419253 403673  Payable/Accrued - - - -  Accrued Expenses 240870 232257 215965 191440  Notes Payable/Short Term Debt - 82243 40969 96976  Current Port. of LT Debt/Capital Leases 177923 153993 58021 105101  Other Current liabilities, Total 449091 418702 463315 424677","Accounts Payable 497625 446788 419253 403673  Payable/Accrued - - - -  Accrued Expenses 240870 232257 215965 191440  Notes Payable/Short Term Debt - 82243 40969 96976  Current Port. of LT Debt/Capital Leases 177923 153993 58021 105101  Other Current liabilities, Total 449091 418702 463315 424677"
Accounts Payable,497625,446788,419253,403673
Payable/Accrued,-,-,-,-
Accrued Expenses,240870,232257,215965,191440
Notes Payable/Short Term Debt,-,82243,40969,96976
Current Port. of LT Debt/Capital Leases,177923,153993,58021,105101
"Other Current liabilities, Total",449091,418702,463315,424677
Total Liabilities,2071326,1975091,2360413,2212580
"Total Long Term Debt 430558 361140 603866 473342  Long Term Debt - 257899 488739 364828  Capital Lease Obligations 109764 103241 115127 108514  Deferred Income Tax - 44782 - -  Minority Interest 288907 273139 253675 203849  Other Liabilities, Total -13648 -353150 305349 313522","Total Long Term Debt 430558 361140 603866 473342  Long Term Debt - 257899 488739 364828  Capital Lease Obligations 109764 103241 115127 108514  Deferred Income Tax - 44782 - -  Minority Interest 288907 273139 253675 203849  Other Liabilities, Total -13648 -353150 305349 313522","Total Long Term Debt 430558 361140 603866 473342  Long Term Debt - 257899 488739 364828  Capital Lease Obligations 109764 103241 115127 108514  Deferred Income Tax - 44782 - -  Minority Interest 288907 273139 253675 203849  Other Liabilities, Total -13648 -353150 305349 313522","Total Long Term Debt 430558 361140 603866 473342  Long Term Debt - 257899 488739 364828  Capital Lease Obligations 109764 103241 115127 108514  Deferred Income Tax - 44782 - -  Minority Interest 288907 273139 253675 203849  Other Liabilities, Total -13648 -353150 305349 313522","Total Long Term Debt 430558 361140 603866 473342  Long Term Debt - 257899 488739 364828  Capital Lease Obligations 109764 103241 115127 108514  Deferred Income Tax - 44782 - -  Minority Interest 288907 273139 253675 203849  Other Liabilities, Total -13648 -353150 305349 313522"
Total Long Term Debt,430558,361140,603866,473342
Long Term Debt,-,257899,488739,364828
Capital Lease Obligations,109764,103241,115127,108514
Deferred Income Tax,-,44782,-,-
Minority Interest,288907,273139,253675,203849
"Other Liabilities, Total",-13648,-353150,305349,313522
Total Equity,1912724,1786642,1308151,910674
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 427831 427831 427831 397199  Additional Paid-In Capital 165034 169090 168965 139735  Retained Earnings (Accumulated Deficit) - 678653 564660 436361  Treasury Stock - Common -31588 -1906 -1578 -4157  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 586843 512974 148273 -58464","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 427831 427831 427831 397199  Additional Paid-In Capital 165034 169090 168965 139735  Retained Earnings (Accumulated Deficit) - 678653 564660 436361  Treasury Stock - Common -31588 -1906 -1578 -4157  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 586843 512974 148273 -58464","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 427831 427831 427831 397199  Additional Paid-In Capital 165034 169090 168965 139735  Retained Earnings (Accumulated Deficit) - 678653 564660 436361  Treasury Stock - Common -31588 -1906 -1578 -4157  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 586843 512974 148273 -58464","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 427831 427831 427831 397199  Additional Paid-In Capital 165034 169090 168965 139735  Retained Earnings (Accumulated Deficit) - 678653 564660 436361  Treasury Stock - Common -31588 -1906 -1578 -4157  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 586843 512974 148273 -58464","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 427831 427831 427831 397199  Additional Paid-In Capital 165034 169090 168965 139735  Retained Earnings (Accumulated Deficit) - 678653 564660 436361  Treasury Stock - Common -31588 -1906 -1578 -4157  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 586843 512974 148273 -58464"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",427831,427831,427831,397199
Additional Paid-In Capital,165034,169090,168965,139735
Retained Earnings (Accumulated Deficit),-,678653,564660,436361
Treasury Stock - Common,-31588,-1906,-1578,-4157
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",586843,512974,148273,-58464
Total Liabilities & Shareholders' Equity,3984050,3761733,3668564,3123254
Total Common Shares Outstanding,-,272.46,272.49,259.59
Total Preferred Shares Outstanding,-,-,-,-
