Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1274,1261.15,1334.93,320.71
"Cash and Short Term Investments 1184 1185.78 1291.49 292.86  Cash - - - -  Cash & Equivalents 1184 1185.78 1291.49 292.86  Short Term Investments - - - -  Total Receivables, Net 21 41.86 14.87 7.64  Accounts Receivables - Trade, Net 21 41.86 14.87 7.64  Total Inventory - - - -  Prepaid Expenses - 28.55 15.32 20.2  Other Current Assets, Total 69 4.97 13.24 -","Cash and Short Term Investments 1184 1185.78 1291.49 292.86  Cash - - - -  Cash & Equivalents 1184 1185.78 1291.49 292.86  Short Term Investments - - - -  Total Receivables, Net 21 41.86 14.87 7.64  Accounts Receivables - Trade, Net 21 41.86 14.87 7.64  Total Inventory - - - -  Prepaid Expenses - 28.55 15.32 20.2  Other Current Assets, Total 69 4.97 13.24 -","Cash and Short Term Investments 1184 1185.78 1291.49 292.86  Cash - - - -  Cash & Equivalents 1184 1185.78 1291.49 292.86  Short Term Investments - - - -  Total Receivables, Net 21 41.86 14.87 7.64  Accounts Receivables - Trade, Net 21 41.86 14.87 7.64  Total Inventory - - - -  Prepaid Expenses - 28.55 15.32 20.2  Other Current Assets, Total 69 4.97 13.24 -","Cash and Short Term Investments 1184 1185.78 1291.49 292.86  Cash - - - -  Cash & Equivalents 1184 1185.78 1291.49 292.86  Short Term Investments - - - -  Total Receivables, Net 21 41.86 14.87 7.64  Accounts Receivables - Trade, Net 21 41.86 14.87 7.64  Total Inventory - - - -  Prepaid Expenses - 28.55 15.32 20.2  Other Current Assets, Total 69 4.97 13.24 -","Cash and Short Term Investments 1184 1185.78 1291.49 292.86  Cash - - - -  Cash & Equivalents 1184 1185.78 1291.49 292.86  Short Term Investments - - - -  Total Receivables, Net 21 41.86 14.87 7.64  Accounts Receivables - Trade, Net 21 41.86 14.87 7.64  Total Inventory - - - -  Prepaid Expenses - 28.55 15.32 20.2  Other Current Assets, Total 69 4.97 13.24 -"
Cash and Short Term Investments,1184,1185.78,1291.49,292.86
Cash,-,-,-,-
Cash & Equivalents,1184,1185.78,1291.49,292.86
Short Term Investments,-,-,-,-
"Total Receivables, Net",21,41.86,14.87,7.64
"Accounts Receivables - Trade, Net",21,41.86,14.87,7.64
Total Inventory,-,-,-,-
Prepaid Expenses,-,28.55,15.32,20.2
"Other Current Assets, Total",69,4.97,13.24,-
Total Assets,1533,1360.89,1403.81,354.56
"Property/Plant/Equipment, Total - Net 149 21.62 4.12 9.38  Property/Plant/Equipment, Total - Gross - 51.34 28.29 26.08  Accumulated Depreciation, Total - -29.73 -24.17 -16.69  Goodwill, Net - - - -  Intangibles, Net 8 0.08 1.06 2.04  Long Term Investments 83 5 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 73.04 63.7 22.43  Other Assets, Total 65 - - -","Property/Plant/Equipment, Total - Net 149 21.62 4.12 9.38  Property/Plant/Equipment, Total - Gross - 51.34 28.29 26.08  Accumulated Depreciation, Total - -29.73 -24.17 -16.69  Goodwill, Net - - - -  Intangibles, Net 8 0.08 1.06 2.04  Long Term Investments 83 5 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 73.04 63.7 22.43  Other Assets, Total 65 - - -","Property/Plant/Equipment, Total - Net 149 21.62 4.12 9.38  Property/Plant/Equipment, Total - Gross - 51.34 28.29 26.08  Accumulated Depreciation, Total - -29.73 -24.17 -16.69  Goodwill, Net - - - -  Intangibles, Net 8 0.08 1.06 2.04  Long Term Investments 83 5 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 73.04 63.7 22.43  Other Assets, Total 65 - - -","Property/Plant/Equipment, Total - Net 149 21.62 4.12 9.38  Property/Plant/Equipment, Total - Gross - 51.34 28.29 26.08  Accumulated Depreciation, Total - -29.73 -24.17 -16.69  Goodwill, Net - - - -  Intangibles, Net 8 0.08 1.06 2.04  Long Term Investments 83 5 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 73.04 63.7 22.43  Other Assets, Total 65 - - -","Property/Plant/Equipment, Total - Net 149 21.62 4.12 9.38  Property/Plant/Equipment, Total - Gross - 51.34 28.29 26.08  Accumulated Depreciation, Total - -29.73 -24.17 -16.69  Goodwill, Net - - - -  Intangibles, Net 8 0.08 1.06 2.04  Long Term Investments 83 5 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 73.04 63.7 22.43  Other Assets, Total 65 - - -"
"Property/Plant/Equipment, Total - Net",149,21.62,4.12,9.38
"Property/Plant/Equipment, Total - Gross",-,51.34,28.29,26.08
"Accumulated Depreciation, Total",-,-29.73,-24.17,-16.69
"Goodwill, Net",-,-,-,-
"Intangibles, Net",8,0.08,1.06,2.04
Long Term Investments,83,5,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,73.04,63.7,22.43
"Other Assets, Total",65,-,-,-
Total Current Liabilities,462,404.02,358.05,238.58
"Accounts Payable 1 - - 0.06  Payable/Accrued - - - -  Accrued Expenses 61 57.58 37.56 48.37  Notes Payable/Short Term Debt - - 10 -  Current Port. of LT Debt/Capital Leases - 10 42.68 -  Other Current liabilities, Total 400 336.44 267.81 190.15","Accounts Payable 1 - - 0.06  Payable/Accrued - - - -  Accrued Expenses 61 57.58 37.56 48.37  Notes Payable/Short Term Debt - - 10 -  Current Port. of LT Debt/Capital Leases - 10 42.68 -  Other Current liabilities, Total 400 336.44 267.81 190.15","Accounts Payable 1 - - 0.06  Payable/Accrued - - - -  Accrued Expenses 61 57.58 37.56 48.37  Notes Payable/Short Term Debt - - 10 -  Current Port. of LT Debt/Capital Leases - 10 42.68 -  Other Current liabilities, Total 400 336.44 267.81 190.15","Accounts Payable 1 - - 0.06  Payable/Accrued - - - -  Accrued Expenses 61 57.58 37.56 48.37  Notes Payable/Short Term Debt - - 10 -  Current Port. of LT Debt/Capital Leases - 10 42.68 -  Other Current liabilities, Total 400 336.44 267.81 190.15","Accounts Payable 1 - - 0.06  Payable/Accrued - - - -  Accrued Expenses 61 57.58 37.56 48.37  Notes Payable/Short Term Debt - - 10 -  Current Port. of LT Debt/Capital Leases - 10 42.68 -  Other Current liabilities, Total 400 336.44 267.81 190.15"
Accounts Payable,1,-,-,0.06
Payable/Accrued,-,-,-,-
Accrued Expenses,61,57.58,37.56,48.37
Notes Payable/Short Term Debt,-,-,10,-
Current Port. of LT Debt/Capital Leases,-,10,42.68,-
"Other Current liabilities, Total",400,336.44,267.81,190.15
Total Liabilities,503,433.34,518.32,282.88
"Total Long Term Debt 15 25.01 155.97 40  Long Term Debt 15 25.01 155.97 40  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6 4.31 4.29 4.3","Total Long Term Debt 15 25.01 155.97 40  Long Term Debt 15 25.01 155.97 40  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6 4.31 4.29 4.3","Total Long Term Debt 15 25.01 155.97 40  Long Term Debt 15 25.01 155.97 40  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6 4.31 4.29 4.3","Total Long Term Debt 15 25.01 155.97 40  Long Term Debt 15 25.01 155.97 40  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6 4.31 4.29 4.3","Total Long Term Debt 15 25.01 155.97 40  Long Term Debt 15 25.01 155.97 40  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 6 4.31 4.29 4.3"
Total Long Term Debt,15,25.01,155.97,40
Long Term Debt,15,25.01,155.97,40
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",6,4.31,4.29,4.3
Total Equity,1030,927.56,885.49,71.68
