Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,695,845,443.3,475.48
"Cash and Short Term Investments 479 631 234.35 235.48  Cash - - - -  Cash & Equivalents 479 631 234.35 235.48  Short Term Investments - - - -  Total Receivables, Net 198 192 177.08 204.43  Accounts Receivables - Trade, Net 198 192 177.08 204.43  Total Inventory - 5 3.55 4.04  Prepaid Expenses 11 10 11.36 12.48  Other Current Assets, Total 7 7 16.96 19.04","Cash and Short Term Investments 479 631 234.35 235.48  Cash - - - -  Cash & Equivalents 479 631 234.35 235.48  Short Term Investments - - - -  Total Receivables, Net 198 192 177.08 204.43  Accounts Receivables - Trade, Net 198 192 177.08 204.43  Total Inventory - 5 3.55 4.04  Prepaid Expenses 11 10 11.36 12.48  Other Current Assets, Total 7 7 16.96 19.04","Cash and Short Term Investments 479 631 234.35 235.48  Cash - - - -  Cash & Equivalents 479 631 234.35 235.48  Short Term Investments - - - -  Total Receivables, Net 198 192 177.08 204.43  Accounts Receivables - Trade, Net 198 192 177.08 204.43  Total Inventory - 5 3.55 4.04  Prepaid Expenses 11 10 11.36 12.48  Other Current Assets, Total 7 7 16.96 19.04","Cash and Short Term Investments 479 631 234.35 235.48  Cash - - - -  Cash & Equivalents 479 631 234.35 235.48  Short Term Investments - - - -  Total Receivables, Net 198 192 177.08 204.43  Accounts Receivables - Trade, Net 198 192 177.08 204.43  Total Inventory - 5 3.55 4.04  Prepaid Expenses 11 10 11.36 12.48  Other Current Assets, Total 7 7 16.96 19.04","Cash and Short Term Investments 479 631 234.35 235.48  Cash - - - -  Cash & Equivalents 479 631 234.35 235.48  Short Term Investments - - - -  Total Receivables, Net 198 192 177.08 204.43  Accounts Receivables - Trade, Net 198 192 177.08 204.43  Total Inventory - 5 3.55 4.04  Prepaid Expenses 11 10 11.36 12.48  Other Current Assets, Total 7 7 16.96 19.04"
Cash and Short Term Investments,479,631,234.35,235.48
Cash,-,-,-,-
Cash & Equivalents,479,631,234.35,235.48
Short Term Investments,-,-,-,-
"Total Receivables, Net",198,192,177.08,204.43
"Accounts Receivables - Trade, Net",198,192,177.08,204.43
Total Inventory,-,5,3.55,4.04
Prepaid Expenses,11,10,11.36,12.48
