Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2091,1758.67,1673.39,919.86
"Cash and Short Term Investments 1112 1425.99 1424.81 825.78  Cash - - - -  Cash & Equivalents 1112 1425.99 1424.81 825.78  Short Term Investments - - - -  Total Receivables, Net 535 190.54 192.31 84.15  Accounts Receivables - Trade, Net 535 190.54 192.31 84.15  Total Inventory 350 120.97 39.4 -  Prepaid Expenses - - 16.32 9.93  Other Current Assets, Total 94 21.18 0.55 -","Cash and Short Term Investments 1112 1425.99 1424.81 825.78  Cash - - - -  Cash & Equivalents 1112 1425.99 1424.81 825.78  Short Term Investments - - - -  Total Receivables, Net 535 190.54 192.31 84.15  Accounts Receivables - Trade, Net 535 190.54 192.31 84.15  Total Inventory 350 120.97 39.4 -  Prepaid Expenses - - 16.32 9.93  Other Current Assets, Total 94 21.18 0.55 -","Cash and Short Term Investments 1112 1425.99 1424.81 825.78  Cash - - - -  Cash & Equivalents 1112 1425.99 1424.81 825.78  Short Term Investments - - - -  Total Receivables, Net 535 190.54 192.31 84.15  Accounts Receivables - Trade, Net 535 190.54 192.31 84.15  Total Inventory 350 120.97 39.4 -  Prepaid Expenses - - 16.32 9.93  Other Current Assets, Total 94 21.18 0.55 -","Cash and Short Term Investments 1112 1425.99 1424.81 825.78  Cash - - - -  Cash & Equivalents 1112 1425.99 1424.81 825.78  Short Term Investments - - - -  Total Receivables, Net 535 190.54 192.31 84.15  Accounts Receivables - Trade, Net 535 190.54 192.31 84.15  Total Inventory 350 120.97 39.4 -  Prepaid Expenses - - 16.32 9.93  Other Current Assets, Total 94 21.18 0.55 -","Cash and Short Term Investments 1112 1425.99 1424.81 825.78  Cash - - - -  Cash & Equivalents 1112 1425.99 1424.81 825.78  Short Term Investments - - - -  Total Receivables, Net 535 190.54 192.31 84.15  Accounts Receivables - Trade, Net 535 190.54 192.31 84.15  Total Inventory 350 120.97 39.4 -  Prepaid Expenses - - 16.32 9.93  Other Current Assets, Total 94 21.18 0.55 -"
Cash and Short Term Investments,1112,1425.99,1424.81,825.78
Cash,-,-,-,-
Cash & Equivalents,1112,1425.99,1424.81,825.78
Short Term Investments,-,-,-,-
"Total Receivables, Net",535,190.54,192.31,84.15
"Accounts Receivables - Trade, Net",535,190.54,192.31,84.15
Total Inventory,350,120.97,39.4,-
Prepaid Expenses,-,-,16.32,9.93
"Other Current Assets, Total",94,21.18,0.55,-
Total Assets,3863,2419.8,1920.99,1056.93
