Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,5228,4968,4996.43,4418.62
"Cash and Short Term Investments 2811 2628 2565.51 2236.25  Cash - - - -  Cash & Equivalents 2811 2527 2564.26 2236.25  Short Term Investments - 101 1.26 -  Total Receivables, Net 2192 2222 2311.61 2054.96  Accounts Receivables - Trade, Net 2192 2222 2311.61 2054.96  Total Inventory 48 9 40.16 34.44  Prepaid Expenses 72 80 65.87 79.54  Other Current Assets, Total 105 29 13.28 13.44","Cash and Short Term Investments 2811 2628 2565.51 2236.25  Cash - - - -  Cash & Equivalents 2811 2527 2564.26 2236.25  Short Term Investments - 101 1.26 -  Total Receivables, Net 2192 2222 2311.61 2054.96  Accounts Receivables - Trade, Net 2192 2222 2311.61 2054.96  Total Inventory 48 9 40.16 34.44  Prepaid Expenses 72 80 65.87 79.54  Other Current Assets, Total 105 29 13.28 13.44","Cash and Short Term Investments 2811 2628 2565.51 2236.25  Cash - - - -  Cash & Equivalents 2811 2527 2564.26 2236.25  Short Term Investments - 101 1.26 -  Total Receivables, Net 2192 2222 2311.61 2054.96  Accounts Receivables - Trade, Net 2192 2222 2311.61 2054.96  Total Inventory 48 9 40.16 34.44  Prepaid Expenses 72 80 65.87 79.54  Other Current Assets, Total 105 29 13.28 13.44","Cash and Short Term Investments 2811 2628 2565.51 2236.25  Cash - - - -  Cash & Equivalents 2811 2527 2564.26 2236.25  Short Term Investments - 101 1.26 -  Total Receivables, Net 2192 2222 2311.61 2054.96  Accounts Receivables - Trade, Net 2192 2222 2311.61 2054.96  Total Inventory 48 9 40.16 34.44  Prepaid Expenses 72 80 65.87 79.54  Other Current Assets, Total 105 29 13.28 13.44","Cash and Short Term Investments 2811 2628 2565.51 2236.25  Cash - - - -  Cash & Equivalents 2811 2527 2564.26 2236.25  Short Term Investments - 101 1.26 -  Total Receivables, Net 2192 2222 2311.61 2054.96  Accounts Receivables - Trade, Net 2192 2222 2311.61 2054.96  Total Inventory 48 9 40.16 34.44  Prepaid Expenses 72 80 65.87 79.54  Other Current Assets, Total 105 29 13.28 13.44"
Cash and Short Term Investments,2811,2628,2565.51,2236.25
Cash,-,-,-,-
Cash & Equivalents,2811,2527,2564.26,2236.25
Short Term Investments,-,101,1.26,-
"Total Receivables, Net",2192,2222,2311.61,2054.96
"Accounts Receivables - Trade, Net",2192,2222,2311.61,2054.96
Total Inventory,48,9,40.16,34.44
Prepaid Expenses,72,80,65.87,79.54
"Other Current Assets, Total",105,29,13.28,13.44
Total Assets,8537,8030,8276.28,7487.89
"Property/Plant/Equipment, Total - Net 337 475 574.34 449.45  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 83 51 - -  Intangibles, Net 1385 918 844.89 635.88  Long Term Investments 1272 1378 1482.39 1674.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 378.23 309.88  Other Assets, Total -1808 -1845 - -","Property/Plant/Equipment, Total - Net 337 475 574.34 449.45  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 83 51 - -  Intangibles, Net 1385 918 844.89 635.88  Long Term Investments 1272 1378 1482.39 1674.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 378.23 309.88  Other Assets, Total -1808 -1845 - -","Property/Plant/Equipment, Total - Net 337 475 574.34 449.45  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 83 51 - -  Intangibles, Net 1385 918 844.89 635.88  Long Term Investments 1272 1378 1482.39 1674.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 378.23 309.88  Other Assets, Total -1808 -1845 - -","Property/Plant/Equipment, Total - Net 337 475 574.34 449.45  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 83 51 - -  Intangibles, Net 1385 918 844.89 635.88  Long Term Investments 1272 1378 1482.39 1674.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 378.23 309.88  Other Assets, Total -1808 -1845 - -","Property/Plant/Equipment, Total - Net 337 475 574.34 449.45  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 83 51 - -  Intangibles, Net 1385 918 844.89 635.88  Long Term Investments 1272 1378 1482.39 1674.05  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 378.23 309.88  Other Assets, Total -1808 -1845 - -"
"Property/Plant/Equipment, Total - Net",337,475,574.34,449.45
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",83,51,-,-
"Intangibles, Net",1385,918,844.89,635.88
Long Term Investments,1272,1378,1482.39,1674.05
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2,378.23,309.88
"Other Assets, Total",-1808,-1845,-,-
Total Current Liabilities,1433,1311,1324.74,1120.69
