Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Current Assets,2297,2160,1812,1790
"Cash and Short Term Investments 1159 1167 978.71 666.15  Cash - - - -  Cash & Equivalents 1159 1167 978.71 666.15  Short Term Investments - - - -  Total Receivables, Net 240 252 275 385  Accounts Receivables - Trade, Net 240 252 275 385  Total Inventory 784 637 502.72 580.46  Prepaid Expenses - 89.37 27 135.77  Other Current Assets, Total 114 104 57 159","Cash and Short Term Investments 1159 1167 978.71 666.15  Cash - - - -  Cash & Equivalents 1159 1167 978.71 666.15  Short Term Investments - - - -  Total Receivables, Net 240 252 275 385  Accounts Receivables - Trade, Net 240 252 275 385  Total Inventory 784 637 502.72 580.46  Prepaid Expenses - 89.37 27 135.77  Other Current Assets, Total 114 104 57 159","Cash and Short Term Investments 1159 1167 978.71 666.15  Cash - - - -  Cash & Equivalents 1159 1167 978.71 666.15  Short Term Investments - - - -  Total Receivables, Net 240 252 275 385  Accounts Receivables - Trade, Net 240 252 275 385  Total Inventory 784 637 502.72 580.46  Prepaid Expenses - 89.37 27 135.77  Other Current Assets, Total 114 104 57 159","Cash and Short Term Investments 1159 1167 978.71 666.15  Cash - - - -  Cash & Equivalents 1159 1167 978.71 666.15  Short Term Investments - - - -  Total Receivables, Net 240 252 275 385  Accounts Receivables - Trade, Net 240 252 275 385  Total Inventory 784 637 502.72 580.46  Prepaid Expenses - 89.37 27 135.77  Other Current Assets, Total 114 104 57 159","Cash and Short Term Investments 1159 1167 978.71 666.15  Cash - - - -  Cash & Equivalents 1159 1167 978.71 666.15  Short Term Investments - - - -  Total Receivables, Net 240 252 275 385  Accounts Receivables - Trade, Net 240 252 275 385  Total Inventory 784 637 502.72 580.46  Prepaid Expenses - 89.37 27 135.77  Other Current Assets, Total 114 104 57 159"
Cash and Short Term Investments,1159,1167,978.71,666.15
Cash,-,-,-,-
Cash & Equivalents,1159,1167,978.71,666.15
Short Term Investments,-,-,-,-
"Total Receivables, Net",240,252,275,385
"Accounts Receivables - Trade, Net",240,252,275,385
Total Inventory,784,637,502.72,580.46
Prepaid Expenses,-,89.37,27,135.77
"Other Current Assets, Total",114,104,57,159
Total Assets,2508,2369,2059,2218
"Property/Plant/Equipment, Total - Net 35 40 42.65 42.42  Property/Plant/Equipment, Total - Gross - 223.49 221.36 218.36  Accumulated Depreciation, Total - -183.45 -178.71 -175.94  Goodwill, Net - - 17.25 131  Intangibles, Net 16 15 9.11 18  Long Term Investments 136 126 3.15 141  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 175.17 230.72  Other Assets, Total 680 516 328 450","Property/Plant/Equipment, Total - Net 35 40 42.65 42.42  Property/Plant/Equipment, Total - Gross - 223.49 221.36 218.36  Accumulated Depreciation, Total - -183.45 -178.71 -175.94  Goodwill, Net - - 17.25 131  Intangibles, Net 16 15 9.11 18  Long Term Investments 136 126 3.15 141  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 175.17 230.72  Other Assets, Total 680 516 328 450","Property/Plant/Equipment, Total - Net 35 40 42.65 42.42  Property/Plant/Equipment, Total - Gross - 223.49 221.36 218.36  Accumulated Depreciation, Total - -183.45 -178.71 -175.94  Goodwill, Net - - 17.25 131  Intangibles, Net 16 15 9.11 18  Long Term Investments 136 126 3.15 141  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 175.17 230.72  Other Assets, Total 680 516 328 450","Property/Plant/Equipment, Total - Net 35 40 42.65 42.42  Property/Plant/Equipment, Total - Gross - 223.49 221.36 218.36  Accumulated Depreciation, Total - -183.45 -178.71 -175.94  Goodwill, Net - - 17.25 131  Intangibles, Net 16 15 9.11 18  Long Term Investments 136 126 3.15 141  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 175.17 230.72  Other Assets, Total 680 516 328 450","Property/Plant/Equipment, Total - Net 35 40 42.65 42.42  Property/Plant/Equipment, Total - Gross - 223.49 221.36 218.36  Accumulated Depreciation, Total - -183.45 -178.71 -175.94  Goodwill, Net - - 17.25 131  Intangibles, Net 16 15 9.11 18  Long Term Investments 136 126 3.15 141  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 175.17 230.72  Other Assets, Total 680 516 328 450"
"Property/Plant/Equipment, Total - Net",35,40,42.65,42.42
"Property/Plant/Equipment, Total - Gross",-,223.49,221.36,218.36
"Accumulated Depreciation, Total",-,-183.45,-178.71,-175.94
"Goodwill, Net",-,-,17.25,131
"Intangibles, Net",16,15,9.11,18
