Period Ending:,202130/09,202030/09,201930/09,201830/09
Total Current Assets,9688.38,9348.72,9122.03,8465.97
"Cash and Short Term Investments 736.35 766.57 659.09 732.75  Cash - - - -  Cash & Equivalents 736.35 766.57 659.09 732.75  Short Term Investments - - - -  Total Receivables, Net 308.55 306.33 263.98 231.14  Accounts Receivables - Trade, Net 271.25 264.4 243.94 209.16  Total Inventory 8559.47 8175.35 8098.82 7430.6  Prepaid Expenses 45.63 60.47 61.27 40.87  Other Current Assets, Total 38.38 40 38.85 30.62","Cash and Short Term Investments 736.35 766.57 659.09 732.75  Cash - - - -  Cash & Equivalents 736.35 766.57 659.09 732.75  Short Term Investments - - - -  Total Receivables, Net 308.55 306.33 263.98 231.14  Accounts Receivables - Trade, Net 271.25 264.4 243.94 209.16  Total Inventory 8559.47 8175.35 8098.82 7430.6  Prepaid Expenses 45.63 60.47 61.27 40.87  Other Current Assets, Total 38.38 40 38.85 30.62","Cash and Short Term Investments 736.35 766.57 659.09 732.75  Cash - - - -  Cash & Equivalents 736.35 766.57 659.09 732.75  Short Term Investments - - - -  Total Receivables, Net 308.55 306.33 263.98 231.14  Accounts Receivables - Trade, Net 271.25 264.4 243.94 209.16  Total Inventory 8559.47 8175.35 8098.82 7430.6  Prepaid Expenses 45.63 60.47 61.27 40.87  Other Current Assets, Total 38.38 40 38.85 30.62","Cash and Short Term Investments 736.35 766.57 659.09 732.75  Cash - - - -  Cash & Equivalents 736.35 766.57 659.09 732.75  Short Term Investments - - - -  Total Receivables, Net 308.55 306.33 263.98 231.14  Accounts Receivables - Trade, Net 271.25 264.4 243.94 209.16  Total Inventory 8559.47 8175.35 8098.82 7430.6  Prepaid Expenses 45.63 60.47 61.27 40.87  Other Current Assets, Total 38.38 40 38.85 30.62","Cash and Short Term Investments 736.35 766.57 659.09 732.75  Cash - - - -  Cash & Equivalents 736.35 766.57 659.09 732.75  Short Term Investments - - - -  Total Receivables, Net 308.55 306.33 263.98 231.14  Accounts Receivables - Trade, Net 271.25 264.4 243.94 209.16  Total Inventory 8559.47 8175.35 8098.82 7430.6  Prepaid Expenses 45.63 60.47 61.27 40.87  Other Current Assets, Total 38.38 40 38.85 30.62"
Cash and Short Term Investments,736.35,766.57,659.09,732.75
Cash,-,-,-,-
Cash & Equivalents,736.35,766.57,659.09,732.75
Short Term Investments,-,-,-,-
"Total Receivables, Net",308.55,306.33,263.98,231.14
"Accounts Receivables - Trade, Net",271.25,264.4,243.94,209.16
Total Inventory,8559.47,8175.35,8098.82,7430.6
Prepaid Expenses,45.63,60.47,61.27,40.87
"Other Current Assets, Total",38.38,40,38.85,30.62
Total Assets,16122.74,15852.79,15638.3,15145.24
