Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,2483,2053.3,2325.83,2324.78
"Cash and Short Term Investments 2165 1329.23 1102.73 1046.86  Cash - - - -  Cash & Equivalents 2165 1329.23 1102.73 944.79  Short Term Investments - - - 102.07  Total Receivables, Net 131 517.25 1024.74 1147.76  Accounts Receivables - Trade, Net 131 517.25 1024.74 1147.76  Total Inventory - - - -  Prepaid Expenses - - - 80.05  Other Current Assets, Total 187 206.81 198.36 130.16","Cash and Short Term Investments 2165 1329.23 1102.73 1046.86  Cash - - - -  Cash & Equivalents 2165 1329.23 1102.73 944.79  Short Term Investments - - - 102.07  Total Receivables, Net 131 517.25 1024.74 1147.76  Accounts Receivables - Trade, Net 131 517.25 1024.74 1147.76  Total Inventory - - - -  Prepaid Expenses - - - 80.05  Other Current Assets, Total 187 206.81 198.36 130.16","Cash and Short Term Investments 2165 1329.23 1102.73 1046.86  Cash - - - -  Cash & Equivalents 2165 1329.23 1102.73 944.79  Short Term Investments - - - 102.07  Total Receivables, Net 131 517.25 1024.74 1147.76  Accounts Receivables - Trade, Net 131 517.25 1024.74 1147.76  Total Inventory - - - -  Prepaid Expenses - - - 80.05  Other Current Assets, Total 187 206.81 198.36 130.16","Cash and Short Term Investments 2165 1329.23 1102.73 1046.86  Cash - - - -  Cash & Equivalents 2165 1329.23 1102.73 944.79  Short Term Investments - - - 102.07  Total Receivables, Net 131 517.25 1024.74 1147.76  Accounts Receivables - Trade, Net 131 517.25 1024.74 1147.76  Total Inventory - - - -  Prepaid Expenses - - - 80.05  Other Current Assets, Total 187 206.81 198.36 130.16","Cash and Short Term Investments 2165 1329.23 1102.73 1046.86  Cash - - - -  Cash & Equivalents 2165 1329.23 1102.73 944.79  Short Term Investments - - - 102.07  Total Receivables, Net 131 517.25 1024.74 1147.76  Accounts Receivables - Trade, Net 131 517.25 1024.74 1147.76  Total Inventory - - - -  Prepaid Expenses - - - 80.05  Other Current Assets, Total 187 206.81 198.36 130.16"
Cash and Short Term Investments,2165,1329.23,1102.73,1046.86
Cash,-,-,-,-
Cash & Equivalents,2165,1329.23,1102.73,944.79
Short Term Investments,-,-,-,102.07
"Total Receivables, Net",131,517.25,1024.74,1147.76
"Accounts Receivables - Trade, Net",131,517.25,1024.74,1147.76
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,80.05
"Other Current Assets, Total",187,206.81,198.36,130.16
Total Assets,2874,2889.57,3348.13,3749.54
