Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,47055.56,65116.35,77710.61,76448
"Cash and Short Term Investments 31608.44 63111.54 62537.49 60371.35  Cash - - - -  Cash & Equivalents 31608.44 63111.54 62537.49 60371.35  Short Term Investments - - - -  Total Receivables, Net 758.66 722.32 1067.21 695.68  Accounts Receivables - Trade, Net 758.66 722.32 1067.21 695.68  Total Inventory - - - -  Prepaid Expenses - 794.07 865.68 827.37  Other Current Assets, Total 14688.45 1282.49 13240.23 14553.6","Cash and Short Term Investments 31608.44 63111.54 62537.49 60371.35  Cash - - - -  Cash & Equivalents 31608.44 63111.54 62537.49 60371.35  Short Term Investments - - - -  Total Receivables, Net 758.66 722.32 1067.21 695.68  Accounts Receivables - Trade, Net 758.66 722.32 1067.21 695.68  Total Inventory - - - -  Prepaid Expenses - 794.07 865.68 827.37  Other Current Assets, Total 14688.45 1282.49 13240.23 14553.6","Cash and Short Term Investments 31608.44 63111.54 62537.49 60371.35  Cash - - - -  Cash & Equivalents 31608.44 63111.54 62537.49 60371.35  Short Term Investments - - - -  Total Receivables, Net 758.66 722.32 1067.21 695.68  Accounts Receivables - Trade, Net 758.66 722.32 1067.21 695.68  Total Inventory - - - -  Prepaid Expenses - 794.07 865.68 827.37  Other Current Assets, Total 14688.45 1282.49 13240.23 14553.6","Cash and Short Term Investments 31608.44 63111.54 62537.49 60371.35  Cash - - - -  Cash & Equivalents 31608.44 63111.54 62537.49 60371.35  Short Term Investments - - - -  Total Receivables, Net 758.66 722.32 1067.21 695.68  Accounts Receivables - Trade, Net 758.66 722.32 1067.21 695.68  Total Inventory - - - -  Prepaid Expenses - 794.07 865.68 827.37  Other Current Assets, Total 14688.45 1282.49 13240.23 14553.6","Cash and Short Term Investments 31608.44 63111.54 62537.49 60371.35  Cash - - - -  Cash & Equivalents 31608.44 63111.54 62537.49 60371.35  Short Term Investments - - - -  Total Receivables, Net 758.66 722.32 1067.21 695.68  Accounts Receivables - Trade, Net 758.66 722.32 1067.21 695.68  Total Inventory - - - -  Prepaid Expenses - 794.07 865.68 827.37  Other Current Assets, Total 14688.45 1282.49 13240.23 14553.6"
Cash and Short Term Investments,31608.44,63111.54,62537.49,60371.35
Cash,-,-,-,-
Cash & Equivalents,31608.44,63111.54,62537.49,60371.35
Short Term Investments,-,-,-,-
"Total Receivables, Net",758.66,722.32,1067.21,695.68
"Accounts Receivables - Trade, Net",758.66,722.32,1067.21,695.68
Total Inventory,-,-,-,-
Prepaid Expenses,-,794.07,865.68,827.37
"Other Current Assets, Total",14688.45,1282.49,13240.23,14553.6
Total Assets,1187581.62,1192507.57,1197766.09,1164767.44
