Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,16327,15399.69,10897.37,10074.65
"Cash and Short Term Investments 14080 11538.26 8770.64 8271.4  Cash - - - -  Cash & Equivalents 14080 11538.26 8770.64 8271.4  Short Term Investments 510 - - -  Total Receivables, Net 1555 2494.51 706.89 775.07  Accounts Receivables - Trade, Net 1106 1188 706.89 775.07  Total Inventory 14 59.96 81.07 83.99  Prepaid Expenses 500 442.62 336.54 367.93  Other Current Assets, Total 178 864.33 1002.24 576.26","Cash and Short Term Investments 14080 11538.26 8770.64 8271.4  Cash - - - -  Cash & Equivalents 14080 11538.26 8770.64 8271.4  Short Term Investments 510 - - -  Total Receivables, Net 1555 2494.51 706.89 775.07  Accounts Receivables - Trade, Net 1106 1188 706.89 775.07  Total Inventory 14 59.96 81.07 83.99  Prepaid Expenses 500 442.62 336.54 367.93  Other Current Assets, Total 178 864.33 1002.24 576.26","Cash and Short Term Investments 14080 11538.26 8770.64 8271.4  Cash - - - -  Cash & Equivalents 14080 11538.26 8770.64 8271.4  Short Term Investments 510 - - -  Total Receivables, Net 1555 2494.51 706.89 775.07  Accounts Receivables - Trade, Net 1106 1188 706.89 775.07  Total Inventory 14 59.96 81.07 83.99  Prepaid Expenses 500 442.62 336.54 367.93  Other Current Assets, Total 178 864.33 1002.24 576.26","Cash and Short Term Investments 14080 11538.26 8770.64 8271.4  Cash - - - -  Cash & Equivalents 14080 11538.26 8770.64 8271.4  Short Term Investments 510 - - -  Total Receivables, Net 1555 2494.51 706.89 775.07  Accounts Receivables - Trade, Net 1106 1188 706.89 775.07  Total Inventory 14 59.96 81.07 83.99  Prepaid Expenses 500 442.62 336.54 367.93  Other Current Assets, Total 178 864.33 1002.24 576.26","Cash and Short Term Investments 14080 11538.26 8770.64 8271.4  Cash - - - -  Cash & Equivalents 14080 11538.26 8770.64 8271.4  Short Term Investments 510 - - -  Total Receivables, Net 1555 2494.51 706.89 775.07  Accounts Receivables - Trade, Net 1106 1188 706.89 775.07  Total Inventory 14 59.96 81.07 83.99  Prepaid Expenses 500 442.62 336.54 367.93  Other Current Assets, Total 178 864.33 1002.24 576.26"
Cash and Short Term Investments,14080,11538.26,8770.64,8271.4
Cash,-,-,-,-
Cash & Equivalents,14080,11538.26,8770.64,8271.4
Short Term Investments,510,-,-,-
"Total Receivables, Net",1555,2494.51,706.89,775.07
"Accounts Receivables - Trade, Net",1106,1188,706.89,775.07
Total Inventory,14,59.96,81.07,83.99
Prepaid Expenses,500,442.62,336.54,367.93
"Other Current Assets, Total",178,864.33,1002.24,576.26
Total Assets,27884,28175.85,21204.19,18761.74
