Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,6888,6810,6730.71,7761.9
"Cash and Short Term Investments 1055 2060 2448.24 2215.67  Cash - - - -  Cash & Equivalents 1055 2060 2448.24 2215.67  Short Term Investments - - - -  Total Receivables, Net 1343 2178 1619.72 1373.84  Accounts Receivables - Trade, Net 1343 2178 1619.72 1373.84  Total Inventory 4052 2342 2388.01 3899.94  Prepaid Expenses - 57.2 43.92 105.71  Other Current Assets, Total 438 230 230.82 166.75","Cash and Short Term Investments 1055 2060 2448.24 2215.67  Cash - - - -  Cash & Equivalents 1055 2060 2448.24 2215.67  Short Term Investments - - - -  Total Receivables, Net 1343 2178 1619.72 1373.84  Accounts Receivables - Trade, Net 1343 2178 1619.72 1373.84  Total Inventory 4052 2342 2388.01 3899.94  Prepaid Expenses - 57.2 43.92 105.71  Other Current Assets, Total 438 230 230.82 166.75","Cash and Short Term Investments 1055 2060 2448.24 2215.67  Cash - - - -  Cash & Equivalents 1055 2060 2448.24 2215.67  Short Term Investments - - - -  Total Receivables, Net 1343 2178 1619.72 1373.84  Accounts Receivables - Trade, Net 1343 2178 1619.72 1373.84  Total Inventory 4052 2342 2388.01 3899.94  Prepaid Expenses - 57.2 43.92 105.71  Other Current Assets, Total 438 230 230.82 166.75","Cash and Short Term Investments 1055 2060 2448.24 2215.67  Cash - - - -  Cash & Equivalents 1055 2060 2448.24 2215.67  Short Term Investments - - - -  Total Receivables, Net 1343 2178 1619.72 1373.84  Accounts Receivables - Trade, Net 1343 2178 1619.72 1373.84  Total Inventory 4052 2342 2388.01 3899.94  Prepaid Expenses - 57.2 43.92 105.71  Other Current Assets, Total 438 230 230.82 166.75","Cash and Short Term Investments 1055 2060 2448.24 2215.67  Cash - - - -  Cash & Equivalents 1055 2060 2448.24 2215.67  Short Term Investments - - - -  Total Receivables, Net 1343 2178 1619.72 1373.84  Accounts Receivables - Trade, Net 1343 2178 1619.72 1373.84  Total Inventory 4052 2342 2388.01 3899.94  Prepaid Expenses - 57.2 43.92 105.71  Other Current Assets, Total 438 230 230.82 166.75"
Cash and Short Term Investments,1055,2060,2448.24,2215.67
Cash,-,-,-,-
Cash & Equivalents,1055,2060,2448.24,2215.67
Short Term Investments,-,-,-,-
"Total Receivables, Net",1343,2178,1619.72,1373.84
"Accounts Receivables - Trade, Net",1343,2178,1619.72,1373.84
Total Inventory,4052,2342,2388.01,3899.94
Prepaid Expenses,-,57.2,43.92,105.71
"Other Current Assets, Total",438,230,230.82,166.75
Total Assets,8636,8359,8386.93,9423.18
