Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Current Assets,5886,5401,4567.53,4651.87
"Cash and Short Term Investments 910 1319 882.86 397.32  Cash - - - -  Cash & Equivalents 910 1319 882.86 397.32  Short Term Investments - - - -  Total Receivables, Net 2849 2558 2233.81 2681.72  Accounts Receivables - Trade, Net 2849 2558 2018.94 2375.03  Total Inventory 2058 1469 1409.89 1547.51  Prepaid Expenses 13 14 12.97 15.06  Other Current Assets, Total 56 41 28.01 10.26","Cash and Short Term Investments 910 1319 882.86 397.32  Cash - - - -  Cash & Equivalents 910 1319 882.86 397.32  Short Term Investments - - - -  Total Receivables, Net 2849 2558 2233.81 2681.72  Accounts Receivables - Trade, Net 2849 2558 2018.94 2375.03  Total Inventory 2058 1469 1409.89 1547.51  Prepaid Expenses 13 14 12.97 15.06  Other Current Assets, Total 56 41 28.01 10.26","Cash and Short Term Investments 910 1319 882.86 397.32  Cash - - - -  Cash & Equivalents 910 1319 882.86 397.32  Short Term Investments - - - -  Total Receivables, Net 2849 2558 2233.81 2681.72  Accounts Receivables - Trade, Net 2849 2558 2018.94 2375.03  Total Inventory 2058 1469 1409.89 1547.51  Prepaid Expenses 13 14 12.97 15.06  Other Current Assets, Total 56 41 28.01 10.26","Cash and Short Term Investments 910 1319 882.86 397.32  Cash - - - -  Cash & Equivalents 910 1319 882.86 397.32  Short Term Investments - - - -  Total Receivables, Net 2849 2558 2233.81 2681.72  Accounts Receivables - Trade, Net 2849 2558 2018.94 2375.03  Total Inventory 2058 1469 1409.89 1547.51  Prepaid Expenses 13 14 12.97 15.06  Other Current Assets, Total 56 41 28.01 10.26","Cash and Short Term Investments 910 1319 882.86 397.32  Cash - - - -  Cash & Equivalents 910 1319 882.86 397.32  Short Term Investments - - - -  Total Receivables, Net 2849 2558 2233.81 2681.72  Accounts Receivables - Trade, Net 2849 2558 2018.94 2375.03  Total Inventory 2058 1469 1409.89 1547.51  Prepaid Expenses 13 14 12.97 15.06  Other Current Assets, Total 56 41 28.01 10.26"
Cash and Short Term Investments,910,1319,882.86,397.32
Cash,-,-,-,-
Cash & Equivalents,910,1319,882.86,397.32
Short Term Investments,-,-,-,-
"Total Receivables, Net",2849,2558,2233.81,2681.72
"Accounts Receivables - Trade, Net",2849,2558,2018.94,2375.03
Total Inventory,2058,1469,1409.89,1547.51
Prepaid Expenses,13,14,12.97,15.06
"Other Current Assets, Total",56,41,28.01,10.26
Total Assets,8321,7894,7189.26,7285.1
