Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,-,6975.76,6381.24,6054.27
"Cash and Short Term Investments - 4307.7 3641.86 3254.91  Cash - - - -  Cash & Equivalents - 4307.7 3641.86 3254.91  Short Term Investments - - - -  Total Receivables, Net - 1698.47 1720.32 1455.55  Accounts Receivables - Trade, Net - 1698.47 1720.32 1455.55  Total Inventory - 371.18 413.48 640.89  Prepaid Expenses - 595.46 600.74 682.6  Other Current Assets, Total - 2.95 4.83 20.32","Cash and Short Term Investments - 4307.7 3641.86 3254.91  Cash - - - -  Cash & Equivalents - 4307.7 3641.86 3254.91  Short Term Investments - - - -  Total Receivables, Net - 1698.47 1720.32 1455.55  Accounts Receivables - Trade, Net - 1698.47 1720.32 1455.55  Total Inventory - 371.18 413.48 640.89  Prepaid Expenses - 595.46 600.74 682.6  Other Current Assets, Total - 2.95 4.83 20.32","Cash and Short Term Investments - 4307.7 3641.86 3254.91  Cash - - - -  Cash & Equivalents - 4307.7 3641.86 3254.91  Short Term Investments - - - -  Total Receivables, Net - 1698.47 1720.32 1455.55  Accounts Receivables - Trade, Net - 1698.47 1720.32 1455.55  Total Inventory - 371.18 413.48 640.89  Prepaid Expenses - 595.46 600.74 682.6  Other Current Assets, Total - 2.95 4.83 20.32","Cash and Short Term Investments - 4307.7 3641.86 3254.91  Cash - - - -  Cash & Equivalents - 4307.7 3641.86 3254.91  Short Term Investments - - - -  Total Receivables, Net - 1698.47 1720.32 1455.55  Accounts Receivables - Trade, Net - 1698.47 1720.32 1455.55  Total Inventory - 371.18 413.48 640.89  Prepaid Expenses - 595.46 600.74 682.6  Other Current Assets, Total - 2.95 4.83 20.32","Cash and Short Term Investments - 4307.7 3641.86 3254.91  Cash - - - -  Cash & Equivalents - 4307.7 3641.86 3254.91  Short Term Investments - - - -  Total Receivables, Net - 1698.47 1720.32 1455.55  Accounts Receivables - Trade, Net - 1698.47 1720.32 1455.55  Total Inventory - 371.18 413.48 640.89  Prepaid Expenses - 595.46 600.74 682.6  Other Current Assets, Total - 2.95 4.83 20.32"
Cash and Short Term Investments,-,4307.7,3641.86,3254.91
Cash,-,-,-,-
Cash & Equivalents,-,4307.7,3641.86,3254.91
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,1698.47,1720.32,1455.55
"Accounts Receivables - Trade, Net",-,1698.47,1720.32,1455.55
Total Inventory,-,371.18,413.48,640.89
Prepaid Expenses,-,595.46,600.74,682.6
"Other Current Assets, Total",-,2.95,4.83,20.32
Total Assets,-,11140.14,10552.01,10032.24
