Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,74239,70291,43938,55038
"Cash and Short Term Investments 10926 16934 9066 17867  Cash - - - -  Cash & Equivalents 10926 16934 9066 17867  Short Term Investments - - - -  Total Receivables, Net 37294 33182 24022 24041  Accounts Receivables - Trade, Net 37294 33182 20570 21233  Total Inventory 21977 17884 10721 12692  Prepaid Expenses - - 126 435  Other Current Assets, Total 4042 2291 3 3","Cash and Short Term Investments 10926 16934 9066 17867  Cash - - - -  Cash & Equivalents 10926 16934 9066 17867  Short Term Investments - - - -  Total Receivables, Net 37294 33182 24022 24041  Accounts Receivables - Trade, Net 37294 33182 20570 21233  Total Inventory 21977 17884 10721 12692  Prepaid Expenses - - 126 435  Other Current Assets, Total 4042 2291 3 3","Cash and Short Term Investments 10926 16934 9066 17867  Cash - - - -  Cash & Equivalents 10926 16934 9066 17867  Short Term Investments - - - -  Total Receivables, Net 37294 33182 24022 24041  Accounts Receivables - Trade, Net 37294 33182 20570 21233  Total Inventory 21977 17884 10721 12692  Prepaid Expenses - - 126 435  Other Current Assets, Total 4042 2291 3 3","Cash and Short Term Investments 10926 16934 9066 17867  Cash - - - -  Cash & Equivalents 10926 16934 9066 17867  Short Term Investments - - - -  Total Receivables, Net 37294 33182 24022 24041  Accounts Receivables - Trade, Net 37294 33182 20570 21233  Total Inventory 21977 17884 10721 12692  Prepaid Expenses - - 126 435  Other Current Assets, Total 4042 2291 3 3","Cash and Short Term Investments 10926 16934 9066 17867  Cash - - - -  Cash & Equivalents 10926 16934 9066 17867  Short Term Investments - - - -  Total Receivables, Net 37294 33182 24022 24041  Accounts Receivables - Trade, Net 37294 33182 20570 21233  Total Inventory 21977 17884 10721 12692  Prepaid Expenses - - 126 435  Other Current Assets, Total 4042 2291 3 3"
Cash and Short Term Investments,10926,16934,9066,17867
Cash,-,-,-,-
Cash & Equivalents,10926,16934,9066,17867
Short Term Investments,-,-,-,-
"Total Receivables, Net",37294,33182,24022,24041
"Accounts Receivables - Trade, Net",37294,33182,20570,21233
Total Inventory,21977,17884,10721,12692
Prepaid Expenses,-,-,126,435
"Other Current Assets, Total",4042,2291,3,3
Total Assets,131247,122069,95508,102261
"Property/Plant/Equipment, Total - Net 45693 39170 39034 35471  Property/Plant/Equipment, Total - Gross - 157018 154266 149524  Accumulated Depreciation, Total - -117849 -115232 -114053  Goodwill, Net 1109 1243 1378 1512  Intangibles, Net 533 582 535 225  Long Term Investments 9474 8182 8297 7529  Note Receivable - Long Term - - 3452 2808  Other Long Term Assets, Total 2 2601 2752 2611  Other Assets, Total -11078 - -13189 -11246","Property/Plant/Equipment, Total - Net 45693 39170 39034 35471  Property/Plant/Equipment, Total - Gross - 157018 154266 149524  Accumulated Depreciation, Total - -117849 -115232 -114053  Goodwill, Net 1109 1243 1378 1512  Intangibles, Net 533 582 535 225  Long Term Investments 9474 8182 8297 7529  Note Receivable - Long Term - - 3452 2808  Other Long Term Assets, Total 2 2601 2752 2611  Other Assets, Total -11078 - -13189 -11246","Property/Plant/Equipment, Total - Net 45693 39170 39034 35471  Property/Plant/Equipment, Total - Gross - 157018 154266 149524  Accumulated Depreciation, Total - -117849 -115232 -114053  Goodwill, Net 1109 1243 1378 1512  Intangibles, Net 533 582 535 225  Long Term Investments 9474 8182 8297 7529  Note Receivable - Long Term - - 3452 2808  Other Long Term Assets, Total 2 2601 2752 2611  Other Assets, Total -11078 - -13189 -11246","Property/Plant/Equipment, Total - Net 45693 39170 39034 35471  Property/Plant/Equipment, Total - Gross - 157018 154266 149524  Accumulated Depreciation, Total - -117849 -115232 -114053  Goodwill, Net 1109 1243 1378 1512  Intangibles, Net 533 582 535 225  Long Term Investments 9474 8182 8297 7529  Note Receivable - Long Term - - 3452 2808  Other Long Term Assets, Total 2 2601 2752 2611  Other Assets, Total -11078 - -13189 -11246","Property/Plant/Equipment, Total - Net 45693 39170 39034 35471  Property/Plant/Equipment, Total - Gross - 157018 154266 149524  Accumulated Depreciation, Total - -117849 -115232 -114053  Goodwill, Net 1109 1243 1378 1512  Intangibles, Net 533 582 535 225  Long Term Investments 9474 8182 8297 7529  Note Receivable - Long Term - - 3452 2808  Other Long Term Assets, Total 2 2601 2752 2611  Other Assets, Total -11078 - -13189 -11246"
"Property/Plant/Equipment, Total - Net",45693,39170,39034,35471
"Property/Plant/Equipment, Total - Gross",-,157018,154266,149524
"Accumulated Depreciation, Total",-,-117849,-115232,-114053
"Goodwill, Net",1109,1243,1378,1512
"Intangibles, Net",533,582,535,225
Long Term Investments,9474,8182,8297,7529
Note Receivable - Long Term,-,-,3452,2808
"Other Long Term Assets, Total",2,2601,2752,2611
"Other Assets, Total",-11078,-,-13189,-11246
Total Current Liabilities,56758,53276,35206,43419
"Accounts Payable 30359 25640 13477 16872  Payable/Accrued - - - -  Accrued Expenses - - 678 2429  Notes Payable/Short Term Debt 15869 10210 10550 10440  Current Port. of LT Debt/Capital Leases 111 3341 2404 2400  Other Current liabilities, Total 10419 14085 8097 11278","Accounts Payable 30359 25640 13477 16872  Payable/Accrued - - - -  Accrued Expenses - - 678 2429  Notes Payable/Short Term Debt 15869 10210 10550 10440  Current Port. of LT Debt/Capital Leases 111 3341 2404 2400  Other Current liabilities, Total 10419 14085 8097 11278","Accounts Payable 30359 25640 13477 16872  Payable/Accrued - - - -  Accrued Expenses - - 678 2429  Notes Payable/Short Term Debt 15869 10210 10550 10440  Current Port. of LT Debt/Capital Leases 111 3341 2404 2400  Other Current liabilities, Total 10419 14085 8097 11278","Accounts Payable 30359 25640 13477 16872  Payable/Accrued - - - -  Accrued Expenses - - 678 2429  Notes Payable/Short Term Debt 15869 10210 10550 10440  Current Port. of LT Debt/Capital Leases 111 3341 2404 2400  Other Current liabilities, Total 10419 14085 8097 11278","Accounts Payable 30359 25640 13477 16872  Payable/Accrued - - - -  Accrued Expenses - - 678 2429  Notes Payable/Short Term Debt 15869 10210 10550 10440  Current Port. of LT Debt/Capital Leases 111 3341 2404 2400  Other Current liabilities, Total 10419 14085 8097 11278"
Accounts Payable,30359,25640,13477,16872
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,678,2429
Notes Payable/Short Term Debt,15869,10210,10550,10440
Current Port. of LT Debt/Capital Leases,111,3341,2404,2400
"Other Current liabilities, Total",10419,14085,8097,11278
Total Liabilities,69182,67151,49624,58739
"Total Long Term Debt 6544 6606 8509 10650  Long Term Debt 5000 5000 8250 10650  Capital Lease Obligations 1544 1606 259 -  Deferred Income Tax 2537 1922 2422 1769  Minority Interest 2718 2587 2504 2438  Other Liabilities, Total -15253.87 2760 -16017 -18717","Total Long Term Debt 6544 6606 8509 10650  Long Term Debt 5000 5000 8250 10650  Capital Lease Obligations 1544 1606 259 -  Deferred Income Tax 2537 1922 2422 1769  Minority Interest 2718 2587 2504 2438  Other Liabilities, Total -15253.87 2760 -16017 -18717","Total Long Term Debt 6544 6606 8509 10650  Long Term Debt 5000 5000 8250 10650  Capital Lease Obligations 1544 1606 259 -  Deferred Income Tax 2537 1922 2422 1769  Minority Interest 2718 2587 2504 2438  Other Liabilities, Total -15253.87 2760 -16017 -18717","Total Long Term Debt 6544 6606 8509 10650  Long Term Debt 5000 5000 8250 10650  Capital Lease Obligations 1544 1606 259 -  Deferred Income Tax 2537 1922 2422 1769  Minority Interest 2718 2587 2504 2438  Other Liabilities, Total -15253.87 2760 -16017 -18717","Total Long Term Debt 6544 6606 8509 10650  Long Term Debt 5000 5000 8250 10650  Capital Lease Obligations 1544 1606 259 -  Deferred Income Tax 2537 1922 2422 1769  Minority Interest 2718 2587 2504 2438  Other Liabilities, Total -15253.87 2760 -16017 -18717"
Total Long Term Debt,6544,6606,8509,10650
Long Term Debt,5000,5000,8250,10650
Capital Lease Obligations,1544,1606,259,-
Deferred Income Tax,2537,1922,2422,1769
Minority Interest,2718,2587,2504,2438
"Other Liabilities, Total",-15253.87,2760,-16017,-18717
Total Equity,62065,54918,45884,43522
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 8855 8855 8855 8822  Additional Paid-In Capital 6186 6186 6140 6107  Retained Earnings (Accumulated Deficit) 43663 38841 27379 25557  Treasury Stock - Common -222 -132 -69 -36  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1022 1162 590  Other Equity, Total 3583 146 3579 3072","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 8855 8855 8855 8822  Additional Paid-In Capital 6186 6186 6140 6107  Retained Earnings (Accumulated Deficit) 43663 38841 27379 25557  Treasury Stock - Common -222 -132 -69 -36  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1022 1162 590  Other Equity, Total 3583 146 3579 3072","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 8855 8855 8855 8822  Additional Paid-In Capital 6186 6186 6140 6107  Retained Earnings (Accumulated Deficit) 43663 38841 27379 25557  Treasury Stock - Common -222 -132 -69 -36  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1022 1162 590  Other Equity, Total 3583 146 3579 3072","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 8855 8855 8855 8822  Additional Paid-In Capital 6186 6186 6140 6107  Retained Earnings (Accumulated Deficit) 43663 38841 27379 25557  Treasury Stock - Common -222 -132 -69 -36  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1022 1162 590  Other Equity, Total 3583 146 3579 3072","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 8855 8855 8855 8822  Additional Paid-In Capital 6186 6186 6140 6107  Retained Earnings (Accumulated Deficit) 43663 38841 27379 25557  Treasury Stock - Common -222 -132 -69 -36  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1022 1162 590  Other Equity, Total 3583 146 3579 3072"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",8855,8855,8855,8822
Additional Paid-In Capital,6186,6186,6140,6107
Retained Earnings (Accumulated Deficit),43663,38841,27379,25557
Treasury Stock - Common,-222,-132,-69,-36
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,1022,1162,590
"Other Equity, Total",3583,146,3579,3072
Total Liabilities & Shareholders' Equity,131247,122069,95508,102261
Total Common Shares Outstanding,37.06,37.1,37.12,36.98
Total Preferred Shares Outstanding,-,-,-,-
