Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,1107,1012.91,1756.38,860.23
"Cash and Short Term Investments 447 560.79 1150.06 368.69  Cash - - - -  Cash & Equivalents 447 560.79 1150.06 368.69  Short Term Investments - - - -  Total Receivables, Net 449 353.03 410.22 347.02  Accounts Receivables - Trade, Net 449 353.03 410.22 346.26  Total Inventory 104 53.37 152.17 41.24  Prepaid Expenses 38 45.38 42.31 102.16  Other Current Assets, Total 69 0.34 1.62 1.14","Cash and Short Term Investments 447 560.79 1150.06 368.69  Cash - - - -  Cash & Equivalents 447 560.79 1150.06 368.69  Short Term Investments - - - -  Total Receivables, Net 449 353.03 410.22 347.02  Accounts Receivables - Trade, Net 449 353.03 410.22 346.26  Total Inventory 104 53.37 152.17 41.24  Prepaid Expenses 38 45.38 42.31 102.16  Other Current Assets, Total 69 0.34 1.62 1.14","Cash and Short Term Investments 447 560.79 1150.06 368.69  Cash - - - -  Cash & Equivalents 447 560.79 1150.06 368.69  Short Term Investments - - - -  Total Receivables, Net 449 353.03 410.22 347.02  Accounts Receivables - Trade, Net 449 353.03 410.22 346.26  Total Inventory 104 53.37 152.17 41.24  Prepaid Expenses 38 45.38 42.31 102.16  Other Current Assets, Total 69 0.34 1.62 1.14","Cash and Short Term Investments 447 560.79 1150.06 368.69  Cash - - - -  Cash & Equivalents 447 560.79 1150.06 368.69  Short Term Investments - - - -  Total Receivables, Net 449 353.03 410.22 347.02  Accounts Receivables - Trade, Net 449 353.03 410.22 346.26  Total Inventory 104 53.37 152.17 41.24  Prepaid Expenses 38 45.38 42.31 102.16  Other Current Assets, Total 69 0.34 1.62 1.14","Cash and Short Term Investments 447 560.79 1150.06 368.69  Cash - - - -  Cash & Equivalents 447 560.79 1150.06 368.69  Short Term Investments - - - -  Total Receivables, Net 449 353.03 410.22 347.02  Accounts Receivables - Trade, Net 449 353.03 410.22 346.26  Total Inventory 104 53.37 152.17 41.24  Prepaid Expenses 38 45.38 42.31 102.16  Other Current Assets, Total 69 0.34 1.62 1.14"
Cash and Short Term Investments,447,560.79,1150.06,368.69
Cash,-,-,-,-
Cash & Equivalents,447,560.79,1150.06,368.69
Short Term Investments,-,-,-,-
"Total Receivables, Net",449,353.03,410.22,347.02
"Accounts Receivables - Trade, Net",449,353.03,410.22,346.26
Total Inventory,104,53.37,152.17,41.24
Prepaid Expenses,38,45.38,42.31,102.16
"Other Current Assets, Total",69,0.34,1.62,1.14
Total Assets,1514,1336.86,2013.4,1073.66
