Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,51770,42267.32,31169.98,26743.77
"Cash and Short Term Investments 20071 18155.9 14634.33 13747.73  Cash - - - -  Cash & Equivalents 20071 18155.9 14634.33 13747.73  Short Term Investments - - - -  Total Receivables, Net 6274 5925.36 3915.02 4611.12  Accounts Receivables - Trade, Net 6274 5925.36 3867.93 4371.82  Total Inventory 559 561.38 62.65 363.52  Prepaid Expenses 7665 16790.79 11710.22 7142.4  Other Current Assets, Total 17201 833.89 847.76 879","Cash and Short Term Investments 20071 18155.9 14634.33 13747.73  Cash - - - -  Cash & Equivalents 20071 18155.9 14634.33 13747.73  Short Term Investments - - - -  Total Receivables, Net 6274 5925.36 3915.02 4611.12  Accounts Receivables - Trade, Net 6274 5925.36 3867.93 4371.82  Total Inventory 559 561.38 62.65 363.52  Prepaid Expenses 7665 16790.79 11710.22 7142.4  Other Current Assets, Total 17201 833.89 847.76 879","Cash and Short Term Investments 20071 18155.9 14634.33 13747.73  Cash - - - -  Cash & Equivalents 20071 18155.9 14634.33 13747.73  Short Term Investments - - - -  Total Receivables, Net 6274 5925.36 3915.02 4611.12  Accounts Receivables - Trade, Net 6274 5925.36 3867.93 4371.82  Total Inventory 559 561.38 62.65 363.52  Prepaid Expenses 7665 16790.79 11710.22 7142.4  Other Current Assets, Total 17201 833.89 847.76 879","Cash and Short Term Investments 20071 18155.9 14634.33 13747.73  Cash - - - -  Cash & Equivalents 20071 18155.9 14634.33 13747.73  Short Term Investments - - - -  Total Receivables, Net 6274 5925.36 3915.02 4611.12  Accounts Receivables - Trade, Net 6274 5925.36 3867.93 4371.82  Total Inventory 559 561.38 62.65 363.52  Prepaid Expenses 7665 16790.79 11710.22 7142.4  Other Current Assets, Total 17201 833.89 847.76 879","Cash and Short Term Investments 20071 18155.9 14634.33 13747.73  Cash - - - -  Cash & Equivalents 20071 18155.9 14634.33 13747.73  Short Term Investments - - - -  Total Receivables, Net 6274 5925.36 3915.02 4611.12  Accounts Receivables - Trade, Net 6274 5925.36 3867.93 4371.82  Total Inventory 559 561.38 62.65 363.52  Prepaid Expenses 7665 16790.79 11710.22 7142.4  Other Current Assets, Total 17201 833.89 847.76 879"
Cash and Short Term Investments,20071,18155.9,14634.33,13747.73
Cash,-,-,-,-
Cash & Equivalents,20071,18155.9,14634.33,13747.73
Short Term Investments,-,-,-,-
"Total Receivables, Net",6274,5925.36,3915.02,4611.12
"Accounts Receivables - Trade, Net",6274,5925.36,3867.93,4371.82
Total Inventory,559,561.38,62.65,363.52
Prepaid Expenses,7665,16790.79,11710.22,7142.4
"Other Current Assets, Total",17201,833.89,847.76,879
Total Assets,65691,52503.71,39996.14,35744.44
