Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,6704,5841.26,6800.52,5993.21
"Cash and Short Term Investments 2836 3104.51 3481.83 2219.88  Cash - - - -  Cash & Equivalents 2705 2992.68 3363.96 2219.88  Short Term Investments 131 111.84 117.87 28.99  Total Receivables, Net 2173 1668.82 2193.33 2698.42  Accounts Receivables - Trade, Net 2173 1516.65 1890.96 2305.94  Total Inventory 1360 714.08 772.76 760.85  Prepaid Expenses - 95.95 193.84 51.08  Other Current Assets, Total 335 257.9 158.74 262.98","Cash and Short Term Investments 2836 3104.51 3481.83 2219.88  Cash - - - -  Cash & Equivalents 2705 2992.68 3363.96 2219.88  Short Term Investments 131 111.84 117.87 28.99  Total Receivables, Net 2173 1668.82 2193.33 2698.42  Accounts Receivables - Trade, Net 2173 1516.65 1890.96 2305.94  Total Inventory 1360 714.08 772.76 760.85  Prepaid Expenses - 95.95 193.84 51.08  Other Current Assets, Total 335 257.9 158.74 262.98","Cash and Short Term Investments 2836 3104.51 3481.83 2219.88  Cash - - - -  Cash & Equivalents 2705 2992.68 3363.96 2219.88  Short Term Investments 131 111.84 117.87 28.99  Total Receivables, Net 2173 1668.82 2193.33 2698.42  Accounts Receivables - Trade, Net 2173 1516.65 1890.96 2305.94  Total Inventory 1360 714.08 772.76 760.85  Prepaid Expenses - 95.95 193.84 51.08  Other Current Assets, Total 335 257.9 158.74 262.98","Cash and Short Term Investments 2836 3104.51 3481.83 2219.88  Cash - - - -  Cash & Equivalents 2705 2992.68 3363.96 2219.88  Short Term Investments 131 111.84 117.87 28.99  Total Receivables, Net 2173 1668.82 2193.33 2698.42  Accounts Receivables - Trade, Net 2173 1516.65 1890.96 2305.94  Total Inventory 1360 714.08 772.76 760.85  Prepaid Expenses - 95.95 193.84 51.08  Other Current Assets, Total 335 257.9 158.74 262.98","Cash and Short Term Investments 2836 3104.51 3481.83 2219.88  Cash - - - -  Cash & Equivalents 2705 2992.68 3363.96 2219.88  Short Term Investments 131 111.84 117.87 28.99  Total Receivables, Net 2173 1668.82 2193.33 2698.42  Accounts Receivables - Trade, Net 2173 1516.65 1890.96 2305.94  Total Inventory 1360 714.08 772.76 760.85  Prepaid Expenses - 95.95 193.84 51.08  Other Current Assets, Total 335 257.9 158.74 262.98"
Cash and Short Term Investments,2836,3104.51,3481.83,2219.88
Cash,-,-,-,-
Cash & Equivalents,2705,2992.68,3363.96,2219.88
Short Term Investments,131,111.84,117.87,28.99
"Total Receivables, Net",2173,1668.82,2193.33,2698.42
"Accounts Receivables - Trade, Net",2173,1516.65,1890.96,2305.94
Total Inventory,1360,714.08,772.76,760.85
Prepaid Expenses,-,95.95,193.84,51.08
"Other Current Assets, Total",335,257.9,158.74,262.98
Total Assets,9239,8250.9,9641.94,9777.56
