Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2512650,2292870,2054529,1918408
"Cash and Short Term Investments 534012 799311 817823 447235  Cash - - - -  Cash & Equivalents 518905 787542 810546 432924  Short Term Investments 15107 11769 7277 14311  Total Receivables, Net 990637 769490 686341 783169  Accounts Receivables - Trade, Net 946608 684054 631724 711418  Total Inventory 885305 630140 491240 630162  Prepaid Expenses - 32590 23437 24978  Other Current Assets, Total 60144 61339 35688 32864","Cash and Short Term Investments 534012 799311 817823 447235  Cash - - - -  Cash & Equivalents 518905 787542 810546 432924  Short Term Investments 15107 11769 7277 14311  Total Receivables, Net 990637 769490 686341 783169  Accounts Receivables - Trade, Net 946608 684054 631724 711418  Total Inventory 885305 630140 491240 630162  Prepaid Expenses - 32590 23437 24978  Other Current Assets, Total 60144 61339 35688 32864","Cash and Short Term Investments 534012 799311 817823 447235  Cash - - - -  Cash & Equivalents 518905 787542 810546 432924  Short Term Investments 15107 11769 7277 14311  Total Receivables, Net 990637 769490 686341 783169  Accounts Receivables - Trade, Net 946608 684054 631724 711418  Total Inventory 885305 630140 491240 630162  Prepaid Expenses - 32590 23437 24978  Other Current Assets, Total 60144 61339 35688 32864","Cash and Short Term Investments 534012 799311 817823 447235  Cash - - - -  Cash & Equivalents 518905 787542 810546 432924  Short Term Investments 15107 11769 7277 14311  Total Receivables, Net 990637 769490 686341 783169  Accounts Receivables - Trade, Net 946608 684054 631724 711418  Total Inventory 885305 630140 491240 630162  Prepaid Expenses - 32590 23437 24978  Other Current Assets, Total 60144 61339 35688 32864","Cash and Short Term Investments 534012 799311 817823 447235  Cash - - - -  Cash & Equivalents 518905 787542 810546 432924  Short Term Investments 15107 11769 7277 14311  Total Receivables, Net 990637 769490 686341 783169  Accounts Receivables - Trade, Net 946608 684054 631724 711418  Total Inventory 885305 630140 491240 630162  Prepaid Expenses - 32590 23437 24978  Other Current Assets, Total 60144 61339 35688 32864"
Cash and Short Term Investments,534012,799311,817823,447235
Cash,-,-,-,-
Cash & Equivalents,518905,787542,810546,432924
Short Term Investments,15107,11769,7277,14311
"Total Receivables, Net",990637,769490,686341,783169
"Accounts Receivables - Trade, Net",946608,684054,631724,711418
Total Inventory,885305,630140,491240,630162
Prepaid Expenses,-,32590,23437,24978
"Other Current Assets, Total",60144,61339,35688,32864
Total Assets,4961818,4574892,4189327,4277016
"Property/Plant/Equipment, Total - Net 1857943 1721968 1682263 1853739  Property/Plant/Equipment, Total - Gross - 4746239 4635819 4666985  Accumulated Depreciation, Total - -3024271 -2953556 -2813248  Goodwill, Net 136406 125393 97646 98346  Intangibles, Net 159920 134719 117481 113664  Long Term Investments 213274 165507 137765 187533  Note Receivable - Long Term 44029 - - 7980  Other Long Term Assets, Total - 134435 99643 105326  Other Assets, Total 51544 - - -","Property/Plant/Equipment, Total - Net 1857943 1721968 1682263 1853739  Property/Plant/Equipment, Total - Gross - 4746239 4635819 4666985  Accumulated Depreciation, Total - -3024271 -2953556 -2813248  Goodwill, Net 136406 125393 97646 98346  Intangibles, Net 159920 134719 117481 113664  Long Term Investments 213274 165507 137765 187533  Note Receivable - Long Term 44029 - - 7980  Other Long Term Assets, Total - 134435 99643 105326  Other Assets, Total 51544 - - -","Property/Plant/Equipment, Total - Net 1857943 1721968 1682263 1853739  Property/Plant/Equipment, Total - Gross - 4746239 4635819 4666985  Accumulated Depreciation, Total - -3024271 -2953556 -2813248  Goodwill, Net 136406 125393 97646 98346  Intangibles, Net 159920 134719 117481 113664  Long Term Investments 213274 165507 137765 187533  Note Receivable - Long Term 44029 - - 7980  Other Long Term Assets, Total - 134435 99643 105326  Other Assets, Total 51544 - - -","Property/Plant/Equipment, Total - Net 1857943 1721968 1682263 1853739  Property/Plant/Equipment, Total - Gross - 4746239 4635819 4666985  Accumulated Depreciation, Total - -3024271 -2953556 -2813248  Goodwill, Net 136406 125393 97646 98346  Intangibles, Net 159920 134719 117481 113664  Long Term Investments 213274 165507 137765 187533  Note Receivable - Long Term 44029 - - 7980  Other Long Term Assets, Total - 134435 99643 105326  Other Assets, Total 51544 - - -","Property/Plant/Equipment, Total - Net 1857943 1721968 1682263 1853739  Property/Plant/Equipment, Total - Gross - 4746239 4635819 4666985  Accumulated Depreciation, Total - -3024271 -2953556 -2813248  Goodwill, Net 136406 125393 97646 98346  Intangibles, Net 159920 134719 117481 113664  Long Term Investments 213274 165507 137765 187533  Note Receivable - Long Term 44029 - - 7980  Other Long Term Assets, Total - 134435 99643 105326  Other Assets, Total 51544 - - -"
"Property/Plant/Equipment, Total - Net",1857943,1721968,1682263,1853739
"Property/Plant/Equipment, Total - Gross",-,4746239,4635819,4666985
"Accumulated Depreciation, Total",-,-3024271,-2953556,-2813248
"Goodwill, Net",136406,125393,97646,98346
"Intangibles, Net",159920,134719,117481,113664
Long Term Investments,213274,165507,137765,187533
