Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,13741,11047,9505.23,8398.47
"Cash and Short Term Investments 10034 7738 6346.41 5160.51  Cash - - - -  Cash & Equivalents 9444 7238 6335.62 5160.51  Short Term Investments 590 500 10.78 -  Total Receivables, Net 3021 2583 2337.99 2520.36  Accounts Receivables - Trade, Net 3021 2583 2337.99 2520.36  Total Inventory 100 132 156.55 194.85  Prepaid Expenses 539 541 552.36 482.08  Other Current Assets, Total 47 53 111.93 40.67","Cash and Short Term Investments 10034 7738 6346.41 5160.51  Cash - - - -  Cash & Equivalents 9444 7238 6335.62 5160.51  Short Term Investments 590 500 10.78 -  Total Receivables, Net 3021 2583 2337.99 2520.36  Accounts Receivables - Trade, Net 3021 2583 2337.99 2520.36  Total Inventory 100 132 156.55 194.85  Prepaid Expenses 539 541 552.36 482.08  Other Current Assets, Total 47 53 111.93 40.67","Cash and Short Term Investments 10034 7738 6346.41 5160.51  Cash - - - -  Cash & Equivalents 9444 7238 6335.62 5160.51  Short Term Investments 590 500 10.78 -  Total Receivables, Net 3021 2583 2337.99 2520.36  Accounts Receivables - Trade, Net 3021 2583 2337.99 2520.36  Total Inventory 100 132 156.55 194.85  Prepaid Expenses 539 541 552.36 482.08  Other Current Assets, Total 47 53 111.93 40.67","Cash and Short Term Investments 10034 7738 6346.41 5160.51  Cash - - - -  Cash & Equivalents 9444 7238 6335.62 5160.51  Short Term Investments 590 500 10.78 -  Total Receivables, Net 3021 2583 2337.99 2520.36  Accounts Receivables - Trade, Net 3021 2583 2337.99 2520.36  Total Inventory 100 132 156.55 194.85  Prepaid Expenses 539 541 552.36 482.08  Other Current Assets, Total 47 53 111.93 40.67","Cash and Short Term Investments 10034 7738 6346.41 5160.51  Cash - - - -  Cash & Equivalents 9444 7238 6335.62 5160.51  Short Term Investments 590 500 10.78 -  Total Receivables, Net 3021 2583 2337.99 2520.36  Accounts Receivables - Trade, Net 3021 2583 2337.99 2520.36  Total Inventory 100 132 156.55 194.85  Prepaid Expenses 539 541 552.36 482.08  Other Current Assets, Total 47 53 111.93 40.67"
Cash and Short Term Investments,10034,7738,6346.41,5160.51
Cash,-,-,-,-
Cash & Equivalents,9444,7238,6335.62,5160.51
Short Term Investments,590,500,10.78,-
"Total Receivables, Net",3021,2583,2337.99,2520.36
"Accounts Receivables - Trade, Net",3021,2583,2337.99,2520.36
Total Inventory,100,132,156.55,194.85
Prepaid Expenses,539,541,552.36,482.08
"Other Current Assets, Total",47,53,111.93,40.67
Total Assets,16617,13956,11780.6,10415.23
"Property/Plant/Equipment, Total - Net 398 407 469.39 277.1  Property/Plant/Equipment, Total - Gross - 990.88 1235.41 1008.15  Accumulated Depreciation, Total - -583.58 -766.02 -731.05  Goodwill, Net - - - -  Intangibles, Net 676 608 191.53 165.09  Long Term Investments 1232 1511 428.26 397.87  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1186.19 1176.71  Other Assets, Total -1716 -1516 - -","Property/Plant/Equipment, Total - Net 398 407 469.39 277.1  Property/Plant/Equipment, Total - Gross - 990.88 1235.41 1008.15  Accumulated Depreciation, Total - -583.58 -766.02 -731.05  Goodwill, Net - - - -  Intangibles, Net 676 608 191.53 165.09  Long Term Investments 1232 1511 428.26 397.87  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1186.19 1176.71  Other Assets, Total -1716 -1516 - -","Property/Plant/Equipment, Total - Net 398 407 469.39 277.1  Property/Plant/Equipment, Total - Gross - 990.88 1235.41 1008.15  Accumulated Depreciation, Total - -583.58 -766.02 -731.05  Goodwill, Net - - - -  Intangibles, Net 676 608 191.53 165.09  Long Term Investments 1232 1511 428.26 397.87  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1186.19 1176.71  Other Assets, Total -1716 -1516 - -","Property/Plant/Equipment, Total - Net 398 407 469.39 277.1  Property/Plant/Equipment, Total - Gross - 990.88 1235.41 1008.15  Accumulated Depreciation, Total - -583.58 -766.02 -731.05  Goodwill, Net - - - -  Intangibles, Net 676 608 191.53 165.09  Long Term Investments 1232 1511 428.26 397.87  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1186.19 1176.71  Other Assets, Total -1716 -1516 - -","Property/Plant/Equipment, Total - Net 398 407 469.39 277.1  Property/Plant/Equipment, Total - Gross - 990.88 1235.41 1008.15  Accumulated Depreciation, Total - -583.58 -766.02 -731.05  Goodwill, Net - - - -  Intangibles, Net 676 608 191.53 165.09  Long Term Investments 1232 1511 428.26 397.87  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1 1186.19 1176.71  Other Assets, Total -1716 -1516 - -"
"Property/Plant/Equipment, Total - Net",398,407,469.39,277.1
"Property/Plant/Equipment, Total - Gross",-,990.88,1235.41,1008.15
"Accumulated Depreciation, Total",-,-583.58,-766.02,-731.05
"Goodwill, Net",-,-,-,-
"Intangibles, Net",676,608,191.53,165.09
Long Term Investments,1232,1511,428.26,397.87
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,1,1186.19,1176.71
"Other Assets, Total",-1716,-1516,-,-
Total Current Liabilities,5820,4943,4314.16,4348.06
"Accounts Payable 1055 857 428.42 511.5  Payable/Accrued - 397.92 333.44 377.36  Accrued Expenses 1221 916 840.09 862.37  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 12 14 14.3 3.52  Other Current liabilities, Total 3532 3156 2697.92 2593.31","Accounts Payable 1055 857 428.42 511.5  Payable/Accrued - 397.92 333.44 377.36  Accrued Expenses 1221 916 840.09 862.37  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 12 14 14.3 3.52  Other Current liabilities, Total 3532 3156 2697.92 2593.31","Accounts Payable 1055 857 428.42 511.5  Payable/Accrued - 397.92 333.44 377.36  Accrued Expenses 1221 916 840.09 862.37  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 12 14 14.3 3.52  Other Current liabilities, Total 3532 3156 2697.92 2593.31","Accounts Payable 1055 857 428.42 511.5  Payable/Accrued - 397.92 333.44 377.36  Accrued Expenses 1221 916 840.09 862.37  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 12 14 14.3 3.52  Other Current liabilities, Total 3532 3156 2697.92 2593.31","Accounts Payable 1055 857 428.42 511.5  Payable/Accrued - 397.92 333.44 377.36  Accrued Expenses 1221 916 840.09 862.37  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 12 14 14.3 3.52  Other Current liabilities, Total 3532 3156 2697.92 2593.31"
Accounts Payable,1055,857,428.42,511.5
Payable/Accrued,-,397.92,333.44,377.36
Accrued Expenses,1221,916,840.09,862.37
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,12,14,14.3,3.52
"Other Current liabilities, Total",3532,3156,2697.92,2593.31
Total Liabilities,6020,5170,4586.27,4517.18
"Total Long Term Debt 18 30 45.3 6.86  Long Term Debt - - - -  Capital Lease Obligations 18 30 45.3 6.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 182 197 226.81 162.26","Total Long Term Debt 18 30 45.3 6.86  Long Term Debt - - - -  Capital Lease Obligations 18 30 45.3 6.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 182 197 226.81 162.26","Total Long Term Debt 18 30 45.3 6.86  Long Term Debt - - - -  Capital Lease Obligations 18 30 45.3 6.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 182 197 226.81 162.26","Total Long Term Debt 18 30 45.3 6.86  Long Term Debt - - - -  Capital Lease Obligations 18 30 45.3 6.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 182 197 226.81 162.26","Total Long Term Debt 18 30 45.3 6.86  Long Term Debt - - - -  Capital Lease Obligations 18 30 45.3 6.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 182 197 226.81 162.26"
Total Long Term Debt,18,30,45.3,6.86
Long Term Debt,-,-,-,-
Capital Lease Obligations,18,30,45.3,6.86
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",182,197,226.81,162.26
Total Equity,10597,8786,7194.33,5898.05
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 329 311 303.27 295.52  Additional Paid-In Capital 265 248 240.07 232.32  Retained Earnings (Accumulated Deficit) 9872 8169 6618.67 5362.53  Treasury Stock - Common - -0.55 -0.48 -0.4  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 58.11 35.86 11.07  Other Equity, Total 131 58 -3.06 -2.99","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 329 311 303.27 295.52  Additional Paid-In Capital 265 248 240.07 232.32  Retained Earnings (Accumulated Deficit) 9872 8169 6618.67 5362.53  Treasury Stock - Common - -0.55 -0.48 -0.4  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 58.11 35.86 11.07  Other Equity, Total 131 58 -3.06 -2.99","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 329 311 303.27 295.52  Additional Paid-In Capital 265 248 240.07 232.32  Retained Earnings (Accumulated Deficit) 9872 8169 6618.67 5362.53  Treasury Stock - Common - -0.55 -0.48 -0.4  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 58.11 35.86 11.07  Other Equity, Total 131 58 -3.06 -2.99","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 329 311 303.27 295.52  Additional Paid-In Capital 265 248 240.07 232.32  Retained Earnings (Accumulated Deficit) 9872 8169 6618.67 5362.53  Treasury Stock - Common - -0.55 -0.48 -0.4  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 58.11 35.86 11.07  Other Equity, Total 131 58 -3.06 -2.99","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 329 311 303.27 295.52  Additional Paid-In Capital 265 248 240.07 232.32  Retained Earnings (Accumulated Deficit) 9872 8169 6618.67 5362.53  Treasury Stock - Common - -0.55 -0.48 -0.4  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 58.11 35.86 11.07  Other Equity, Total 131 58 -3.06 -2.99"
