Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,9176.92,6096.79,7899.06,7600.06
"Cash and Short Term Investments 4831.16 1898.39 1240.93 1065.61  Cash - - - -  Cash & Equivalents 4831.16 1898.39 1240.93 1065.61  Short Term Investments - - - -  Total Receivables, Net 2629.98 2750.44 4589.25 4477.4  Accounts Receivables - Trade, Net 2285.97 2376.1 3966.34 4041.42  Total Inventory 1188.68 1027.12 1526.63 1357.36  Prepaid Expenses 501.54 403.83 515.38 679.82  Other Current Assets, Total 25.55 17.02 26.88 19.87","Cash and Short Term Investments 4831.16 1898.39 1240.93 1065.61  Cash - - - -  Cash & Equivalents 4831.16 1898.39 1240.93 1065.61  Short Term Investments - - - -  Total Receivables, Net 2629.98 2750.44 4589.25 4477.4  Accounts Receivables - Trade, Net 2285.97 2376.1 3966.34 4041.42  Total Inventory 1188.68 1027.12 1526.63 1357.36  Prepaid Expenses 501.54 403.83 515.38 679.82  Other Current Assets, Total 25.55 17.02 26.88 19.87","Cash and Short Term Investments 4831.16 1898.39 1240.93 1065.61  Cash - - - -  Cash & Equivalents 4831.16 1898.39 1240.93 1065.61  Short Term Investments - - - -  Total Receivables, Net 2629.98 2750.44 4589.25 4477.4  Accounts Receivables - Trade, Net 2285.97 2376.1 3966.34 4041.42  Total Inventory 1188.68 1027.12 1526.63 1357.36  Prepaid Expenses 501.54 403.83 515.38 679.82  Other Current Assets, Total 25.55 17.02 26.88 19.87","Cash and Short Term Investments 4831.16 1898.39 1240.93 1065.61  Cash - - - -  Cash & Equivalents 4831.16 1898.39 1240.93 1065.61  Short Term Investments - - - -  Total Receivables, Net 2629.98 2750.44 4589.25 4477.4  Accounts Receivables - Trade, Net 2285.97 2376.1 3966.34 4041.42  Total Inventory 1188.68 1027.12 1526.63 1357.36  Prepaid Expenses 501.54 403.83 515.38 679.82  Other Current Assets, Total 25.55 17.02 26.88 19.87","Cash and Short Term Investments 4831.16 1898.39 1240.93 1065.61  Cash - - - -  Cash & Equivalents 4831.16 1898.39 1240.93 1065.61  Short Term Investments - - - -  Total Receivables, Net 2629.98 2750.44 4589.25 4477.4  Accounts Receivables - Trade, Net 2285.97 2376.1 3966.34 4041.42  Total Inventory 1188.68 1027.12 1526.63 1357.36  Prepaid Expenses 501.54 403.83 515.38 679.82  Other Current Assets, Total 25.55 17.02 26.88 19.87"
Cash and Short Term Investments,4831.16,1898.39,1240.93,1065.61
Cash,-,-,-,-
Cash & Equivalents,4831.16,1898.39,1240.93,1065.61
Short Term Investments,-,-,-,-
"Total Receivables, Net",2629.98,2750.44,4589.25,4477.4
"Accounts Receivables - Trade, Net",2285.97,2376.1,3966.34,4041.42
Total Inventory,1188.68,1027.12,1526.63,1357.36
Prepaid Expenses,501.54,403.83,515.38,679.82
