Period Ending:,202320/02,202220/02,202120/02,202020/02
Total Current Assets,1520,1722.47,1122.35,683.13
"Cash and Short Term Investments 477 624.3 556.69 302.63  Cash - - - -  Cash & Equivalents 477 624.3 556.69 302.63  Short Term Investments - - - -  Total Receivables, Net 3 575.11 121.27 104.95  Accounts Receivables - Trade, Net 3 572.41 80.48 86.99  Total Inventory 895 521.52 424.36 274.77  Prepaid Expenses 5 1.31 0.09 0.09  Other Current Assets, Total 140 0.23 19.94 0.68","Cash and Short Term Investments 477 624.3 556.69 302.63  Cash - - - -  Cash & Equivalents 477 624.3 556.69 302.63  Short Term Investments - - - -  Total Receivables, Net 3 575.11 121.27 104.95  Accounts Receivables - Trade, Net 3 572.41 80.48 86.99  Total Inventory 895 521.52 424.36 274.77  Prepaid Expenses 5 1.31 0.09 0.09  Other Current Assets, Total 140 0.23 19.94 0.68","Cash and Short Term Investments 477 624.3 556.69 302.63  Cash - - - -  Cash & Equivalents 477 624.3 556.69 302.63  Short Term Investments - - - -  Total Receivables, Net 3 575.11 121.27 104.95  Accounts Receivables - Trade, Net 3 572.41 80.48 86.99  Total Inventory 895 521.52 424.36 274.77  Prepaid Expenses 5 1.31 0.09 0.09  Other Current Assets, Total 140 0.23 19.94 0.68","Cash and Short Term Investments 477 624.3 556.69 302.63  Cash - - - -  Cash & Equivalents 477 624.3 556.69 302.63  Short Term Investments - - - -  Total Receivables, Net 3 575.11 121.27 104.95  Accounts Receivables - Trade, Net 3 572.41 80.48 86.99  Total Inventory 895 521.52 424.36 274.77  Prepaid Expenses 5 1.31 0.09 0.09  Other Current Assets, Total 140 0.23 19.94 0.68","Cash and Short Term Investments 477 624.3 556.69 302.63  Cash - - - -  Cash & Equivalents 477 624.3 556.69 302.63  Short Term Investments - - - -  Total Receivables, Net 3 575.11 121.27 104.95  Accounts Receivables - Trade, Net 3 572.41 80.48 86.99  Total Inventory 895 521.52 424.36 274.77  Prepaid Expenses 5 1.31 0.09 0.09  Other Current Assets, Total 140 0.23 19.94 0.68"
Cash and Short Term Investments,477,624.3,556.69,302.63
Cash,-,-,-,-
Cash & Equivalents,477,624.3,556.69,302.63
Short Term Investments,-,-,-,-
"Total Receivables, Net",3,575.11,121.27,104.95
"Accounts Receivables - Trade, Net",3,572.41,80.48,86.99
Total Inventory,895,521.52,424.36,274.77
Prepaid Expenses,5,1.31,0.09,0.09
"Other Current Assets, Total",140,0.23,19.94,0.68
Total Assets,2503,2460.22,1681.52,1294.87
"Property/Plant/Equipment, Total - Net 910 698.9 528.14 551.95  Property/Plant/Equipment, Total - Gross - 1247.29 1043.92 1076.32  Accumulated Depreciation, Total - -548.38 -515.79 -524.37  Goodwill, Net - - - -  Intangibles, Net 8 8.9 11.17 7.57  Long Term Investments 52 2.14 2.14 1.05  Note Receivable - Long Term - - - 26  Other Long Term Assets, Total 1 27.81 17.72 25.17  Other Assets, Total 1044 - - -","Property/Plant/Equipment, Total - Net 910 698.9 528.14 551.95  Property/Plant/Equipment, Total - Gross - 1247.29 1043.92 1076.32  Accumulated Depreciation, Total - -548.38 -515.79 -524.37  Goodwill, Net - - - -  Intangibles, Net 8 8.9 11.17 7.57  Long Term Investments 52 2.14 2.14 1.05  Note Receivable - Long Term - - - 26  Other Long Term Assets, Total 1 27.81 17.72 25.17  Other Assets, Total 1044 - - -","Property/Plant/Equipment, Total - Net 910 698.9 528.14 551.95  Property/Plant/Equipment, Total - Gross - 1247.29 1043.92 1076.32  Accumulated Depreciation, Total - -548.38 -515.79 -524.37  Goodwill, Net - - - -  Intangibles, Net 8 8.9 11.17 7.57  Long Term Investments 52 2.14 2.14 1.05  Note Receivable - Long Term - - - 26  Other Long Term Assets, Total 1 27.81 17.72 25.17  Other Assets, Total 1044 - - -","Property/Plant/Equipment, Total - Net 910 698.9 528.14 551.95  Property/Plant/Equipment, Total - Gross - 1247.29 1043.92 1076.32  Accumulated Depreciation, Total - -548.38 -515.79 -524.37  Goodwill, Net - - - -  Intangibles, Net 8 8.9 11.17 7.57  Long Term Investments 52 2.14 2.14 1.05  Note Receivable - Long Term - - - 26  Other Long Term Assets, Total 1 27.81 17.72 25.17  Other Assets, Total 1044 - - -","Property/Plant/Equipment, Total - Net 910 698.9 528.14 551.95  Property/Plant/Equipment, Total - Gross - 1247.29 1043.92 1076.32  Accumulated Depreciation, Total - -548.38 -515.79 -524.37  Goodwill, Net - - - -  Intangibles, Net 8 8.9 11.17 7.57  Long Term Investments 52 2.14 2.14 1.05  Note Receivable - Long Term - - - 26  Other Long Term Assets, Total 1 27.81 17.72 25.17  Other Assets, Total 1044 - - -"
"Property/Plant/Equipment, Total - Net",910,698.9,528.14,551.95
"Property/Plant/Equipment, Total - Gross",-,1247.29,1043.92,1076.32
"Accumulated Depreciation, Total",-,-548.38,-515.79,-524.37
"Goodwill, Net",-,-,-,-
"Intangibles, Net",8,8.9,11.17,7.57
Long Term Investments,52,2.14,2.14,1.05
Note Receivable - Long Term,-,-,-,26
"Other Long Term Assets, Total",1,27.81,17.72,25.17
"Other Assets, Total",1044,-,-,-
Total Current Liabilities,1537,1524.49,892.05,767.15
