Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,193769,167198,160289,112441
"Cash and Short Term Investments 70036 62986 92796 50220  Cash - - - -  Cash & Equivalents 53231 48334 81720 40246  Short Term Investments 16805 14652 11076 9974  Total Receivables, Net 106949 89720 60364 56977  Accounts Receivables - Trade, Net 104670 88061 54543 52879  Total Inventory 2205 2658 1743 1608  Prepaid Expenses 6377 5047 4474 3032  Other Current Assets, Total 8202 6787 912 604","Cash and Short Term Investments 70036 62986 92796 50220  Cash - - - -  Cash & Equivalents 53231 48334 81720 40246  Short Term Investments 16805 14652 11076 9974  Total Receivables, Net 106949 89720 60364 56977  Accounts Receivables - Trade, Net 104670 88061 54543 52879  Total Inventory 2205 2658 1743 1608  Prepaid Expenses 6377 5047 4474 3032  Other Current Assets, Total 8202 6787 912 604","Cash and Short Term Investments 70036 62986 92796 50220  Cash - - - -  Cash & Equivalents 53231 48334 81720 40246  Short Term Investments 16805 14652 11076 9974  Total Receivables, Net 106949 89720 60364 56977  Accounts Receivables - Trade, Net 104670 88061 54543 52879  Total Inventory 2205 2658 1743 1608  Prepaid Expenses 6377 5047 4474 3032  Other Current Assets, Total 8202 6787 912 604","Cash and Short Term Investments 70036 62986 92796 50220  Cash - - - -  Cash & Equivalents 53231 48334 81720 40246  Short Term Investments 16805 14652 11076 9974  Total Receivables, Net 106949 89720 60364 56977  Accounts Receivables - Trade, Net 104670 88061 54543 52879  Total Inventory 2205 2658 1743 1608  Prepaid Expenses 6377 5047 4474 3032  Other Current Assets, Total 8202 6787 912 604","Cash and Short Term Investments 70036 62986 92796 50220  Cash - - - -  Cash & Equivalents 53231 48334 81720 40246  Short Term Investments 16805 14652 11076 9974  Total Receivables, Net 106949 89720 60364 56977  Accounts Receivables - Trade, Net 104670 88061 54543 52879  Total Inventory 2205 2658 1743 1608  Prepaid Expenses 6377 5047 4474 3032  Other Current Assets, Total 8202 6787 912 604"
Cash and Short Term Investments,70036,62986,92796,50220
Cash,-,-,-,-
Cash & Equivalents,53231,48334,81720,40246
Short Term Investments,16805,14652,11076,9974
"Total Receivables, Net",106949,89720,60364,56977
"Accounts Receivables - Trade, Net",104670,88061,54543,52879
Total Inventory,2205,2658,1743,1608
Prepaid Expenses,6377,5047,4474,3032
"Other Current Assets, Total",8202,6787,912,604
Total Assets,399403,350934,302901,239907
