Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,38215,42717,40761.9,39440.48
"Cash and Short Term Investments 25561 27114 27044.1 25992.29  Cash - - - -  Cash & Equivalents 22561 24114 24044.1 22992.29  Short Term Investments 3000 3000 3000 3000  Total Receivables, Net 8360 11659 11105.8 10942.72  Accounts Receivables - Trade, Net 8360 11659 11105.8 10942.72  Total Inventory 3428 2992 2325.92 2227.76  Prepaid Expenses 78 77 58.22 52.17  Other Current Assets, Total 788 875 227.86 225.54","Cash and Short Term Investments 25561 27114 27044.1 25992.29  Cash - - - -  Cash & Equivalents 22561 24114 24044.1 22992.29  Short Term Investments 3000 3000 3000 3000  Total Receivables, Net 8360 11659 11105.8 10942.72  Accounts Receivables - Trade, Net 8360 11659 11105.8 10942.72  Total Inventory 3428 2992 2325.92 2227.76  Prepaid Expenses 78 77 58.22 52.17  Other Current Assets, Total 788 875 227.86 225.54","Cash and Short Term Investments 25561 27114 27044.1 25992.29  Cash - - - -  Cash & Equivalents 22561 24114 24044.1 22992.29  Short Term Investments 3000 3000 3000 3000  Total Receivables, Net 8360 11659 11105.8 10942.72  Accounts Receivables - Trade, Net 8360 11659 11105.8 10942.72  Total Inventory 3428 2992 2325.92 2227.76  Prepaid Expenses 78 77 58.22 52.17  Other Current Assets, Total 788 875 227.86 225.54","Cash and Short Term Investments 25561 27114 27044.1 25992.29  Cash - - - -  Cash & Equivalents 22561 24114 24044.1 22992.29  Short Term Investments 3000 3000 3000 3000  Total Receivables, Net 8360 11659 11105.8 10942.72  Accounts Receivables - Trade, Net 8360 11659 11105.8 10942.72  Total Inventory 3428 2992 2325.92 2227.76  Prepaid Expenses 78 77 58.22 52.17  Other Current Assets, Total 788 875 227.86 225.54","Cash and Short Term Investments 25561 27114 27044.1 25992.29  Cash - - - -  Cash & Equivalents 22561 24114 24044.1 22992.29  Short Term Investments 3000 3000 3000 3000  Total Receivables, Net 8360 11659 11105.8 10942.72  Accounts Receivables - Trade, Net 8360 11659 11105.8 10942.72  Total Inventory 3428 2992 2325.92 2227.76  Prepaid Expenses 78 77 58.22 52.17  Other Current Assets, Total 788 875 227.86 225.54"
Cash and Short Term Investments,25561,27114,27044.1,25992.29
Cash,-,-,-,-
Cash & Equivalents,22561,24114,24044.1,22992.29
Short Term Investments,3000,3000,3000,3000
"Total Receivables, Net",8360,11659,11105.8,10942.72
"Accounts Receivables - Trade, Net",8360,11659,11105.8,10942.72
Total Inventory,3428,2992,2325.92,2227.76
Prepaid Expenses,78,77,58.22,52.17
