Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,7921.68,7874.08,8206.12,8148.17
"Cash and Short Term Investments 1910.92 2137.1 1890.03 1123.65  Cash - - - -  Cash & Equivalents 1910.92 2137.1 1890.03 1123.65  Short Term Investments - - - -  Total Receivables, Net 2432.93 2465.22 2758.9 2431.9  Accounts Receivables - Trade, Net 2166.89 2305.17 2567.43 2191.79  Total Inventory 3344.02 3158.48 3478.36 4498.18  Prepaid Expenses 67.75 63.65 61.98 56.17  Other Current Assets, Total 166.06 49.63 16.85 38.27","Cash and Short Term Investments 1910.92 2137.1 1890.03 1123.65  Cash - - - -  Cash & Equivalents 1910.92 2137.1 1890.03 1123.65  Short Term Investments - - - -  Total Receivables, Net 2432.93 2465.22 2758.9 2431.9  Accounts Receivables - Trade, Net 2166.89 2305.17 2567.43 2191.79  Total Inventory 3344.02 3158.48 3478.36 4498.18  Prepaid Expenses 67.75 63.65 61.98 56.17  Other Current Assets, Total 166.06 49.63 16.85 38.27","Cash and Short Term Investments 1910.92 2137.1 1890.03 1123.65  Cash - - - -  Cash & Equivalents 1910.92 2137.1 1890.03 1123.65  Short Term Investments - - - -  Total Receivables, Net 2432.93 2465.22 2758.9 2431.9  Accounts Receivables - Trade, Net 2166.89 2305.17 2567.43 2191.79  Total Inventory 3344.02 3158.48 3478.36 4498.18  Prepaid Expenses 67.75 63.65 61.98 56.17  Other Current Assets, Total 166.06 49.63 16.85 38.27","Cash and Short Term Investments 1910.92 2137.1 1890.03 1123.65  Cash - - - -  Cash & Equivalents 1910.92 2137.1 1890.03 1123.65  Short Term Investments - - - -  Total Receivables, Net 2432.93 2465.22 2758.9 2431.9  Accounts Receivables - Trade, Net 2166.89 2305.17 2567.43 2191.79  Total Inventory 3344.02 3158.48 3478.36 4498.18  Prepaid Expenses 67.75 63.65 61.98 56.17  Other Current Assets, Total 166.06 49.63 16.85 38.27","Cash and Short Term Investments 1910.92 2137.1 1890.03 1123.65  Cash - - - -  Cash & Equivalents 1910.92 2137.1 1890.03 1123.65  Short Term Investments - - - -  Total Receivables, Net 2432.93 2465.22 2758.9 2431.9  Accounts Receivables - Trade, Net 2166.89 2305.17 2567.43 2191.79  Total Inventory 3344.02 3158.48 3478.36 4498.18  Prepaid Expenses 67.75 63.65 61.98 56.17  Other Current Assets, Total 166.06 49.63 16.85 38.27"
Cash and Short Term Investments,1910.92,2137.1,1890.03,1123.65
Cash,-,-,-,-
Cash & Equivalents,1910.92,2137.1,1890.03,1123.65
Short Term Investments,-,-,-,-
"Total Receivables, Net",2432.93,2465.22,2758.9,2431.9
"Accounts Receivables - Trade, Net",2166.89,2305.17,2567.43,2191.79
Total Inventory,3344.02,3158.48,3478.36,4498.18
Prepaid Expenses,67.75,63.65,61.98,56.17
"Other Current Assets, Total",166.06,49.63,16.85,38.27
Total Assets,13452.96,13643.63,13776.94,13946.17
